# Mechanical evidence only: generated from the default-disabled SM-2 link log after original-owner and C-VID closure.
# symbol<TAB>cmake_object_target<TAB>referencing_source
__declspec(dllimport) __sys_errlist
_host_start_cpu	ntdos64-opennt-support-provider-objects	base\mvdm\softpc.new\base\support\main.c.obj
_InitialiseDosEmulation	ntdos64-opennt-support-provider-objects	base\mvdm\softpc.new\base\support\main.c.obj
_config_activate	ntdos64-opennt-support-provider-objects	base\mvdm\softpc.new\base\support\terminat.c.obj
_host_fdisk_term	ntdos64-opennt-support-provider-objects	base\mvdm\softpc.new\base\support\terminat.c.obj
_host_terminate	ntdos64-opennt-support-provider-objects	base\mvdm\softpc.new\base\support\terminat.c.obj
_host_runtime_inquire	ntdos64-opennt-system-provider-objects	base\mvdm\softpc.new\base\system\cmosnt.c.obj
_IdleDisabledFromPIF	ntdos64-opennt-system-provider-objects	base\mvdm\softpc.new\base\system\idetect.c.obj
_host_timer2_waveform	ntdos64-opennt-system-provider-objects	base\mvdm\softpc.new\base\system\timer.c.obj
_setVideobit_prot_mask	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_prts.c.obj
_setVideochain	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_prts.c.obj
_setVideodata_xor_mask	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_prts.c.obj
_setVideolatch_xor_mask	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_prts.c.obj
_setVideoplane_enable	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_prts.c.obj
_setVideoplane_enable_mask	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_prts.c.obj
_setVideoread_mapped_plane	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_prts.c.obj
_setVideorotate	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_prts.c.obj
_setVideorplane	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_prts.c.obj
_setVideoscratch	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_prts.c.obj
_setVideoscreen_ptr	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_prts.c.obj
_setVideosr_lookup	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_prts.c.obj
_setVideov7_bank_vid_copy_off	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_prts.c.obj
_setVideovideo_copy	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_prts.c.obj
_setVideowplane	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_prts.c.obj
_setVideowrmode	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_prts.c.obj
_setVideowrstate	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_prts.c.obj
_setVideocolour_comp	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_read.c.obj
_setVideodont_care	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_read.c.obj
_setVideoread_shift_count	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_read.c.obj
_memset4	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_vide.c.obj
