first_definition_id	symbol	source_root	source_path	source_sha256	source_line	signature_evidence	linkage	parameter_count	selection_status
"MVDM-FIRST-REBASE-DEF-000718"	"ExitProcess"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/windows/base/client/process.c"	"443dc9e6a6396ce5d90b3958247577072b326d38521d4e8e69f95972dddaa8af"	"2163"	"ExitProcess( UINT uExitCode ) /*++ Routine Description: The current process can exit using ExitProcess. ExitProcess is the prefered method of exiting an application. This API provides a clean application shutdown. This includes calling all attached DLLs at their instance termination entrypoint. If an application terminates by any other method: - TerminateProcess - TerminateThread of last thread in the process - ExitThread of last thread in the process The DLLs that the process is attached to will not be not"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000719"	"ExitProcess"	"O:\repos.external\OpenNT"	"base/win32/client/process.c"	"45420076fafea9444cecac8226a828b2cebac307a893fb17099b870ce935aee3"	"2163"	"ExitProcess( UINT uExitCode ) /*++ Routine Description: The current process can exit using ExitProcess. ExitProcess is the prefered method of exiting an application. This API provides a clean application shutdown. This includes calling all attached DLLs at their instance termination entrypoint. If an application terminates by any other method: - TerminateProcess - TerminateThread of last thread in the process - ExitThread of last thread in the process The DLLs that the process is attached to will not be not"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000720"	"ExitProcess"	"O:\repos.external\OpenNT"	"sdktools/ntsdsapi/sh.c"	"981192c2ebe556e4477ad29d9ca0596a9e764d379c7d9d8867a8a62c1fc24c73"	"41"	"void ExitProcess(DWORD error)"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000721"	"ExitThread"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/vctools/ntmfc/src/macstubs.cpp"	"f92babb2ac6500abca9cb8dfce86a8dc55848d7ca6002acb5a3c963bd55c053a"	"46"	"VOID WINAPI ExitThread(DWORD dwExitCode)"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000722"	"ExitThread"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/windows/base/client/thread.c"	"92461a35e121c751b13878f31adeaadeabad6d2ffe8c872f4ea16f7fc36df046"	"583"	"ExitThread( DWORD dwExitCode ) /*++ Routine Description: The current thread can exit using ExitThread. ExitThread is the prefered method of exiting a thread. When this API is called (either explicitly or by returning from a thread procedure), The current thread's stack is deallocated and the thread terminates. If the thread is the last thread in the process when this API is called, the behavior of this API does not change. DLLs are not notified as a result of a call to ExitThread. Arguments: dwExitCode - Su"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000723"	"ExitThread"	"O:\repos.external\OpenNT"	"base/win32/client/thread.c"	"92461a35e121c751b13878f31adeaadeabad6d2ffe8c872f4ea16f7fc36df046"	"583"	"ExitThread( DWORD dwExitCode ) /*++ Routine Description: The current thread can exit using ExitThread. ExitThread is the prefered method of exiting a thread. When this API is called (either explicitly or by returning from a thread procedure), The current thread's stack is deallocated and the thread terminates. If the thread is the last thread in the process when this API is called, the behavior of this API does not change. DLLs are not notified as a result of a call to ExitThread. Arguments: dwExitCode - Su"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000724"	"ExitThread"	"O:\repos.external\OpenNT"	"windows/mfc/src30/macstubs.cpp"	"f92babb2ac6500abca9cb8dfce86a8dc55848d7ca6002acb5a3c963bd55c053a"	"46"	"VOID WINAPI ExitThread(DWORD dwExitCode)"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000725"	"ExitVDM"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"ExitVDM( BOOL IsWowCaller, ULONG iWowTask ) /*++ Routine Description: This routine is used by MVDM to exit. Arguments: IsWowCaller - TRUE if the caller is WOWVDM. FALSE if the caller is DOSVDM iWowTask - if IsWowCaller == FALSE then Dont Care - if IsWowCaller == TRUE && iWowTask != -1 kill iWowTask task - if IsWowCaller == TRUE && iWowTask == -1 kill all wow task Return Value: None --*/"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000726"	"ExitVDM"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"ExitVDM( BOOL IsWowCaller, ULONG iWowTask ) /*++ Routine Description: This routine is used by MVDM to exit. Arguments: IsWowCaller - TRUE if the caller is WOWVDM. FALSE if the caller is DOSVDM iWowTask - if IsWowCaller == FALSE then Dont Care - if IsWowCaller == TRUE && iWowTask != -1 kill iWowTask task - if IsWowCaller == TRUE && iWowTask == -1 kill all wow task Return Value: None --*/"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000727"	"ExitWindowsEx"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/ntos/w32/ntuser/client/csrstubs.c"	"64628726d3f7d5ecc309537384ab37cfd0ac3f05629c5c77c3450b99a4153633"	"110"	"BOOL WINAPI ExitWindowsEx( UINT uFlags, DWORD dwReserved)"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000728"	"ExitWindowsEx"	"O:\repos.external\OpenNT"	"windows/core/ntuser/client/csrstubs.c"	"64628726d3f7d5ecc309537384ab37cfd0ac3f05629c5c77c3450b99a4153633"	"110"	"BOOL WINAPI ExitWindowsEx( UINT uFlags, DWORD dwReserved)"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000729"	"ExtEscape"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/ntos/w32/ntgdi/client/output.c"	"177ae2b20778d8099e50565f3a2ff650f069548584b52b7652e31bc492df8ebc"	"3848"	"int WINAPI ExtEscape( HDC hdc, // Identifies the device context. int iEscape, // Specifies the escape function to be performed. int cjInput, // Number of bytes of data pointed to by lpInData LPCSTR lpInData, // Points to the input structure required int cjOutput, // Number of bytes of data pointed to by lpOutData LPSTR lpOutData // Points to the structure to receive output from ) // this escape."	"externally-linkable"	"6"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000730"	"ExtEscape"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/output.c"	"177ae2b20778d8099e50565f3a2ff650f069548584b52b7652e31bc492df8ebc"	"3848"	"int WINAPI ExtEscape( HDC hdc, // Identifies the device context. int iEscape, // Specifies the escape function to be performed. int cjInput, // Number of bytes of data pointed to by lpInData LPCSTR lpInData, // Points to the input structure required int cjOutput, // Number of bytes of data pointed to by lpOutData LPSTR lpOutData // Points to the structure to receive output from ) // this escape."	"externally-linkable"	"6"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000731"	"ExtFloodFill"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/ntos/w32/ntgdi/client/output.c"	"177ae2b20778d8099e50565f3a2ff650f069548584b52b7652e31bc492df8ebc"	"986"	"BOOL META WINAPI ExtFloodFill( HDC hdc, int x, int y, COLORREF color, UINT iMode )"	"externally-linkable"	"5"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000732"	"ExtFloodFill"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/output.c"	"177ae2b20778d8099e50565f3a2ff650f069548584b52b7652e31bc492df8ebc"	"986"	"BOOL META WINAPI ExtFloodFill( HDC hdc, int x, int y, COLORREF color, UINT iMode )"	"externally-linkable"	"5"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000733"	"ExtractIcon"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/windows/shell/shelldll/extract.c"	"db6331e26d729d321286b9a4da9ba05720fc8399a574555c5d79b7d36ea90b6e"	"90"	"HICON WINAPI ExtractIcon(HINSTANCE hInst, LPCTSTR szFileName, UINT nIconIndex)"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000734"	"ExtractIcon"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/windows/shell/shelldll/shpif.cpp"	"b3f84da46d39ae33bc5621ebefd27dfc54ed6ef72f4bafc6eb54f44e01b63e5c"	"280"	"HRESULT STDMETHODCALLTYPE PifFile::ExtractIcon(LPCTSTR pszFile,UINT nIconIndex,HICON *phiconLarge,HICON *phiconSmall,UINT nIcons)"	"externally-linkable"	"5"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000735"	"ExtractIcon"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/windows/shell/shelldll/shpif.cpp"	"b3f84da46d39ae33bc5621ebefd27dfc54ed6ef72f4bafc6eb54f44e01b63e5c"	"315"	"HRESULT STDMETHODCALLTYPE PifFile::ExtractIcon(LPCSTR pszFile,UINT nIconIndex,HICON *phiconLarge,HICON *phiconSmall,UINT nIcons)"	"externally-linkable"	"5"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000736"	"ExtractIcon"	"O:\repos.external\OpenNT"	"shell/shell32/extract.c"	"db6331e26d729d321286b9a4da9ba05720fc8399a574555c5d79b7d36ea90b6e"	"90"	"HICON WINAPI ExtractIcon(HINSTANCE hInst, LPCTSTR szFileName, UINT nIconIndex)"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000737"	"ExtractIcon"	"O:\repos.external\OpenNT"	"shell/shell32/shpif.cpp"	"b3f84da46d39ae33bc5621ebefd27dfc54ed6ef72f4bafc6eb54f44e01b63e5c"	"280"	"HRESULT STDMETHODCALLTYPE PifFile::ExtractIcon(LPCTSTR pszFile,UINT nIconIndex,HICON *phiconLarge,HICON *phiconSmall,UINT nIcons)"	"externally-linkable"	"5"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000738"	"ExtractIcon"	"O:\repos.external\OpenNT"	"shell/shell32/shpif.cpp"	"b3f84da46d39ae33bc5621ebefd27dfc54ed6ef72f4bafc6eb54f44e01b63e5c"	"315"	"HRESULT STDMETHODCALLTYPE PifFile::ExtractIcon(LPCSTR pszFile,UINT nIconIndex,HICON *phiconLarge,HICON *phiconSmall,UINT nIcons)"	"externally-linkable"	"5"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000739"	"ExtTextOut"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/net/ui/common/src/blt/blt/bltmisc.cxx"	"6b30ffbf02f9322bd0eab299586f80abb5e69efd48680187d290c6e960638b84"	"258"	"BOOL DEVICE_CONTEXT::ExtTextOut( INT x, INT y, UINT nOptions, const RECT * prect, const TCHAR * pszString, INT cch, INT *pDx )"	"externally-linkable"	"7"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000740"	"ExtTextOut"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/net/ui/mfc200/src/dcmeta.cpp"	"14bc767aa9b18678198a75156ec2c1490b6919296ac9ed1c747fdd105cac2f73"	"137"	"BOOL CMetaFileDC::ExtTextOut(int x, int y, UINT nOptions, LPRECT lpRect, LPCSTR lpszString, UINT nCount, LPINT lpDxWidths)"	"externally-linkable"	"7"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000741"	"ExtTextOut"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/net/ui/mfc200/src/dcprev.cpp"	"a2af46c0fe0d757b03fd263f7b4210ed5138b77f613dded78ee219c5fc8aaf9d"	"569"	"BOOL CPreviewDC::ExtTextOut(int x, int y, UINT nOptions, LPRECT lpRect, LPCSTR lpszString, UINT nCount, LPINT lpDxWidths)"	"externally-linkable"	"7"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000742"	"ExtTextOut"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/vctools/ntmfc/src/dcmeta.cpp"	"22844384c8ec345052c097bc182a97e0abc4c9c065df8590d765914397fc0951"	"109"	"BOOL CMetaFileDC::ExtTextOut(int x, int y, UINT nOptions, LPCRECT lpRect, LPCTSTR lpszString, UINT nCount, LPINT lpDxWidths)"	"externally-linkable"	"7"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000743"	"ExtTextOut"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/vctools/ntmfc/src/dcprev.cpp"	"038fb20925eb36d6e296c5a0e5279ceec274d14fbc28dbb6e5edaee3cc607bde"	"586"	"BOOL CPreviewDC::ExtTextOut(int x, int y, UINT nOptions, LPCRECT lpRect, LPCTSTR lpszString, UINT nCount, LPINT lpDxWidths)"	"externally-linkable"	"7"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000744"	"ExtTextOut"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/vctools/ntmfc/src40/dcmeta.cpp"	"383a98dee190a1263fc5590c3cb87df6c679c363332d4e4597c4274a09432a46"	"109"	"BOOL CMetaFileDC::ExtTextOut(int x, int y, UINT nOptions, LPCRECT lpRect, LPCTSTR lpszString, UINT nCount, LPINT lpDxWidths)"	"externally-linkable"	"7"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000745"	"ExtTextOut"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/vctools/ntmfc/src40/dcprev.cpp"	"b1c98dd11f64ada5f2714f87310048ed433b0ae3e01383e9c93d6916cbdc647c"	"586"	"BOOL CPreviewDC::ExtTextOut(int x, int y, UINT nOptions, LPCRECT lpRect, LPCTSTR lpszString, UINT nCount, LPINT lpDxWidths)"	"externally-linkable"	"7"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000746"	"ExtTextOut"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/vctools/ntmfc/src42/dcmeta.cpp"	"383a98dee190a1263fc5590c3cb87df6c679c363332d4e4597c4274a09432a46"	"109"	"BOOL CMetaFileDC::ExtTextOut(int x, int y, UINT nOptions, LPCRECT lpRect, LPCTSTR lpszString, UINT nCount, LPINT lpDxWidths)"	"externally-linkable"	"7"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000747"	"ExtTextOut"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/vctools/ntmfc/src42/dcprev.cpp"	"b1c98dd11f64ada5f2714f87310048ed433b0ae3e01383e9c93d6916cbdc647c"	"586"	"BOOL CPreviewDC::ExtTextOut(int x, int y, UINT nOptions, LPCRECT lpRect, LPCTSTR lpszString, UINT nCount, LPINT lpDxWidths)"	"externally-linkable"	"7"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000748"	"ExtTextOut"	"O:\repos.external\OpenNT"	"admin/netui/common/src/blt/blt/bltmisc.cxx"	"6b30ffbf02f9322bd0eab299586f80abb5e69efd48680187d290c6e960638b84"	"258"	"BOOL DEVICE_CONTEXT::ExtTextOut( INT x, INT y, UINT nOptions, const RECT * prect, const TCHAR * pszString, INT cch, INT *pDx )"	"externally-linkable"	"7"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000749"	"ExtTextOut"	"O:\repos.external\OpenNT"	"windows/mfc/src30/dcmeta.cpp"	"22844384c8ec345052c097bc182a97e0abc4c9c065df8590d765914397fc0951"	"109"	"BOOL CMetaFileDC::ExtTextOut(int x, int y, UINT nOptions, LPCRECT lpRect, LPCTSTR lpszString, UINT nCount, LPINT lpDxWidths)"	"externally-linkable"	"7"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000750"	"ExtTextOut"	"O:\repos.external\OpenNT"	"windows/mfc/src30/dcprev.cpp"	"038fb20925eb36d6e296c5a0e5279ceec274d14fbc28dbb6e5edaee3cc607bde"	"586"	"BOOL CPreviewDC::ExtTextOut(int x, int y, UINT nOptions, LPCRECT lpRect, LPCTSTR lpszString, UINT nCount, LPINT lpDxWidths)"	"externally-linkable"	"7"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000751"	"ExtTextOut"	"O:\repos.external\OpenNT"	"windows/mfc/src40/dcmeta.cpp"	"383a98dee190a1263fc5590c3cb87df6c679c363332d4e4597c4274a09432a46"	"109"	"BOOL CMetaFileDC::ExtTextOut(int x, int y, UINT nOptions, LPCRECT lpRect, LPCTSTR lpszString, UINT nCount, LPINT lpDxWidths)"	"externally-linkable"	"7"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000752"	"ExtTextOut"	"O:\repos.external\OpenNT"	"windows/mfc/src40/dcprev.cpp"	"b1c98dd11f64ada5f2714f87310048ed433b0ae3e01383e9c93d6916cbdc647c"	"586"	"BOOL CPreviewDC::ExtTextOut(int x, int y, UINT nOptions, LPCRECT lpRect, LPCTSTR lpszString, UINT nCount, LPINT lpDxWidths)"	"externally-linkable"	"7"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000753"	"ExtTextOut"	"O:\repos.external\OpenNT"	"windows/mfc/src42/dcmeta.cpp"	"383a98dee190a1263fc5590c3cb87df6c679c363332d4e4597c4274a09432a46"	"109"	"BOOL CMetaFileDC::ExtTextOut(int x, int y, UINT nOptions, LPCRECT lpRect, LPCTSTR lpszString, UINT nCount, LPINT lpDxWidths)"	"externally-linkable"	"7"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000754"	"ExtTextOut"	"O:\repos.external\OpenNT"	"windows/mfc/src42/dcprev.cpp"	"b1c98dd11f64ada5f2714f87310048ed433b0ae3e01383e9c93d6916cbdc647c"	"586"	"BOOL CPreviewDC::ExtTextOut(int x, int y, UINT nOptions, LPCRECT lpRect, LPCTSTR lpszString, UINT nCount, LPINT lpDxWidths)"	"externally-linkable"	"7"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000755"	"fabs"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/vctools/crt/fpw32/tran/fabs.c"	"3b266a2a17addbb42f3a6351cd86ba222e889529e293b6057260a72f1f5411ee"	"38"	"double fabs(double x)"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000756"	"fabs"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/fp32/tran/fabs.c"	"5b1b8f29f6ba81bc22b049b8cfa559a4df5ec96dbfe9b2926cab6b2c7c4e4be2"	"37"	"double fabs(double x)"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000757"	"fabs"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/fp32dll/tran/fabs.c"	"5b1b8f29f6ba81bc22b049b8cfa559a4df5ec96dbfe9b2926cab6b2c7c4e4be2"	"37"	"double fabs(double x)"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000758"	"fabs"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/fp32nt/tran/fabs.c"	"5b1b8f29f6ba81bc22b049b8cfa559a4df5ec96dbfe9b2926cab6b2c7c4e4be2"	"37"	"double fabs(double x)"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000759"	"fabs"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/fp32st/tran/fabs.c"	"5b1b8f29f6ba81bc22b049b8cfa559a4df5ec96dbfe9b2926cab6b2c7c4e4be2"	"37"	"double fabs(double x)"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000760"	"fabs"	"O:\repos.external\OpenNT"	"base/crts/fpw32/tran/fabs.c"	"3b266a2a17addbb42f3a6351cd86ba222e889529e293b6057260a72f1f5411ee"	"38"	"double fabs(double x)"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000761"	"FatalError"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/ntos/nthals/halcbus/i386/cbus.c"	"9311eff5bcc0bbb1b80a6b386ef25dab97084fd233589d08672a73f75190ea3e"	"690"	"FatalError( IN PUCHAR ErrorString ) /*++ Routine Description: Called to halt the HAL due to a fatal error, printing out a string describing the cause of the failure. Arguments: ErrorString - Supplies a pointer to failure message Return Value: None. --*/"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000762"	"FatalError"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/drwatson/error.c"	"be2f4dfe92b544475fb2fe15d68d51932fae81cc9e9d5fc512c4cf44ce41daf2"	"37"	"FatalError(char *format, ...) /*++ Routine Description: This function is called when there is nothing else to do, hence the name FatalError. It puts up a popup and then terminates. Arguments: Same as printf. Return Value: None. --*/"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000763"	"FatalError"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/instaler/instutil.c"	"a005ff3b6e96b92e287064adeede421d0a28c791017a0798d29ce8ac6ee8bd70"	"133"	"FatalError( LPSTR Message, ULONG MessageParameter1, ULONG MessageParameter2 )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000764"	"FatalError"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/regini/regutil.c"	"6a514e4b73c3e1285232fc73755c8dec0947f8ca4ad4d03a7021a7788fc965f8"	"161"	"FatalError( LPSTR Message, ULONG MessageParameter1, ULONG MessageParameter2 )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000765"	"FatalError"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/slmnew/slm/err.c"	"3d87ea14b288dce3e541058110a9b25295d2efffc5d9a859a73f2fc585bd7258"	"280"	"FatalError( const char *szFmt, ...)"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000766"	"FatalError"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/uixport/uixport.c"	"ab09e59eb407a48d52f560be97f3667e13e0c55c6cfc9fb00c71f1005e28ccea"	"623"	"void FatalError( int err, char * pszFmt, ... )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000767"	"FatalError"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/windbg/symcvt/symedit/symedit.c"	"9f8b3ac93977ca13f36d19d9e0c8fa4df2379b5d8e1ef950a441bc99000b3078"	"920"	"FatalError( int idMsg, ... ) /*++ Routine Description: Prints a message string to stderr and then exits. Arguments: s - message string to be printed Return Value: void --*/"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000768"	"FatalError"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/windows/setup/syssetup/syssetup.c"	"a0bea4ce306a76bb8f1153609e9ddf31e73924e498290c2407d2865d2d131bf5"	"208"	"FatalError( IN UINT MessageId, ... ) /*++ Routine Description: Inform the user of an error which prevents Setup from continuing. The error is logged as a fatal error, and a message box is presented. Arguments: MessageId - supplies the id for the message in the message table. Additional agruments specify parameters to be inserted in the message. Return Value: DOES NOT RETURN. --*/"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000769"	"FatalError"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/windows/shell/tools/fixlinks/fixlinks.c"	"d45b367f221cf54a420520abec17a44620a4109ef315a300d650238bc649675c"	"11"	"FatalError( LPSTR Message, ULONG MessageParameter1, ULONG MessageParameter2 )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000770"	"FatalError"	"O:\repos.external\OpenNT"	"base/hals/halcbus/x86/cbus.c"	"9311eff5bcc0bbb1b80a6b386ef25dab97084fd233589d08672a73f75190ea3e"	"690"	"FatalError( IN PUCHAR ErrorString ) /*++ Routine Description: Called to halt the HAL due to a fatal error, printing out a string describing the cause of the failure. Arguments: ErrorString - Supplies a pointer to failure message Return Value: None. --*/"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000771"	"FatalError"	"O:\repos.external\OpenNT"	"sdktools/drwatson/error.c"	"be2f4dfe92b544475fb2fe15d68d51932fae81cc9e9d5fc512c4cf44ce41daf2"	"37"	"FatalError(char *format, ...) /*++ Routine Description: This function is called when there is nothing else to do, hence the name FatalError. It puts up a popup and then terminates. Arguments: Same as printf. Return Value: None. --*/"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000772"	"FatalError"	"O:\repos.external\OpenNT"	"sdktools/instaler/instutil.c"	"a005ff3b6e96b92e287064adeede421d0a28c791017a0798d29ce8ac6ee8bd70"	"133"	"FatalError( LPSTR Message, ULONG MessageParameter1, ULONG MessageParameter2 )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000773"	"FatalError"	"O:\repos.external\OpenNT"	"sdktools/regini/regutil.c"	"6a514e4b73c3e1285232fc73755c8dec0947f8ca4ad4d03a7021a7788fc965f8"	"161"	"FatalError( LPSTR Message, ULONG MessageParameter1, ULONG MessageParameter2 )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000774"	"FatalError"	"O:\repos.external\OpenNT"	"sdktools/slmnew/slm/err.c"	"3d87ea14b288dce3e541058110a9b25295d2efffc5d9a859a73f2fc585bd7258"	"280"	"FatalError( const char *szFmt, ...)"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
