first_definition_id	symbol	source_root	source_path	source_sha256	source_line	signature_evidence	linkage	parameter_count	selection_status
"MVDM-FIRST-REBASE-DEF-000001"	"_lclose"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/windows/base/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"172"	"_lclose( HFILE hFile )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000002"	"_lclose"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"172"	"_lclose( HFILE hFile )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000003"	"_llseek"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/windows/base/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"189"	"_llseek( HFILE hFile, LONG lOffset, int iOrigin )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000004"	"_llseek"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"189"	"_llseek( HFILE hFile, LONG lOffset, int iOrigin )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000005"	"_lopen"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/windows/base/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"26"	"_lopen( LPCSTR lpPathName, int iReadWrite )"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000006"	"_lopen"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"26"	"_lopen( LPCSTR lpPathName, int iReadWrite )"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000007"	"_lread"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/windows/base/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"124"	"_lread( HFILE hFile, LPVOID lpBuffer, UINT uBytes )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000008"	"_lread"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"124"	"_lread( HFILE hFile, LPVOID lpBuffer, UINT uBytes )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000009"	"_lwrite"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/windows/base/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"145"	"_lwrite( HFILE hFile, LPCSTR lpBuffer, UINT uBytes )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000010"	"_lwrite"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"145"	"_lwrite( HFILE hFile, LPCSTR lpBuffer, UINT uBytes )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000011"	"_open"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/vctools/crt/crtw32/lowio/open.c"	"92bb46dfc94de50f3348c4d96ce692cdad7d880b8711f464c5547292ae187e89"	"526"	"int __cdecl _open ( const char *path, int oflag, ... )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000012"	"_open"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32/lowio/open.c"	"72ae3f49fcb5e4f50dde1ed7c85b141e26bf0a06c46236de69c86fcac93e5f5c"	"112"	"int _CRTAPI2 _open ( const char *path, int oflag, ... )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000013"	"_open"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32dll/lowio/open.c"	"72ae3f49fcb5e4f50dde1ed7c85b141e26bf0a06c46236de69c86fcac93e5f5c"	"112"	"int _CRTAPI2 _open ( const char *path, int oflag, ... )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000014"	"_open"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32nt/lowio/open.c"	"72ae3f49fcb5e4f50dde1ed7c85b141e26bf0a06c46236de69c86fcac93e5f5c"	"112"	"int _CRTAPI2 _open ( const char *path, int oflag, ... )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000015"	"_open"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32psx/lowio/open.c"	"72ae3f49fcb5e4f50dde1ed7c85b141e26bf0a06c46236de69c86fcac93e5f5c"	"112"	"int _CRTAPI2 _open ( const char *path, int oflag, ... )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000016"	"_open"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32st/lowio/open.c"	"72ae3f49fcb5e4f50dde1ed7c85b141e26bf0a06c46236de69c86fcac93e5f5c"	"112"	"int _CRTAPI2 _open ( const char *path, int oflag, ... )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000017"	"_open"	"O:\repos.external\OpenNT"	"base/crts/crtw32/lowio/open.c"	"92bb46dfc94de50f3348c4d96ce692cdad7d880b8711f464c5547292ae187e89"	"526"	"int __cdecl _open ( const char *path, int oflag, ... )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000018"	"_splitpath"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/vctools/cvtres/main.c"	"c7119c9bd6861d6a347e68a7e8a0b66f985051350b0d65f535638c4639fc0597"	"496"	"void _CRTAPI1 _splitpath ( register const char *path, char *drive, char *dir, char *fname, char *ext )"	"externally-linkable"	"5"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000019"	"_splitpath"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/vctools/rcdll/rc.c"	"73b46c9f48cafa1273122544e157ca2799b7108d506a2766a4f6fbacc65e98c8"	"1046"	"void _CRTAPI1 _splitpath ( register const char *path, char *drive, char *dir, char *fname, char *ext )"	"externally-linkable"	"5"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000020"	"_splitpath"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32/misc/splitpat.c"	"3884048bc1a23edfca29d8a9b5898f660d2bb03247edce90dfb267ec60375a80"	"66"	"void _CALLTYPE1 _splitpath ( register const char *path, char *drive, char *dir, char *fname, char *ext )"	"externally-linkable"	"5"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000021"	"_splitpath"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32dll/misc/splitpat.c"	"3884048bc1a23edfca29d8a9b5898f660d2bb03247edce90dfb267ec60375a80"	"66"	"void _CALLTYPE1 _splitpath ( register const char *path, char *drive, char *dir, char *fname, char *ext )"	"externally-linkable"	"5"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000022"	"_splitpath"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32nt/misc/splitpat.c"	"3884048bc1a23edfca29d8a9b5898f660d2bb03247edce90dfb267ec60375a80"	"66"	"void _CALLTYPE1 _splitpath ( register const char *path, char *drive, char *dir, char *fname, char *ext )"	"externally-linkable"	"5"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000023"	"_splitpath"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32psx/misc/splitpat.c"	"3884048bc1a23edfca29d8a9b5898f660d2bb03247edce90dfb267ec60375a80"	"66"	"void _CALLTYPE1 _splitpath ( register const char *path, char *drive, char *dir, char *fname, char *ext )"	"externally-linkable"	"5"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000024"	"_splitpath"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32st/misc/splitpat.c"	"3884048bc1a23edfca29d8a9b5898f660d2bb03247edce90dfb267ec60375a80"	"66"	"void _CALLTYPE1 _splitpath ( register const char *path, char *drive, char *dir, char *fname, char *ext )"	"externally-linkable"	"5"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000025"	"_splitpath"	"O:\repos.external\OpenNT"	"sdktools/vctools/cvtres/main.c"	"c7119c9bd6861d6a347e68a7e8a0b66f985051350b0d65f535638c4639fc0597"	"496"	"void _CRTAPI1 _splitpath ( register const char *path, char *drive, char *dir, char *fname, char *ext )"	"externally-linkable"	"5"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000026"	"_splitpath"	"O:\repos.external\OpenNT"	"sdktools/vctools/rcdll/rc.c"	"73b46c9f48cafa1273122544e157ca2799b7108d506a2766a4f6fbacc65e98c8"	"1046"	"void _CRTAPI1 _splitpath ( register const char *path, char *drive, char *dir, char *fname, char *ext )"	"externally-linkable"	"5"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000027"	"_strdup"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/vctools/crt/crtw32/string/strdup.c"	"c39263f12a89154ab87e651a989a2fa818cf3d1f4e41da0a34b8849377921083"	"48"	"char * __cdecl _strdup ( const char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000028"	"_strdup"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32/string/strdup.c"	"40636da501f8ebd9ad00faba3033b7ae779291666588fae24e33dc6afd7f3340"	"47"	"char * _CALLTYPE1 _strdup ( const char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000029"	"_strdup"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32dll/string/strdup.c"	"40636da501f8ebd9ad00faba3033b7ae779291666588fae24e33dc6afd7f3340"	"47"	"char * _CALLTYPE1 _strdup ( const char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000030"	"_strdup"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32nt/string/strdup.c"	"40636da501f8ebd9ad00faba3033b7ae779291666588fae24e33dc6afd7f3340"	"47"	"char * _CALLTYPE1 _strdup ( const char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000031"	"_strdup"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32psx/string/strdup.c"	"40636da501f8ebd9ad00faba3033b7ae779291666588fae24e33dc6afd7f3340"	"47"	"char * _CALLTYPE1 _strdup ( const char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000032"	"_strdup"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32st/string/strdup.c"	"40636da501f8ebd9ad00faba3033b7ae779291666588fae24e33dc6afd7f3340"	"47"	"char * _CALLTYPE1 _strdup ( const char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000033"	"_strdup"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strdup.c"	"c39263f12a89154ab87e651a989a2fa818cf3d1f4e41da0a34b8849377921083"	"48"	"char * __cdecl _strdup ( const char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000034"	"_stricmp"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/oleauto/tests/common/util.cpp"	"78d3b8c488c0a6804ec78be769f66db56819907cdef1f508d858afd497035bf6"	"27"	"_stricmp(char *first, char *last)"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000035"	"_stricmp"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/rpc/runtime/mtrt/uclnt.cxx"	"9ce78fabb946f3d27621b81765f3e0fd134151ce6eb9c87e700ab027fc63f295"	"63"	"int _stricmp(char _far *s1, char _far *s2)"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000036"	"_stricmp"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/rpc/runtime/mtrt/win32c/uclnt32c.cxx"	"c87b0d8341ffc9c6f680d282b0205695d3c1bcfe4cb982ab2d9beb203ff8efae"	"38"	"int _stricmp(char _far *s1, char _far *s2)"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000037"	"_stricmp"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/vctools/crt/crtw32/string/stricmp.c"	"4d0bec9d5961484366a9af2534e90159241e0733d1194631f06d0f24e84f14c1"	"59"	"int __cdecl _stricmp ( const char * dst, const char * src )"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000038"	"_stricmp"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32/string/stricmp.c"	"53625b0badc59c04c025a6371119fcf58b41f382aca56bbc9d8446a2ac48db7a"	"49"	"int _CALLTYPE1 _stricmp ( const char * dst, const char * src )"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000039"	"_stricmp"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32dll/string/stricmp.c"	"53625b0badc59c04c025a6371119fcf58b41f382aca56bbc9d8446a2ac48db7a"	"49"	"int _CALLTYPE1 _stricmp ( const char * dst, const char * src )"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000040"	"_stricmp"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32nt/string/stricmp.c"	"53625b0badc59c04c025a6371119fcf58b41f382aca56bbc9d8446a2ac48db7a"	"49"	"int _CALLTYPE1 _stricmp ( const char * dst, const char * src )"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000041"	"_stricmp"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32psx/string/stricmp.c"	"53625b0badc59c04c025a6371119fcf58b41f382aca56bbc9d8446a2ac48db7a"	"49"	"int _CALLTYPE1 _stricmp ( const char * dst, const char * src )"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000042"	"_stricmp"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32st/string/stricmp.c"	"53625b0badc59c04c025a6371119fcf58b41f382aca56bbc9d8446a2ac48db7a"	"49"	"int _CALLTYPE1 _stricmp ( const char * dst, const char * src )"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000043"	"_stricmp"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/stricmp.c"	"4d0bec9d5961484366a9af2534e90159241e0733d1194631f06d0f24e84f14c1"	"59"	"int __cdecl _stricmp ( const char * dst, const char * src )"	"externally-linkable"	"2"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000044"	"_strlwr"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/vctools/crt/crtw32/string/strlwr.c"	"bd7d238eb07f216eb0017231dd846387672ecd1919e823c133ef892bdb0b884d"	"75"	"char * __cdecl _strlwr ( char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000045"	"_strlwr"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32/string/strlwr.c"	"d66ce75b2c724af4c5af05dcb6549a8a99adbd02e0289cad59051fe2851b4329"	"58"	"char * _CALLTYPE1 _strlwr ( char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000046"	"_strlwr"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32dll/string/strlwr.c"	"d66ce75b2c724af4c5af05dcb6549a8a99adbd02e0289cad59051fe2851b4329"	"58"	"char * _CALLTYPE1 _strlwr ( char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000047"	"_strlwr"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32nt/string/strlwr.c"	"d66ce75b2c724af4c5af05dcb6549a8a99adbd02e0289cad59051fe2851b4329"	"58"	"char * _CALLTYPE1 _strlwr ( char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000048"	"_strlwr"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32psx/string/strlwr.c"	"d66ce75b2c724af4c5af05dcb6549a8a99adbd02e0289cad59051fe2851b4329"	"58"	"char * _CALLTYPE1 _strlwr ( char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000049"	"_strlwr"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32st/string/strlwr.c"	"d66ce75b2c724af4c5af05dcb6549a8a99adbd02e0289cad59051fe2851b4329"	"58"	"char * _CALLTYPE1 _strlwr ( char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000050"	"_strlwr"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strlwr.c"	"bd7d238eb07f216eb0017231dd846387672ecd1919e823c133ef892bdb0b884d"	"75"	"char * __cdecl _strlwr ( char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000051"	"_strnicmp"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/vctools/crt/crtw32/string/strnicmp.c"	"bbf9214bfa4a2ec4cacf422b38014b199a70a3ef8452e0829a973aa565ca6aa5"	"61"	"int __cdecl _strnicmp ( const char * first, const char * last, size_t count )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000052"	"_strnicmp"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/windows/shell/oleprop/office/offglue.c"	"94756a49ddeee94a0189159f58c467049134e91c510b1d56ab2c4b4bb2ea3778"	"492"	"int _strnicmp(const char *pch1, const char *pch2, int c)"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000053"	"_strnicmp"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32/string/strnicmp.c"	"5b52fb6e761001efafa85bf0ffb291f07f084fa10fc1bfe282f74fc908dbe7f5"	"50"	"int _CALLTYPE1 _strnicmp ( const char * first, const char * last, size_t count )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000054"	"_strnicmp"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32dll/string/strnicmp.c"	"5b52fb6e761001efafa85bf0ffb291f07f084fa10fc1bfe282f74fc908dbe7f5"	"50"	"int _CALLTYPE1 _strnicmp ( const char * first, const char * last, size_t count )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000055"	"_strnicmp"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32nt/string/strnicmp.c"	"5b52fb6e761001efafa85bf0ffb291f07f084fa10fc1bfe282f74fc908dbe7f5"	"50"	"int _CALLTYPE1 _strnicmp ( const char * first, const char * last, size_t count )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000056"	"_strnicmp"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32psx/string/strnicmp.c"	"5b52fb6e761001efafa85bf0ffb291f07f084fa10fc1bfe282f74fc908dbe7f5"	"50"	"int _CALLTYPE1 _strnicmp ( const char * first, const char * last, size_t count )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000057"	"_strnicmp"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32st/string/strnicmp.c"	"5b52fb6e761001efafa85bf0ffb291f07f084fa10fc1bfe282f74fc908dbe7f5"	"50"	"int _CALLTYPE1 _strnicmp ( const char * first, const char * last, size_t count )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000058"	"_strnicmp"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strnicmp.c"	"bbf9214bfa4a2ec4cacf422b38014b199a70a3ef8452e0829a973aa565ca6aa5"	"61"	"int __cdecl _strnicmp ( const char * first, const char * last, size_t count )"	"externally-linkable"	"3"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000059"	"_strupr"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/net/ui/common/src/string/string/strupr.cxx"	"2eebd7dd73c2657c6cac79ccfa32eef4cff73af8b4dcae04edfa4f7c369620b8"	"40"	"NLS_STR& NLS_STR::_strupr()"	"externally-linkable"	"0"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000060"	"_strupr"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/oleauto/tests/common/util.cpp"	"78d3b8c488c0a6804ec78be769f66db56819907cdef1f508d858afd497035bf6"	"40"	"_strupr(char *sz)"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000061"	"_strupr"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/rpc/runtime/mtrt/win32c/cruntime.c"	"f38263be1c4a2ba698d19d1c16064c2a9b7724c432b84247d03be92179c61d25"	"202"	"char * __cdecl _strupr (char * string)"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000062"	"_strupr"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/nt/private/sdktools/vctools/crt/crtw32/string/strupr.c"	"7daa1537253a8e256d6b924870e9761c23b3aaae3a8be379c4bbfdd4844459e8"	"77"	"char * __cdecl _strupr ( char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000063"	"_strupr"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32/string/strupr.c"	"dc64211264bc36b69b1ddea50ab5f3ebc9edba0dd5533d835d0af672887b5781"	"59"	"char * _CALLTYPE1 _strupr ( char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000064"	"_strupr"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32dll/string/strupr.c"	"dc64211264bc36b69b1ddea50ab5f3ebc9edba0dd5533d835d0af672887b5781"	"59"	"char * _CALLTYPE1 _strupr ( char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000065"	"_strupr"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32nt/string/strupr.c"	"dc64211264bc36b69b1ddea50ab5f3ebc9edba0dd5533d835d0af672887b5781"	"59"	"char * _CALLTYPE1 _strupr ( char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000066"	"_strupr"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32psx/string/strupr.c"	"dc64211264bc36b69b1ddea50ab5f3ebc9edba0dd5533d835d0af672887b5781"	"59"	"char * _CALLTYPE1 _strupr ( char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000067"	"_strupr"	"O:\repos.external\OpenNT"	"../OpenNT-4.5/res/oldcrt/crt32st/string/strupr.c"	"dc64211264bc36b69b1ddea50ab5f3ebc9edba0dd5533d835d0af672887b5781"	"59"	"char * _CALLTYPE1 _strupr ( char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000068"	"_strupr"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strupr.cxx"	"2eebd7dd73c2657c6cac79ccfa32eef4cff73af8b4dcae04edfa4f7c369620b8"	"40"	"NLS_STR& NLS_STR::_strupr()"	"externally-linkable"	"0"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
"MVDM-FIRST-REBASE-DEF-000069"	"_strupr"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strupr.c"	"7daa1537253a8e256d6b924870e9761c23b3aaae3a8be379c4bbfdd4844459e8"	"77"	"char * __cdecl _strupr ( char * string )"	"externally-linkable"	"1"	"unselected original-definition candidate; declaration-guided caller compatibility remains required"
