canonical_group_id	canonical_group_key	canonical_symbol	grouping_scope	group_kind	raw_identity_count	macro_generated_identity_count	raw_definition_ids	source_identities	dispositions
"MVDM-ZERO-CANONICAL-GROUP-000001"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:clear_interrupt"	"clear_interrupt"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001723"	"softpc.new/base/comms/com.c:455"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000002"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:com_flush_input"	"com_flush_input"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001725"	"softpc.new/base/comms/com.c:503"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000003"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:com_reset"	"com_reset"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001755"	"softpc.new/base/comms/com.c:2474"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000004"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:com_send_not_finished"	"com_send_not_finished"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001726"	"softpc.new/base/comms/com.c:529"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000005"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:do_wait_on_send"	"do_wait_on_send"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001727"	"softpc.new/base/comms/com.c:539"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000006"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:generate_iir"	"generate_iir"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001721"	"softpc.new/base/comms/com.c:389"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000007"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:locate_register"	"locate_register"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001764"	"softpc.new/base/comms/com.c:2817"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000008"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:lsr_change"	"lsr_change"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001736"	"softpc.new/base/comms/com.c:1661"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000009"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:modem_change"	"modem_change"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001739"	"softpc.new/base/comms/com.c:1713"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000010"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:raise_fifo_timeout_interrupt"	"raise_fifo_timeout_interrupt"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001724"	"softpc.new/base/comms/com.c:475"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000011"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:raise_interrupt"	"raise_interrupt"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001722"	"softpc.new/base/comms/com.c:431"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000012"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:raise_ms_interrupt"	"raise_ms_interrupt"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001719"	"softpc.new/base/comms/com.c:353"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000013"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:raise_rda_interrupt"	"raise_rda_interrupt"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001718"	"softpc.new/base/comms/com.c:334"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000014"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:raise_rls_interrupt"	"raise_rls_interrupt"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001717"	"softpc.new/base/comms/com.c:311"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000015"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:raise_thre_interrupt"	"raise_thre_interrupt"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001720"	"softpc.new/base/comms/com.c:371"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000016"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:recv_char_from_fifo"	"recv_char_from_fifo"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001733"	"softpc.new/base/comms/com.c:1565"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000017"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:set_baud_rate"	"set_baud_rate"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001745"	"softpc.new/base/comms/com.c:1977"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000018"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:set_break"	"set_break"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001744"	"softpc.new/base/comms/com.c:1888"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000019"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:set_dtr"	"set_dtr"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001747"	"softpc.new/base/comms/com.c:2142"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000020"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:set_line_control"	"set_line_control"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001746"	"softpc.new/base/comms/com.c:2041"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000021"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:set_loopback"	"set_loopback"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001751"	"softpc.new/base/comms/com.c:2381"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000022"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:set_out1"	"set_out1"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001749"	"softpc.new/base/comms/com.c:2256"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000023"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:set_out2"	"set_out2"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001750"	"softpc.new/base/comms/com.c:2313"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000024"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:set_recv_char_status"	"set_recv_char_status"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001740"	"softpc.new/base/comms/com.c:1840"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000025"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:set_rts"	"set_rts"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001748"	"softpc.new/base/comms/com.c:2202"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000026"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:set_xmit_char_status"	"set_xmit_char_status"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001741"	"softpc.new/base/comms/com.c:1858"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000027"	"file-static:softpc.new/base/comms/com.c@64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3:super_trace"	"super_trace"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001752"	"softpc.new/base/comms/com.c:2420"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000028"	"file-static:softpc.new/base/comms/printer.c@b1456dcbc0dc6b4d1fd5d101bfaa6bdc9a4cd5d970c14215f3ae62a173f17ccb:lpr_state_out_event"	"lpr_state_out_event"	"selected-source-path-and-hash"	"same-source-static-redeclaration-or-variant"	"2"	"0"	"MVDM-ZERO-DEFINITION-001790;MVDM-ZERO-DEFINITION-001792"	"softpc.new/base/comms/printer.c:292;softpc.new/base/comms/printer.c:307"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000029"	"file-static:softpc.new/base/comms/printer.c@b1456dcbc0dc6b4d1fd5d101bfaa6bdc9a4cd5d970c14215f3ae62a173f17ccb:lpr_state_outa_event"	"lpr_state_outa_event"	"selected-source-path-and-hash"	"same-source-static-redeclaration-or-variant"	"2"	"0"	"MVDM-ZERO-DEFINITION-001789;MVDM-ZERO-DEFINITION-001791"	"softpc.new/base/comms/printer.c:286;softpc.new/base/comms/printer.c:301"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000030"	"file-static:softpc.new/base/comms/printer.c@b1456dcbc0dc6b4d1fd5d101bfaa6bdc9a4cd5d970c14215f3ae62a173f17ccb:notbusy_check"	"notbusy_check"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001796"	"softpc.new/base/comms/printer.c:618"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000031"	"file-static:softpc.new/base/comms/printer.c@b1456dcbc0dc6b4d1fd5d101bfaa6bdc9a4cd5d970c14215f3ae62a173f17ccb:printer_inb"	"printer_inb"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001793"	"softpc.new/base/comms/printer.c:315"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000032"	"file-static:softpc.new/base/comms/printer.c@b1456dcbc0dc6b4d1fd5d101bfaa6bdc9a4cd5d970c14215f3ae62a173f17ccb:printer_outb"	"printer_outb"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001794"	"softpc.new/base/comms/printer.c:404"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000033"	"file-static:softpc.new/base/comms/rs232_io.c@534f7058f657be386f25950d5e1750a4f5017f67e4890201983fbbb3d74f379f:return_status"	"return_status"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-001804"	"softpc.new/base/comms/rs232_io.c:58"	"not-host-runtime"
"MVDM-ZERO-CANONICAL-GROUP-000034"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:AAM"	"AAM"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006803"	"softpc.new/base/debug/dasm.c:1363"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000035"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:B_EA_REG"	"B_EA_REG"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006791"	"softpc.new/base/debug/dasm.c:1051"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000036"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:B_REG_EA"	"B_REG_EA"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006790"	"softpc.new/base/debug/dasm.c:1038"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000037"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODE80"	"CODE80"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006794"	"softpc.new/base/debug/dasm.c:1089"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000038"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODE81"	"CODE81"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006786"	"softpc.new/base/debug/dasm.c:960"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000039"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODE83"	"CODE83"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006787"	"softpc.new/base/debug/dasm.c:978"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000040"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODEC0"	"CODEC0"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006806"	"softpc.new/base/debug/dasm.c:1396"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000041"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODEC1"	"CODEC1"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006807"	"softpc.new/base/debug/dasm.c:1411"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000042"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODED0"	"CODED0"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006804"	"softpc.new/base/debug/dasm.c:1370"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000043"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODED1"	"CODED1"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006805"	"softpc.new/base/debug/dasm.c:1383"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000044"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODED2"	"CODED2"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006808"	"softpc.new/base/debug/dasm.c:1426"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000045"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODED3"	"CODED3"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006809"	"softpc.new/base/debug/dasm.c:1439"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000046"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODED8"	"CODED8"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006828"	"softpc.new/base/debug/dasm.c:2187"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000047"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODED9"	"CODED9"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006829"	"softpc.new/base/debug/dasm.c:2192"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000048"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODEDA"	"CODEDA"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006830"	"softpc.new/base/debug/dasm.c:2197"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000049"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODEDB"	"CODEDB"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006831"	"softpc.new/base/debug/dasm.c:2202"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000050"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODEDC"	"CODEDC"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006832"	"softpc.new/base/debug/dasm.c:2207"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000051"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODEDD"	"CODEDD"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006833"	"softpc.new/base/debug/dasm.c:2212"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000052"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODEDE"	"CODEDE"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006834"	"softpc.new/base/debug/dasm.c:2217"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000053"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODEDF"	"CODEDF"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006835"	"softpc.new/base/debug/dasm.c:2222"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000054"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODEF6"	"CODEF6"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006789"	"softpc.new/base/debug/dasm.c:1006"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000055"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODEF7"	"CODEF7"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006785"	"softpc.new/base/debug/dasm.c:928"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000056"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODEFE"	"CODEFE"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006801"	"softpc.new/base/debug/dasm.c:1328"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000057"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:CODEFF"	"CODEFF"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006799"	"softpc.new/base/debug/dasm.c:1270"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000058"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:do_fp"	"do_fp"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006827"	"softpc.new/base/debug/dasm.c:2071"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000059"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:EA_DBL"	"EA_DBL"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006796"	"softpc.new/base/debug/dasm.c:1117"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000060"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:JA"	"JA"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006764"	"softpc.new/base/debug/dasm.c:696"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000061"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:JAE"	"JAE"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006765"	"softpc.new/base/debug/dasm.c:707"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000062"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:JB"	"JB"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006766"	"softpc.new/base/debug/dasm.c:719"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000063"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:JBE"	"JBE"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006767"	"softpc.new/base/debug/dasm.c:731"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000064"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:JCXZ"	"JCXZ"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006768"	"softpc.new/base/debug/dasm.c:742"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000065"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:JE"	"JE"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006780"	"softpc.new/base/debug/dasm.c:876"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000066"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:JG"	"JG"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006769"	"softpc.new/base/debug/dasm.c:752"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000067"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:JGE"	"JGE"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006770"	"softpc.new/base/debug/dasm.c:764"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000068"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:JL"	"JL"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006771"	"softpc.new/base/debug/dasm.c:775"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000069"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:JLE"	"JLE"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006772"	"softpc.new/base/debug/dasm.c:786"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000070"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:JMP4"	"JMP4"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006800"	"softpc.new/base/debug/dasm.c:1313"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000071"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:JMPD"	"JMPD"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006798"	"softpc.new/base/debug/dasm.c:1259"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000072"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:JMPDS"	"JMPDS"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006781"	"softpc.new/base/debug/dasm.c:888"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000073"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:JNE"	"JNE"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006773"	"softpc.new/base/debug/dasm.c:798"	"tool-only"
"MVDM-ZERO-CANONICAL-GROUP-000074"	"file-static:softpc.new/base/debug/dasm.c@6f90249d51eee69af65f59de138f915dc05af3a67b7bb529ea33596c04888b9b:JNO"	"JNO"	"selected-source-path-and-hash"	"singleton"	"1"	"0"	"MVDM-ZERO-DEFINITION-006774"	"softpc.new/base/debug/dasm.c:809"	"tool-only"
