"worklist_id"	"declaration_id"	"lexical_name"	"declaration_path"	"declaration_package"	"review_family"	"caller_count"	"caller_packages"	"caller_evidence"	"final_owner"	"recovery_state"	"evidence"
"MVDM-WORK-00055"	"MVDM-DECL-04524"	"nt_vga_med_graph_big"	"softpc.new/host/inc/nt_graph.h"	"softpc.new"	"adapter-softpc-review"	"2"	"softpc.new"	"softpc.new/host/src/nt_vga.c:531; softpc.new/host/inc/nt_graph.h:347; softpc.new/host/src/nt_vga.c:572; softpc.new/host/inc/nt_graph.h:347"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_graph.h:347"
"MVDM-WORK-00056"	"MVDM-DECL-04525"	"nt_vga_med_graph_huge"	"softpc.new/host/inc/nt_graph.h"	"softpc.new"	"adapter-softpc-review"	"2"	"softpc.new"	"softpc.new/host/src/nt_vga.c:665; softpc.new/host/inc/nt_graph.h:349; softpc.new/host/src/nt_vga.c:706; softpc.new/host/inc/nt_graph.h:349"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_graph.h:349"
"MVDM-WORK-00057"	"MVDM-DECL-04526"	"nt_vga_hi_graph_std"	"softpc.new/host/inc/nt_graph.h"	"softpc.new"	"adapter-softpc-review"	"2"	"softpc.new"	"softpc.new/host/src/nt_vga.c:808; softpc.new/host/inc/nt_graph.h:351; softpc.new/host/src/nt_vga.c:843; softpc.new/host/inc/nt_graph.h:351"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_graph.h:351"
"MVDM-WORK-00058"	"MVDM-DECL-04527"	"nt_vga_hi_graph_big"	"softpc.new/host/inc/nt_graph.h"	"softpc.new"	"adapter-softpc-review"	"2"	"softpc.new"	"softpc.new/host/src/nt_vga.c:920; softpc.new/host/inc/nt_graph.h:353; softpc.new/host/src/nt_vga.c:960; softpc.new/host/inc/nt_graph.h:353"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_graph.h:353"
"MVDM-WORK-00059"	"MVDM-DECL-04528"	"nt_vga_hi_graph_huge"	"softpc.new/host/inc/nt_graph.h"	"softpc.new"	"adapter-softpc-review"	"2"	"softpc.new"	"softpc.new/host/src/nt_vga.c:1079; softpc.new/host/inc/nt_graph.h:355; softpc.new/host/src/nt_vga.c:1116; softpc.new/host/inc/nt_graph.h:355"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_graph.h:355"
"MVDM-WORK-00060"	"MVDM-DECL-04529"	"nt_vga_mono_graph_std"	"softpc.new/host/inc/nt_graph.h"	"softpc.new"	"adapter-softpc-review"	"1"	"softpc.new"	"softpc.new/host/src/nt_vga.c:1202; softpc.new/host/inc/nt_graph.h:357"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_graph.h:357"
"MVDM-WORK-00061"	"MVDM-DECL-04530"	"nt_vga_mono_graph_big"	"softpc.new/host/inc/nt_graph.h"	"softpc.new"	"adapter-softpc-review"	"1"	"softpc.new"	"softpc.new/host/src/nt_vga.c:1213; softpc.new/host/inc/nt_graph.h:359"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_graph.h:359"
"MVDM-WORK-00062"	"MVDM-DECL-04531"	"nt_vga_mono_graph_huge"	"softpc.new/host/inc/nt_graph.h"	"softpc.new"	"adapter-softpc-review"	"1"	"softpc.new"	"softpc.new/host/src/nt_vga.c:1226; softpc.new/host/inc/nt_graph.h:361"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_graph.h:361"
"MVDM-WORK-00063"	"MVDM-DECL-04532"	"nt_vga_mono_med_graph_std"	"softpc.new/host/inc/nt_graph.h"	"softpc.new"	"adapter-softpc-review"	"1"	"softpc.new"	"softpc.new/host/src/nt_vga.c:1243; softpc.new/host/inc/nt_graph.h:363"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_graph.h:363"
"MVDM-WORK-00064"	"MVDM-DECL-04533"	"nt_vga_mono_med_graph_big"	"softpc.new/host/inc/nt_graph.h"	"softpc.new"	"adapter-softpc-review"	"1"	"softpc.new"	"softpc.new/host/src/nt_vga.c:1255; softpc.new/host/inc/nt_graph.h:365"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_graph.h:365"
"MVDM-WORK-00065"	"MVDM-DECL-04534"	"nt_vga_mono_med_graph_huge"	"softpc.new/host/inc/nt_graph.h"	"softpc.new"	"adapter-softpc-review"	"1"	"softpc.new"	"softpc.new/host/src/nt_vga.c:1267; softpc.new/host/inc/nt_graph.h:367"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_graph.h:367"
"MVDM-WORK-00066"	"MVDM-DECL-04535"	"nt_vga_mono_hi_graph_std"	"softpc.new/host/inc/nt_graph.h"	"softpc.new"	"adapter-softpc-review"	"1"	"softpc.new"	"softpc.new/host/src/nt_vga.c:1284; softpc.new/host/inc/nt_graph.h:369"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_graph.h:369"
"MVDM-WORK-00067"	"MVDM-DECL-04536"	"nt_vga_mono_hi_graph_big"	"softpc.new/host/inc/nt_graph.h"	"softpc.new"	"adapter-softpc-review"	"1"	"softpc.new"	"softpc.new/host/src/nt_vga.c:1296; softpc.new/host/inc/nt_graph.h:371"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_graph.h:371"
"MVDM-WORK-00068"	"MVDM-DECL-04537"	"nt_vga_mono_hi_graph_huge"	"softpc.new/host/inc/nt_graph.h"	"softpc.new"	"adapter-softpc-review"	"1"	"softpc.new"	"softpc.new/host/src/nt_vga.c:1308; softpc.new/host/inc/nt_graph.h:373"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_graph.h:373"
"MVDM-WORK-00069"	"MVDM-DECL-04556"	"outsb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"adapter-softpc-review"	"1"	"v86"	"v86/monitor/i386/monitor.c:528; softpc.new/host/inc/nt_mon.h:41"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_mon.h:41"
"MVDM-WORK-00070"	"MVDM-DECL-04557"	"insb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"adapter-softpc-review"	"1"	"v86"	"v86/monitor/i386/monitor.c:522; softpc.new/host/inc/nt_mon.h:42"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_mon.h:42"
"MVDM-WORK-00071"	"MVDM-DECL-04558"	"outsw"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"adapter-softpc-review"	"1"	"v86"	"v86/monitor/i386/monitor.c:542; softpc.new/host/inc/nt_mon.h:43"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_mon.h:43"
"MVDM-WORK-00072"	"MVDM-DECL-04559"	"insw"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"adapter-softpc-review"	"1"	"v86"	"v86/monitor/i386/monitor.c:536; softpc.new/host/inc/nt_mon.h:44"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_mon.h:44"
"MVDM-WORK-00073"	"MVDM-DECL-04576"	"InitDetect"	"softpc.new/host/inc/nt_reset.h"	"softpc.new"	"adapter-softpc-review"	"2"	"softpc.new"	"softpc.new/host/src/nt_det.c:272; softpc.new/host/inc/nt_reset.h:5; softpc.new/host/src/nt_reset.c:99; softpc.new/host/inc/nt_reset.h:5"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/nt_reset.h:5"
"MVDM-WORK-00074"	"MVDM-DECL-04623"	"sim32_effective_addr"	"softpc.new/host/inc/sim32.h"	"softpc.new"	"adapter-softpc-review"	"2"	"softpc.new"	"softpc.new/host/src/sim32.c:50; softpc.new/host/inc/sim32.h:92; softpc.new/host/src/sim32.c:135; softpc.new/host/inc/sim32.h:92"	"unreviewed"	"unreviewed"	"softpc.new/host/inc/sim32.h:92"
"MVDM-WORK-00075"	"MVDM-DECL-04662"	"DbgOut"	"vdmredir/vrdebug.h"	"vdmredir"	"adapter-redir-review"	"1"	"vdmredir"	"vdmredir/vrdlcdbg.c:583; vdmredir/vrdebug.h:75"	"unreviewed"	"unreviewed"	"vdmredir/vrdebug.h:75"
