"caller_path"	"source_line"	"symbol"	"raw_context"	"stage1_state"	"next_stage"
"dos/dem/demsrch.c"	"786"	"SearchFile"	"SearchFile("	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"802"	"memset"	"memset(pFFindDDOut, 0, sizeof(FFINDDOSDATA));"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"821"	"FileFindNext"	"st = FileFindNext(&pFFEntry->DosData,"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"825"	"NT_SUCCESS"	"if (NT_SUCCESS(st)) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"837"	"NT_SUCCESS"	"if (!NT_SUCCESS(Status)) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"845"	"FileFindOpen"	"Status = FileFindOpen(NULL,"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"849"	"NT_SUCCESS"	"if (!NT_SUCCESS(Status)) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"856"	"FileFindReset"	"Status = FileFindReset(pFFEntry);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"857"	"NT_SUCCESS"	"if (!NT_SUCCESS(Status)) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"863"	"memset"	"memset(pFFEntry, 0, sizeof(FFINDLIST));"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"868"	"FileFindOpen"	"Status = FileFindOpen(pwcFile,"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"873"	"NT_SUCCESS"	"if (!NT_SUCCESS(Status)) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"881"	"FileFindNext"	"Status = FileFindNext(pFFindDDOut, pFFEntry);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"882"	"NT_SUCCESS"	"if (!NT_SUCCESS(Status)) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"891"	"FileFindNext"	"Status = FileFindNext(&pFFEntry->DosData, pFFEntry);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"892"	"NT_SUCCESS"	"if (!NT_SUCCESS(Status)) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"908"	"GetFFindEntryByFindId"	"pFFindEntry = GetFFindEntryByFindId(NextFFindId);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"910"	"FreeFFindEntry"	"FreeFFindEntry(pFFindEntry);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"915"	"AddFFindEntry"	"pFFEntry = AddFFindEntry(pwcFile, pFFEntry);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"929"	"FileFindLast"	"Status = FileFindLast(pFFEntry);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"946"	"FileFindClose"	"FileFindClose(pFFEntry);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"947"	"RtlFreeUnicodeString"	"RtlFreeUnicodeString(&pFFEntry->FileName);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"948"	"RtlFreeUnicodeString"	"RtlFreeUnicodeString(&pFFEntry->PathName);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"951"	"FreeFFindEntry"	"FreeFFindEntry(pFFEntry);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"953"	"SetLastError"	"SetLastError(RtlNtStatusToDosError(Status));"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"953"	"RtlNtStatusToDosError"	"SetLastError(RtlNtStatusToDosError(Status));"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"963"	"NT_SUCCESS"	"if (!pFFindEntry || !NT_SUCCESS(pFFEntry->LastQueryStatus)) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"965"	"NtClose"	"NtClose(pFFEntry->DirectoryHandle);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"973"	"CloseOldestFileFindBuffer"	"CloseOldestFileFindBuffer();"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"995"	"FileFindOpen"	"FileFindOpen("	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1034"	"RtlDosPathNameToNtPathName_U"	"bStatus = RtlDosPathNameToNtPathName_U(pwcFile,"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1049"	"RtlCreateUnicodeString"	"bStatus = RtlCreateUnicodeString(FileName,"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1057"	"DIVERGENCE"	"/* DIVERGENCE(MVDM-HOST-DIV-003): preserve the source byte"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1082"	"RtlFreeHeap"	"RtlFreeHeap(RtlProcessHeap(), 0, pFFindEntry->FindBufferBase);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1082"	"RtlProcessHeap"	"RtlFreeHeap(RtlProcessHeap(), 0, pFFindEntry->FindBufferBase);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1088"	"RtlAllocateHeap"	"pFFindEntry->FindBufferBase = RtlAllocateHeap(RtlProcessHeap(),"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1088"	"RtlProcessHeap"	"pFFindEntry->FindBufferBase = RtlAllocateHeap(RtlProcessHeap(),"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1107"	"InitializeObjectAttributes"	"InitializeObjectAttributes("	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1115"	"NtOpenFile"	"Status = NtOpenFile("	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1124"	"NT_SUCCESS"	"if (!NT_SUCCESS(Status)) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1127"	"FileFindFirstDevice"	"pFFindEntry->DirectoryHandle = FileFindFirstDevice(pwcFile,"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1201"	"sprintf"	"sprintf(demDebugBuffer,"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1202"	"ws"	"""FFOpen %x %ws (%ws)\n"","	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1207"	"OutputDebugStringOem"	"OutputDebugStringOem(demDebugBuffer);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1216"	"NtQueryDirectoryFile"	"Status = NtQueryDirectoryFile("	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1234"	"NT_SUCCESS"	"if (!NT_SUCCESS(Status)) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1236"	"NT_SUCCESS"	"if ((fShowSVCMsg & DEMFILIO) && !NT_SUCCESS(Status)) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1237"	"sprintf"	"sprintf(demDebugBuffer, ""FFOpen Status %x\n"", Status);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1238"	"OutputDebugStringOem"	"OutputDebugStringOem(demDebugBuffer);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1242"	"FileFindClose"	"FileFindClose(pFFindEntry);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1243"	"RtlFreeUnicodeString"	"RtlFreeUnicodeString(PathName);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1245"	"RtlFreeUnicodeString"	"RtlFreeUnicodeString(FileName);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1262"	"FileFindClose"	"FileFindClose("	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1273"	"NtClose"	"NtClose(DirectoryHandle);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1280"	"RtlFreeHeap"	"RtlFreeHeap(RtlProcessHeap(), 0, pFFindEntry->FindBufferBase);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1280"	"RtlProcessHeap"	"RtlFreeHeap(RtlProcessHeap(), 0, pFFindEntry->FindBufferBase);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1307"	"FileFindReset"	"FileFindReset("	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1329"	"RtlInitUnicodeString"	"RtlInitUnicodeString(&CurrFileName, L""."");"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1330"	"RtlCompareUnicodeString"	"if (!RtlCompareUnicodeString(&LastFileName, &CurrFileName, TRUE)) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1334"	"RtlInitUnicodeString"	"RtlInitUnicodeString(&CurrFileName, L"".."");"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1335"	"RtlCompareUnicodeString"	"if (!RtlCompareUnicodeString(&LastFileName, &CurrFileName, TRUE)) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1363"	"NtVdmControl"	"Status = NtVdmControl(VdmQueryDir, &VdmQueryDirInfo);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1364"	"NT_SUCCESS"	"if (NT_SUCCESS(Status) ||"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1392"	"NtQueryDirectoryFile"	"Status = NtQueryDirectoryFile("	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1406"	"NT_SUCCESS"	"if (!NT_SUCCESS(Status)) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1409"	"sprintf"	"sprintf(demDebugBuffer, ""FFReset Status %x\n"", Status);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1410"	"OutputDebugStringOem"	"OutputDebugStringOem(demDebugBuffer);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1418"	"DIVERGENCE"	"/* DIVERGENCE(MVDM-HOST-DIV-003): directory-buffer cursors remain"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1433"	"RtlCompareUnicodeString"	"if (!RtlCompareUnicodeString(&LastFileName, &CurrFileName, TRUE)) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1458"	"FileFindLast"	"FileFindLast("	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1474"	"DIVERGENCE"	"/* DIVERGENCE(MVDM-HOST-DIV-003): this is an in-buffer byte offset,"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1480"	"RtlMoveMemory"	"RtlMoveMemory(pFFindEntry->FindBufferBase,"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1512"	"NtQueryDirectoryFile"	"Status = NtQueryDirectoryFile("	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1529"	"sprintf"	"sprintf(demDebugBuffer, ""FFLast Status %x\n"", Status);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1530"	"OutputDebugStringOem"	"OutputDebugStringOem(demDebugBuffer);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1537"	"NT_SUCCESS"	"if (!NT_SUCCESS(Status)) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1577"	"DirectoryInfo"	"*    Contains the DirectoryInfo (FileName,FileIndex) necessary to reset a"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1587"	"FileFindNext"	"FileFindNext("	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1617"	"NtQueryDirectoryFile"	"Status = NtQueryDirectoryFile("	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1631"	"NT_SUCCESS"	"if (!NT_SUCCESS(Status)) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1634"	"sprintf"	"sprintf(demDebugBuffer, ""FFNext Status %x\n"", Status);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1635"	"OutputDebugStringOem"	"OutputDebugStringOem(demDebugBuffer);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1651"	"CopyDirInfoToDosData"	"} while (!CopyDirInfoToDosData(pFFindDD,"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1667"	"CopyDirInfoToDosData"	"CopyDirInfoToDosData("	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1713"	"RtlIsNameLegalDOS8Dot3"	"NameValid8Dot3 = RtlIsNameLegalDOS8Dot3( &UnicodeString,"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1733"	"NT_SUCCESS"	"if (!NT_SUCCESS(RtlUpcaseUnicodeStringToCountedOemString(&OemString, &UnicodeString, FALSE))) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1733"	"RtlUpcaseUnicodeStringToCountedOemString"	"if (!NT_SUCCESS(RtlUpcaseUnicodeStringToCountedOemString(&OemString, &UnicodeString, FALSE))) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1750"	"RtlCopyMemory"	"RtlCopyMemory(pFFindDD->FileName,"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1764"	"FileFindFirstDevice"	"FileFindFirstDevice("	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1792"	"RtlIsDosDeviceName_U"	"DeviceNameData = RtlIsDosDeviceName_U(FileName);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1794"	"RtlZeroMemory"	"RtlZeroMemory(DirectoryInfo, sizeof(FILE_BOTH_DIR_INFORMATION));"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1797"	"DIVERGENCE"	"/* DIVERGENCE(MVDM-HOST-DIV-003): RtlIsDosDeviceName_U supplies a"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1807"	"RtlCopyMemory"	"RtlCopyMemory(DirectoryInfo->FileName,"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1812"	"RtlCopyMemory"	"RtlCopyMemory(DirectoryInfo->ShortName,"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1829"	"Name"	"*          FileName  File Name (interesting part is the drive letter)"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1832"	"Client"	"*      Client (CF) - 0"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1836"	"Client"	"*      Client (CF) - 1"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1837"	"Client"	"*      Client (AX) = Error Code"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1840"	"FillFcbVolume"	"FillFcbVolume("	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1859"	"strcpy"	"strcpy(FullPathBuffer, pFileName);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1860"	"strrchr"	"pch = strrchr(FullPathBuffer, '\\');"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1865"	"strcpy"	"strcpy(achBaseName, pch);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1866"	"_strupr"	"_strupr(achBaseName);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1880"	"strchr"	"(pch = strchr(FullPathBuffer, '\\')) &&"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1881"	"GetFileAttributes"	"GetFileAttributes(FullPathBuffer) != 0xffffffff )"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1885"	"strcpy"	"strcpy(achBaseName, szStartDotStar);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1889"	"GetVolumeInformationOem"	"if (GetVolumeInformationOem(FullPathBuffer,"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1899"	"demClientError"	"demClientError(INVALID_HANDLE_VALUE, *pFileName);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1906"	"MatchVolLabel"	"if (!achVolumeName[0] || !MatchVolLabel(achVolumeName, achBaseName)) {"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1907"	"SetLastError"	"SetLastError(ERROR_NO_MORE_FILES);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1908"	"demClientError"	"demClientError(INVALID_HANDLE_VALUE, *pFileName);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1913"	"memset"	"memset(pSrchBuf->FileName, ' ', DOS_VOLUME_NAME_SIZE);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1914"	"strncpy"	"strncpy(pSrchBuf->FileName, achVolumeName, strlen(achVolumeName));"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1914"	"strlen"	"strncpy(pSrchBuf->FileName, achVolumeName, strlen(achVolumeName));"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1917"	"strncpy"	"strncpy(pDirEnt->FileName,pSrchBuf->FileName,8);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1918"	"strncpy"	"strncpy(pDirEnt->FileExt,pSrchBuf->FileExt,3);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1919"	"setCF"	"setCF (0);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1937"	"FillDtaVolume"	"BOOL FillDtaVolume("	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1954"	"strcpy"	"strcpy(FullPathBuffer, pFileName);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1955"	"strrchr"	"pch = strrchr(FullPathBuffer, '\\');"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1959"	"strcpy"	"strcpy(achBaseName, pch);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1960"	"_strupr"	"_strupr(achBaseName);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1974"	"strchr"	"(pch = strchr(FullPathBuffer, '\\')) &&"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1975"	"GetFileAttributes"	"GetFileAttributes(FullPathBuffer) != 0xffffffff )"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1979"	"strcpy"	"strcpy(achBaseName, szStartDotStar);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1982"	"GetVolumeInformationOem"	"if (GetVolumeInformationOem(FullPathBuffer,"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1997"	"MatchVolLabel"	"if  (!achVolumeName[0] || !MatchVolLabel(achVolumeName, achBaseName)) {"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"1998"	"SetLastError"	"SetLastError(ERROR_NO_MORE_FILES);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"2009"	"NtVolumeNameToDosVolumeName"	"NtVolumeNameToDosVolumeName(pDta->achFileName, achVolumeName);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"2011"	"STOREWORD"	"STOREWORD(pDta->usLowSize,0);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"2012"	"STOREWORD"	"STOREWORD(pDta->usHighSize,0);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"2015"	"STOREWORD"	"STOREWORD(pDta->usTimeLastWrite,0);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"2016"	"STOREWORD"	"STOREWORD(pDta->usDateLastWrite,0);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"2034"	"foovol1"	"*        foovol      foovol1  (srch string)"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"2035"	"vol1"	"*        foo.vol     foo.vol1 (srch string)"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"2042"	"MatchVolLabel"	"BOOL MatchVolLabel(CHAR *pVol, CHAR *pSrch )"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"2047"	"NtVolumeNameToDosVolumeName"	"NtVolumeNameToDosVolumeName(achDosVolumeName, pVol);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"2102"	"NtVolumeNameToDosVolumeName"	"VOID NtVolumeNameToDosVolumeName(CHAR * pDosName, CHAR * pNtName)"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"2111"	"strcpy"	"strcpy(NtNameBuffer, pNtName);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"2113"	"strlen"	"if (strlen(NtNameBuffer) > 8) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"2127"	"strcpy"	"strcpy(pDosName, NtNameBuffer);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"2140"	"None"	"* Exit  - None (pSrchBuf filled in)"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"2144"	"FillFCBSrchBuf"	"VOID FillFCBSrchBuf("	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"dos/dem/demsrch.c"	"2155"	"sprintf"	"sprintf(demDebugBuffer, ""FillFCBSrchBuf<%s>\n"", pFFindDD->cFileName);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
