"caller_path"	"source_line"	"symbol"	"raw_context"	"stage1_state"	"next_stage"
"softpc.new/base/video/gfx_updt.c"	"4556"	"adjust_cursor"	"adjust_cursor( DOWN, tlx, tly, width >> 1, height, lines, bpl );"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4565"	"memcpy"	"memcpy(dest,src,width*(height-lines));"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4566"	"fwd_word_fill"	"fwd_word_fill( (' '<<8) | (half_word)attr, src,width*lines/2);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4575"	"memcpy"	"memcpy(dest,src,width);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4584"	"fwd_word_fill"	"fwd_word_fill( (' '<<8) | (half_word)attr, dest,width/2);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4591"	"get_screen_ptr"	"dest = get_screen_ptr(start - gvi_pc_low_regen) + (height-1) * bpl;"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4595"	"memcpy"	"memcpy(dest,src,width);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4604"	"fwd_word_fill"	"fwd_word_fill( (' '<<8) | (half_word)attr, dest,width/2);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4608"	"host_scroll_complete"	"host_scroll_complete();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4618"	"MAX_LEFT_VARIATION"	"#define MAX_LEFT_VARIATION  (2)"	"preprocessor macro definition/use candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4619"	"MAX_RIGHT_VARIATION"	"#define MAX_RIGHT_VARIATION (5)"	"preprocessor macro definition/use candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4621"	"MAX"	"#define MAX(a,b) ((a) > (b) ? (a) : (b))"	"preprocessor macro definition/use candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4622"	"MIN"	"#define MIN(a,b) ((a) < (b) ? (a) : (b))"	"preprocessor macro definition/use candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4629"	"init_text_rect"	"void init_text_rect()"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4637"	"add_to_rect"	"void add_to_rect(int screen_start, register int x, register int y, int len)"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4641"	"printf"	"/* printf(""add rect - (%d,%d) len %d\n"", x, y, len); */"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4649"	"abs"	"if(abs(BaseL - x) <= MAX_LEFT_VARIATION &&"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4650"	"abs"	"abs(BaseR - endx) <= MAX_RIGHT_VARIATION &&"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4655"	"printf"	"/* printf(""Expanding rect\n""); */"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4657"	"MIN"	"RectLeft = MIN(RectLeft,x);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4658"	"MAX"	"RectRight = MAX(RectRight,endx);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4664"	"paint_text_rect"	"paint_text_rect(screen_start);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4670"	"printf"	"/* printf(""Defining new rect\n""); */"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4687"	"paint_text_rect"	"void paint_text_rect(int screen_start)"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4690"	"get_offset_per_line"	"int offset = RectTop * get_offset_per_line() + (RectLeft<<1);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4692"	"get_offset_per_line"	"int offset = (RectTop * (get_offset_per_line()<<1)) + (RectLeft<<2);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4700"	"printf"	"/* printf(""Paint rect (%d,%d) (%d,%d)  \t[%d]\n"",RectLeft,RectTop,RectRight,RectBottom,ExpandCount); */"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4700"	"rect"	"/* printf(""Paint rect (%d,%d) (%d,%d)  \t[%d]\n"",RectLeft,RectTop,RectRight,RectBottom,ExpandCount); */"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4706"	"get_pix_char_width"	"RectLeft*get_pix_char_width(),RectTop*get_host_char_height(),"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4706"	"get_host_char_height"	"RectLeft*get_pix_char_width(),RectTop*get_host_char_height(),"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4716"	"jazz_text_update"	"void jazz_text_update()"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4722"	"get_offset_per_line"	"register int chars_per_line = get_offset_per_line()>>1;"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4728"	"getVideodirty_total"	"if (getVideodirty_total() == 0 || get_display_disabled() )"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4728"	"get_display_disabled"	"if (getVideodirty_total() == 0 || get_display_disabled() )"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4731"	"get_screen_length"	"lines_per_screen = get_screen_length()/get_offset_per_line();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4731"	"get_offset_per_line"	"lines_per_screen = get_screen_length()/get_offset_per_line();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4733"	"host_start_update"	"host_start_update();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4735"	"get_screen_start"	"screen_start=get_screen_start()<<2;"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4736"	"ALIGN_SCREEN_START"	"ALIGN_SCREEN_START(screen_start);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4738"	"get_screen_start"	"to = (unsigned short *)&video_copy[get_screen_start()<<1];"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4739"	"get_screen_ptr"	"from = (unsigned short *) get_screen_ptr(screen_start);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4741"	"getVideodirty_total"	"if(getVideodirty_total() >1500)	/* paint the whole lot */"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4743"	"get_screen_length"	"for(i=get_screen_length()>>1;i>0;i--)"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4749"	"get_bytes_per_line"	"(*paint_screen)(screen_start, 0, 0, get_bytes_per_line(),"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4754"	"init_text_rect"	"init_text_rect();"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4777"	"words"	"but refine difference to words (i.e. characters),"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4781"	"get_offset_per_line"	"offset = (i * (get_offset_per_line()<<1)) + (j<<2);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4783"	"add_to_rect"	"add_to_rect(screen_start, j, i, len/4);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4799"	"paint_text_rect"	"paint_text_rect(screen_start);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4802"	"setVideodirty_total"	"setVideodirty_total(0);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4806"	"is_cursor_visible"	"if (is_cursor_visible())"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4810"	"get_cur_x"	"dirty_curs_x = get_cur_x();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4811"	"get_cur_y"	"dirty_curs_y = get_cur_y();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4813"	"get_offset_per_line"	"dirty_curs_offs = screen_start+dirty_curs_y * (get_offset_per_line()<<1) + (dirty_curs_x<<2);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4814"	"get_screen_ptr"	"attr = *(get_screen_ptr(dirty_curs_offs + 1));"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4816"	"host_paint_cursor"	"host_paint_cursor( dirty_curs_x, dirty_curs_y, attr );"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4819"	"host_end_update"	"host_end_update();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4826"	"stream_io_update"	"void stream_io_update(void)"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4830"	"sas_w_at_no_check"	"if (sas_w_at_no_check(stream_io_bios_busy_sysaddr)) {"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4837"	"host_start_update"	"host_start_update();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4838"	"host_stream_io_update"	"host_stream_io_update(stream_io_buffer, *stream_io_dirty_count_ptr);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gfx_updt.c"	"4839"	"host_end_update"	"host_end_update();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"115"	"IFN0"	"void	recalc_screen_params IFN0()"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"118"	"get_doubleword_mode"	"if (get_doubleword_mode())"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"119"	"set_bytes_per_line"	"set_bytes_per_line(get_chars_per_line()<<3);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"119"	"get_chars_per_line"	"set_bytes_per_line(get_chars_per_line()<<3);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"122"	"get_word_addressing"	"if (get_word_addressing())"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"123"	"set_bytes_per_line"	"set_bytes_per_line(get_chars_per_line()<<1);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"123"	"get_chars_per_line"	"set_bytes_per_line(get_chars_per_line()<<1);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"126"	"get_seq_chain4_mode"	"if (get_seq_chain4_mode())"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"127"	"set_bytes_per_line"	"set_bytes_per_line(get_chars_per_line()<<3);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"127"	"get_chars_per_line"	"set_bytes_per_line(get_chars_per_line()<<3);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"136"	"is_it_text"	"if ( is_it_text() )"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"137"	"set_bytes_per_line"	"set_bytes_per_line(get_chars_per_line()<<1);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"137"	"get_chars_per_line"	"set_bytes_per_line(get_chars_per_line()<<1);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"142"	"get_256_colour_mode"	"if (get_256_colour_mode())"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"143"	"set_bytes_per_line"	"set_bytes_per_line(get_chars_per_line()<<1);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"143"	"get_chars_per_line"	"set_bytes_per_line(get_chars_per_line()<<1);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"146"	"set_bytes_per_line"	"set_bytes_per_line(get_chars_per_line());"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"146"	"get_chars_per_line"	"set_bytes_per_line(get_chars_per_line());"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"151"	"set_screen_length"	"set_screen_length(get_offset_per_line()*get_screen_height()/get_char_height());"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"151"	"get_offset_per_line"	"set_screen_length(get_offset_per_line()*get_screen_height()/get_char_height());"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"151"	"get_screen_height"	"set_screen_length(get_offset_per_line()*get_screen_height()/get_char_height());"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"151"	"get_char_height"	"set_screen_length(get_offset_per_line()*get_screen_height()/get_char_height());"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"153"	"set_screen_length"	"set_screen_length(get_bytes_per_line()*get_screen_height()/get_char_height());"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"153"	"get_bytes_per_line"	"set_screen_length(get_bytes_per_line()*get_screen_height()/get_char_height());"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"153"	"get_screen_height"	"set_screen_length(get_bytes_per_line()*get_screen_height()/get_char_height());"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"153"	"get_char_height"	"set_screen_length(get_bytes_per_line()*get_screen_height()/get_char_height());"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"154"	"set_char_width"	"set_char_width(8);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"166"	"IFN1"	"void gvi_init IFN1(half_word, v_adapter)"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"179"	"mda_term"	"mda_term();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"186"	"cga_term"	"cga_term();"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"190"	"ega_term"	"ega_term();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"195"	"vga_term"	"vga_term();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"200"	"herc_term"	"herc_term();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"205"	"fprintf"	"fprintf(trace_file, ""gvi_term: invalid video adaptor: %d\n"","	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"253"	"init_gore_update"	"init_gore_update();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"256"	"xxx_init"	"/* Setting all these variables should be done in the appropriate xxx_init() */"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"260"	"mda_init"	"mda_init();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"267"	"cga_init"	"cga_init();"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"271"	"herc_init"	"herc_init();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"276"	"ega_init"	"ega_init();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"281"	"vga_init"	"vga_init();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"289"	"host_init_adaptor"	"host_init_adaptor(video_adapter,screen_height);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"290"	"host_clear_screen"	"host_clear_screen();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"294"	"dump_init"	"dump_init(host_getenv( ""EGA_DUMP_FILE"" ), video_adapter);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"294"	"host_getenv"	"dump_init(host_getenv( ""EGA_DUMP_FILE"" ), video_adapter);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"299"	"IFN0"	"void gvi_term IFN0()"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"304"	"mda_term"	"mda_term();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"311"	"cga_term"	"cga_term();"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"315"	"herc_term"	"herc_term();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"320"	"ega_term"	"ega_term();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"325"	"vga_term"	"vga_term();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"332"	"fprintf"	"fprintf(trace_file, ""gvi_term: invalid video adaptor: %d\n"","	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/gvi.c"	"339"	"term_gore_update"	"term_gore_update();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"57"	"draw_v7ptr"	"FORWARD void    draw_v7ptr();"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"62"	"IPT0"	"GLOBAL	void	remove_v7ptr IPT0();"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"71"	"vga_seq_extn_control"	"vga_seq_extn_control( io_addr port, half_word value )"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"77"	"port"	"port	- the V7VGA I/O port (should always be 0x3c5)"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"87"	"vga_seq_extn_control"	"vga_seq_extn_control(port, value)"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"92"	"NON_PROD"	"NON_PROD(if(io_verbose & EGA_PORTS_VERBOSE)fprintf(trace_file,""seq(6,%#x)\n"",value);)"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"92"	"fprintf"	"NON_PROD(if(io_verbose & EGA_PORTS_VERBOSE)fprintf(trace_file,""seq(6,%#x)\n"",value);)"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"92"	"seq"	"NON_PROD(if(io_verbose & EGA_PORTS_VERBOSE)fprintf(trace_file,""seq(6,%#x)\n"",value);)"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"93"	"note_entrance2"	"note_entrance2(""vga_seq_extn_control(%x,%x)"", port, value);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"93"	"vga_seq_extn_control"	"note_entrance2(""vga_seq_extn_control(%x,%x)"", port, value);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"102"	"v7_get_banks"	"v7_get_banks( rd_bank, wrt_bank )"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"108"	"get_seq_chain4_mode"	"if( get_seq_chain4_mode() && get_chain4_mode() ) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"108"	"get_chain4_mode"	"if( get_seq_chain4_mode() && get_chain4_mode() ) {"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"109"	"set_v7_bank_for_seq_chain4"	"set_v7_bank_for_seq_chain4( rd_bank, wrt_bank );"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"121"	"draw_v7ptr"	"Further explanation is in draw_v7ptr() at the end of this file."	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"133"	"vga_extn_outb"	"vga_extn_outb( io_addr port, half_word value )"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"139"	"port"	"port	- the V7VGA I/O port (should always be 0x3c5)"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"150"	"vga_extn_outb"	"vga_extn_outb(port, value)"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"157"	"note_entrance2"	"note_entrance2(""vga_extn_outb(%x,%x)"", port, value);"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"157"	"vga_extn_outb"	"note_entrance2(""vga_extn_outb(%x,%x)"", port, value);"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"158"	"NON_PROD"	"NON_PROD(if(io_verbose & EGA_PORTS_VERBOSE)fprintf(trace_file,""seq ext (%#x,%#x)\n"","	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"158"	"fprintf"	"NON_PROD(if(io_verbose & EGA_PORTS_VERBOSE)fprintf(trace_file,""seq ext (%#x,%#x)\n"","	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"158"	"ext"	"NON_PROD(if(io_verbose & EGA_PORTS_VERBOSE)fprintf(trace_file,""seq ext (%#x,%#x)\n"","	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"164"	"note_entrance0"	"note_entrance0(""attribute controller index"");"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"168"	"note_entrance0"	"note_entrance0(""pointer pattern"");"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"170"	"host_start_update"	"host_start_update ();"	"external-or-macro invocation candidate"	"resolve declaration, definition package, macro owner or public API leaf"
"softpc.new/base/video/v7_ports.c"	"172"	"draw_v7ptr"	"draw_v7ptr();"	"selected-MVDM lexical definition exists"	"resolve declaration, definition package, macro owner or public API leaf"
