"file_id"	"package"	"current_path"	"target_component"	"opennt_path"	"opennt45_path"	"current_sha256"	"opennt_sha256"	"opennt45_sha256"	"identity"
"T288-V86-0020"	"V86"	"src/mvdm-host/v86/monitor/i386/sas.c"	"mvdm-host"	"base/mvdm/v86/monitor/i386/sas.c"	"nt/private/mvdm/v86/monitor/i386/sas.c"	"d28d27e4bb22e955330dcbaf3a62ff6533b79fed8df46fe3eee615ce444e7834"	"d28d27e4bb22e955330dcbaf3a62ff6533b79fed8df46fe3eee615ce444e7834"	"d28d27e4bb22e955330dcbaf3a62ff6533b79fed8df46fe3eee615ce444e7834"	"exact both"
"T288-V86-0021"	"V86"	"src/mvdm-host/v86/monitor/i386/sources"	"mvdm-host"	"base/mvdm/v86/monitor/i386/sources"	"nt/private/mvdm/v86/monitor/i386/sources"	"51e941cc7edcbac23f3ed272e0e1883bc25dfad927f97b52f313b61ded9d4b55"	"51e941cc7edcbac23f3ed272e0e1883bc25dfad927f97b52f313b61ded9d4b55"	"51e941cc7edcbac23f3ed272e0e1883bc25dfad927f97b52f313b61ded9d4b55"	"exact both"
"T288-V86-0022"	"V86"	"src/mvdm-host/v86/monitor/i386/spcstubs.c"	"mvdm-host"	"base/mvdm/v86/monitor/i386/spcstubs.c"	"nt/private/mvdm/v86/monitor/i386/spcstubs.c"	"4312314d3fc89642dbc8f5a2193b328f2ed0ff4056ae5dacb0c7c9cacda2c01f"	"4312314d3fc89642dbc8f5a2193b328f2ed0ff4056ae5dacb0c7c9cacda2c01f"	"4312314d3fc89642dbc8f5a2193b328f2ed0ff4056ae5dacb0c7c9cacda2c01f"	"exact both"
"T288-V86-0023"	"V86"	"src/mvdm-host/v86/monitor/i386/thread.c"	"mvdm-host"	"base/mvdm/v86/monitor/i386/thread.c"	"nt/private/mvdm/v86/monitor/i386/thread.c"	"7211199f4c8c1975dc973971008763ea87e795dfd18a05a7e9b12c852a5c8348"	"7211199f4c8c1975dc973971008763ea87e795dfd18a05a7e9b12c852a5c8348"	"7211199f4c8c1975dc973971008763ea87e795dfd18a05a7e9b12c852a5c8348"	"exact both"
"T288-V86-0024"	"V86"	"src/mvdm-host/v86/monitor/makefile"	"mvdm-host"	"base/mvdm/v86/monitor/makefile"	"nt/private/mvdm/v86/monitor/makefile"	"26957856e8a7f42a1740419cf3451497129f1d8284301d42f1a89ee13dd5a459"	"26957856e8a7f42a1740419cf3451497129f1d8284301d42f1a89ee13dd5a459"	"26957856e8a7f42a1740419cf3451497129f1d8284301d42f1a89ee13dd5a459"	"exact both"
"T288-V86-0025"	"V86"	"src/mvdm-host/v86/monitor/sources"	"mvdm-host"	"base/mvdm/v86/monitor/sources"	"nt/private/mvdm/v86/monitor/sources"	"38a5da7fc8a9495462f026417b4199e0236b7af92cbbcc66c412caf69a63683a"	"38a5da7fc8a9495462f026417b4199e0236b7af92cbbcc66c412caf69a63683a"	"38a5da7fc8a9495462f026417b4199e0236b7af92cbbcc66c412caf69a63683a"	"exact both"
"T288-V86-0026"	"V86"	"src/mvdm-host/v86/scaffold/i386/fakebop.c"	"mvdm-host"	"base/mvdm/v86/scaffold/i386/fakebop.c"	"nt/private/mvdm/v86/scaffold/i386/fakebop.c"	"0e24cd7d4828f3dfbcdb77484816b5f991164e09fb3e6edad021a648455118e1"	"0e24cd7d4828f3dfbcdb77484816b5f991164e09fb3e6edad021a648455118e1"	"0e24cd7d4828f3dfbcdb77484816b5f991164e09fb3e6edad021a648455118e1"	"exact both"
"T288-V86-0027"	"V86"	"src/mvdm-host/v86/scaffold/i386/fakeinit.c"	"mvdm-host"	"base/mvdm/v86/scaffold/i386/fakeinit.c"	"nt/private/mvdm/v86/scaffold/i386/fakeinit.c"	"b749f4ea4b08e51a5c6c7fcdc01c6be8a28c27a576d75becee9692c95a83493b"	"b749f4ea4b08e51a5c6c7fcdc01c6be8a28c27a576d75becee9692c95a83493b"	"b749f4ea4b08e51a5c6c7fcdc01c6be8a28c27a576d75becee9692c95a83493b"	"exact both"
"T288-V86-0028"	"V86"	"src/mvdm-host/v86/scaffold/i386/fakekbd.c"	"mvdm-host"	"base/mvdm/v86/scaffold/i386/fakekbd.c"	"nt/private/mvdm/v86/scaffold/i386/fakekbd.c"	"a6090b757ed4157be5d0bb8d0d179f8ba275fb4b3a97f6ed43daa5368db06e13"	"a6090b757ed4157be5d0bb8d0d179f8ba275fb4b3a97f6ed43daa5368db06e13"	"a6090b757ed4157be5d0bb8d0d179f8ba275fb4b3a97f6ed43daa5368db06e13"	"exact both"
"T288-V86-0029"	"V86"	"src/mvdm-host/v86/scaffold/i386/fakevid.c"	"mvdm-host"	"base/mvdm/v86/scaffold/i386/fakevid.c"	"nt/private/mvdm/v86/scaffold/i386/fakevid.c"	"303eb5d066d565f6a061a5a7fba5f4e1d5bc876e0816a809fedb24aecc2679dc"	"303eb5d066d565f6a061a5a7fba5f4e1d5bc876e0816a809fedb24aecc2679dc"	"303eb5d066d565f6a061a5a7fba5f4e1d5bc876e0816a809fedb24aecc2679dc"	"exact both"
"T288-V86-0030"	"V86"	"src/mvdm-host/v86/scaffold/i386/fun.h"	"mvdm-host"	"base/mvdm/v86/scaffold/i386/fun.h"	"nt/private/mvdm/v86/scaffold/i386/fun.h"	"dffd43367cb54a386dfb3e0d49ff6a553f9328283d2c53297b4ebcdc36459e5e"	"dffd43367cb54a386dfb3e0d49ff6a553f9328283d2c53297b4ebcdc36459e5e"	"dffd43367cb54a386dfb3e0d49ff6a553f9328283d2c53297b4ebcdc36459e5e"	"exact both"
"T288-V86-0031"	"V86"	"src/mvdm-host/v86/scaffold/i386/softpc.c"	"mvdm-host"	"base/mvdm/v86/scaffold/i386/softpc.c"	"nt/private/mvdm/v86/scaffold/i386/softpc.c"	"4272b1aafa096106981fb1445846c5e3c317f8849b084734c1c2f472c5c3b3f6"	"4272b1aafa096106981fb1445846c5e3c317f8849b084734c1c2f472c5c3b3f6"	"4272b1aafa096106981fb1445846c5e3c317f8849b084734c1c2f472c5c3b3f6"	"exact both"
"T288-V86-0032"	"V86"	"src/mvdm-host/v86/scaffold/i386/sources"	"mvdm-host"	"base/mvdm/v86/scaffold/i386/sources"	"nt/private/mvdm/v86/scaffold/i386/sources"	"6145f630aea1e36ebb30600e8cfbefc8fa62e0622881f30e172089ac272b571a"	"6145f630aea1e36ebb30600e8cfbefc8fa62e0622881f30e172089ac272b571a"	"6145f630aea1e36ebb30600e8cfbefc8fa62e0622881f30e172089ac272b571a"	"exact both"
"T288-V86-0033"	"V86"	"src/mvdm-host/v86/scaffold/i386/stubs.c"	"mvdm-host"	"base/mvdm/v86/scaffold/i386/stubs.c"	"nt/private/mvdm/v86/scaffold/i386/stubs.c"	"41825d03737ab8b001993798a2fcd20d752a81bdc8cf95d098b5929e70a97d4b"	"41825d03737ab8b001993798a2fcd20d752a81bdc8cf95d098b5929e70a97d4b"	"41825d03737ab8b001993798a2fcd20d752a81bdc8cf95d098b5929e70a97d4b"	"exact both"
"T288-V86-0034"	"V86"	"src/mvdm-host/v86/scaffold/i386/x86.h"	"mvdm-host"	"base/mvdm/v86/scaffold/i386/x86.h"	"nt/private/mvdm/v86/scaffold/i386/x86.h"	"eb08d62fbd5fd91535008f8631f33bdedb685f88a40ba085852f497130b1e734"	"eb08d62fbd5fd91535008f8631f33bdedb685f88a40ba085852f497130b1e734"	"eb08d62fbd5fd91535008f8631f33bdedb685f88a40ba085852f497130b1e734"	"exact both"
"T288-V86-0035"	"V86"	"src/mvdm-host/v86/scaffold/i386/xbios.h"	"mvdm-host"	"base/mvdm/v86/scaffold/i386/xbios.h"	"nt/private/mvdm/v86/scaffold/i386/xbios.h"	"b402f5c2234279a8af13ec749cb54ee6ac75a2b0858d55503a56aab9611f379a"	"b402f5c2234279a8af13ec749cb54ee6ac75a2b0858d55503a56aab9611f379a"	"b402f5c2234279a8af13ec749cb54ee6ac75a2b0858d55503a56aab9611f379a"	"exact both"
"T288-V86-0036"	"V86"	"src/mvdm-host/v86/scaffold/i386/xbiosdsk.h"	"mvdm-host"	"base/mvdm/v86/scaffold/i386/xbiosdsk.h"	"nt/private/mvdm/v86/scaffold/i386/xbiosdsk.h"	"124beb9004ce7370536d2d49811aa0a1841be01fdd0ef78a8e6a956fe897faf2"	"124beb9004ce7370536d2d49811aa0a1841be01fdd0ef78a8e6a956fe897faf2"	"124beb9004ce7370536d2d49811aa0a1841be01fdd0ef78a8e6a956fe897faf2"	"exact both"
"T288-V86-0037"	"V86"	"src/mvdm-host/v86/scaffold/i386/xbioskbd.h"	"mvdm-host"	"base/mvdm/v86/scaffold/i386/xbioskbd.h"	"nt/private/mvdm/v86/scaffold/i386/xbioskbd.h"	"4880bc4e4d5e2fd18f7e6e196b38c9467d03d9f114b940f194d0545d8418fc02"	"4880bc4e4d5e2fd18f7e6e196b38c9467d03d9f114b940f194d0545d8418fc02"	"4880bc4e4d5e2fd18f7e6e196b38c9467d03d9f114b940f194d0545d8418fc02"	"exact both"
"T288-V86-0038"	"V86"	"src/mvdm-host/v86/scaffold/i386/xbiosvid.h"	"mvdm-host"	"base/mvdm/v86/scaffold/i386/xbiosvid.h"	"nt/private/mvdm/v86/scaffold/i386/xbiosvid.h"	"2b80ec8cec0e389b4a0b269258742c16262a5c6728df5debb7aef472658bbd87"	"2b80ec8cec0e389b4a0b269258742c16262a5c6728df5debb7aef472658bbd87"	"2b80ec8cec0e389b4a0b269258742c16262a5c6728df5debb7aef472658bbd87"	"exact both"
"T288-V86-0039"	"V86"	"src/mvdm-host/v86/scaffold/i386/xguest.h"	"mvdm-host"	"base/mvdm/v86/scaffold/i386/xguest.h"	"nt/private/mvdm/v86/scaffold/i386/xguest.h"	"1fc978bc102b6fe08d5343d680108ac4bf5405dc693d00004622b11d4c564926"	"1fc978bc102b6fe08d5343d680108ac4bf5405dc693d00004622b11d4c564926"	"1fc978bc102b6fe08d5343d680108ac4bf5405dc693d00004622b11d4c564926"	"exact both"
"T288-V86-0040"	"V86"	"src/mvdm-host/v86/scaffold/i386/xwincon.h"	"mvdm-host"	"base/mvdm/v86/scaffold/i386/xwincon.h"	"nt/private/mvdm/v86/scaffold/i386/xwincon.h"	"b4249a9c3b62170e78cc2ff5a287170882115c8407bc899ff270b7d383be5ee9"	"b4249a9c3b62170e78cc2ff5a287170882115c8407bc899ff270b7d383be5ee9"	"b4249a9c3b62170e78cc2ff5a287170882115c8407bc899ff270b7d383be5ee9"	"exact both"
"T288-V86-0041"	"V86"	"src/mvdm-host/v86/scaffold/makefile"	"mvdm-host"	"base/mvdm/v86/scaffold/makefile"	"nt/private/mvdm/v86/scaffold/makefile"	"26957856e8a7f42a1740419cf3451497129f1d8284301d42f1a89ee13dd5a459"	"26957856e8a7f42a1740419cf3451497129f1d8284301d42f1a89ee13dd5a459"	"26957856e8a7f42a1740419cf3451497129f1d8284301d42f1a89ee13dd5a459"	"exact both"
"T288-V86-0042"	"V86"	"src/mvdm-host/v86/scaffold/ntvdm.def"	"mvdm-host"	"base/mvdm/v86/scaffold/ntvdm.def"	"nt/private/mvdm/v86/scaffold/ntvdm.def"	"e1e12b2dee28ff3de76805e31e99277e6484e3cf13d426c1d054615a5d0516c6"	"e1e12b2dee28ff3de76805e31e99277e6484e3cf13d426c1d054615a5d0516c6"	"e1e12b2dee28ff3de76805e31e99277e6484e3cf13d426c1d054615a5d0516c6"	"exact both"
