"target_path"	"owner_root"	"transfer"	"package_root"	"selection"	"primary_path"	"primary_sha256"	"secondary_path"	"secondary_sha256"	"local_guest_path"	"local_guest_sha256"	"rationale"
"bde/bde.def"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"bde"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bde\bde.def"	"cfb2deeb3c42a282c4cf19aa8cf13d3408b007ceb42dc21c1b098e0b7da16979"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bde\bde.def"	"cfb2deeb3c42a282c4cf19aa8cf13d3408b007ceb42dc21c1b098e0b7da16979"	""	""	"same bytes with dual provenance"
"bde/bde.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"bde"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bde\bde.h"	"e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bde\bde.h"	"e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e"	""	""	"same bytes with dual provenance"
"bde/bdecmds.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"bde"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bde\bdecmds.c"	"ddcc992c69fa9f390780a935c2b3721b1df59ef148b15554b338cfbd248b110e"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bde\bdecmds.c"	"ddcc992c69fa9f390780a935c2b3721b1df59ef148b15554b338cfbd248b110e"	""	""	"same bytes with dual provenance"
"bde/bdeheap.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"bde"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bde\bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bde\bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	""	""	"same bytes with dual provenance"
"bde/bdemisc.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"bde"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bde\bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bde\bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	""	""	"same bytes with dual provenance"
"bde/bdestack.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"bde"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bde\bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bde\bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	""	""	"same bytes with dual provenance"
"bde/bdesym.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"bde"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bde\bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bde\bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	""	""	"same bytes with dual provenance"
"bde/bdeutil.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"bde"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bde\bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bde\bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	""	""	"same bytes with dual provenance"
"bde/data.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"bde"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bde\data.c"	"5da2d4e3cd95333273f4c136686f91774685bb017aad14e59e1316c45a601f16"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bde\data.c"	"5da2d4e3cd95333273f4c136686f91774685bb017aad14e59e1316c45a601f16"	""	""	"same bytes with dual provenance"
"bde/disasm.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"bde"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bde\disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bde\disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	""	""	"same bytes with dual provenance"
"bde/makefile"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"bde"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bde\makefile"	"26957856e8a7f42a1740419cf3451497129f1d8284301d42f1a89ee13dd5a459"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bde\makefile"	"26957856e8a7f42a1740419cf3451497129f1d8284301d42f1a89ee13dd5a459"	""	""	"same bytes with dual provenance"
"bde/precomp.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"bde"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bde\precomp.h"	"7d2fd3883fc253312963c68f750005343c2499fa2effdbbced6ea1807e5dbe5c"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bde\precomp.h"	"7d2fd3883fc253312963c68f750005343c2499fa2effdbbced6ea1807e5dbe5c"	""	""	"same bytes with dual provenance"
"bde/sources"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"bde"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bde\sources"	"a3166c1925cdc05ebe956067f47aade02b0706be9ed84fd301f2d78bfa9b2e9c"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bde\sources"	"a3166c1925cdc05ebe956067f47aade02b0706be9ed84fd301f2d78bfa9b2e9c"	""	""	"same bytes with dual provenance"
"bin86/autoexec.nt"	"opennt-guest-wow16"	"carry-forward-local-guest-mirror"	"bin86"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bin86\autoexec.nt"	"c2a23a5fb96682c33d99c13a57e6f3c1e10dfd3d263d972775a8c42bfb6a9a9b"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\autoexec.nt"	"c2a23a5fb96682c33d99c13a57e6f3c1e10dfd3d263d972775a8c42bfb6a9a9b"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\autoexec.nt"	"c2a23a5fb96682c33d99c13a57e6f3c1e10dfd3d263d972775a8c42bfb6a9a9b"	"same bytes with dual provenance"
"bin86/config.nt"	"opennt-guest-wow16"	"carry-forward-local-guest-mirror"	"bin86"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bin86\config.nt"	"6ae1e74e78de00c0fa03124e6f947d977c71f253855ad2af979554074aea189a"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\config.nt"	"6ae1e74e78de00c0fa03124e6f947d977c71f253855ad2af979554074aea189a"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\config.nt"	"6ae1e74e78de00c0fa03124e6f947d977c71f253855ad2af979554074aea189a"	"same bytes with dual provenance"
"bin86/country.sys"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"bin86"	"opennt-4.5-one-sided"	""	""	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\country.sys"	"ba263d4276024a904ece68fe193f8ca6da928dc9b35f8948f69d458dbb6ac3d0"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\country.sys"	""	"one-sided canonical-superset input"
"bin86/ctl3dv2.dll"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"bin86"	"opennt-4.5-one-sided"	""	""	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\ctl3dv2.dll"	"3387135a5075439b9238d6c486b047d4dba8d9a6d1dad6bb74050347c70616db"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\ctl3dv2.dll"	""	"one-sided canonical-superset input"
"bin86/ctl3dv2.map"	"opennt-guest-wow16"	"carry-forward-local-guest-mirror"	"bin86"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bin86\ctl3dv2.map"	"862d762ce3ce3619ed3321d9eec69b8d5a1fbca42b52a9d914128a1e11d485c1"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\ctl3dv2.map"	"862d762ce3ce3619ed3321d9eec69b8d5a1fbca42b52a9d914128a1e11d485c1"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\ctl3dv2.map"	"862d762ce3ce3619ed3321d9eec69b8d5a1fbca42b52a9d914128a1e11d485c1"	"same bytes with dual provenance"
"bin86/ctl3dv2.sym"	"opennt-guest-wow16"	"carry-forward-local-guest-mirror"	"bin86"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bin86\ctl3dv2.sym"	"7b0a89b4f21c4cecd344c38f25de8951fe1e4e57b26d067f090754430dd0b6d9"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\ctl3dv2.sym"	"7b0a89b4f21c4cecd344c38f25de8951fe1e4e57b26d067f090754430dd0b6d9"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\ctl3dv2.sym"	"7b0a89b4f21c4cecd344c38f25de8951fe1e4e57b26d067f090754430dd0b6d9"	"same bytes with dual provenance"
"bin86/i386/win87em.dll"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"bin86"	"opennt-4.5-one-sided"	""	""	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\i386\win87em.dll"	"30d6b965d45eddf306268c9526b01494df4841b8b530bab2654c379e1cf49db2"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\i386\win87em.dll"	""	"one-sided canonical-superset input"
"bin86/lanman.drv"	"opennt-guest-wow16"	"carry-forward-local-guest-mirror"	"bin86"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bin86\lanman.drv"	"60204f58744d38e9201ba958d45c483ce7989b216b98a67ce5aa355af37dec02"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\lanman.drv"	"60204f58744d38e9201ba958d45c483ce7989b216b98a67ce5aa355af37dec02"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\lanman.drv"	"60204f58744d38e9201ba958d45c483ce7989b216b98a67ce5aa355af37dec02"	"same bytes with dual provenance"
"bin86/lzexpand.dll"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"bin86"	"opennt-4.5-one-sided"	""	""	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\lzexpand.dll"	"faf467ce496dd59655ccd91c26c8ea694551f54fa6bbf5f480f398fc54d12fdd"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\lzexpand.dll"	""	"one-sided canonical-superset input"
"bin86/makefile"	"opennt-guest-wow16"	"carry-forward-local-guest-mirror"	"bin86"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bin86\makefile"	"2a5aacafe216a9bd3b46fa0929c522ead66e7ba7e81e24258bd53f59b89fda6b"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\makefile"	"2a5aacafe216a9bd3b46fa0929c522ead66e7ba7e81e24258bd53f59b89fda6b"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\makefile"	"2a5aacafe216a9bd3b46fa0929c522ead66e7ba7e81e24258bd53f59b89fda6b"	"same bytes with dual provenance"
"bin86/netapi.dll"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"bin86"	"opennt-4.5-one-sided"	""	""	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\netapi.dll"	"30a8ed7453779195ad196d2e0a024e05619688c6a101e6b5ae8c6647608bbb1a"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\netapi.dll"	""	"one-sided canonical-superset input"
"bin86/olecli.dll"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"bin86"	"opennt-4.5-one-sided"	""	""	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\olecli.dll"	"f3a76752b6a257056ec43cd6d43da5a65244fc5c41f89e2162ef27634ece54b4"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\olecli.dll"	""	"one-sided canonical-superset input"
"bin86/pifedit.hlp"	"opennt-guest-wow16"	"carry-forward-local-guest-mirror"	"bin86"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bin86\pifedit.hlp"	"20bb0049acbeda2a403dd07204ec82102671fc97359691b0ed0009b33c3e788c"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\pifedit.hlp"	"20bb0049acbeda2a403dd07204ec82102671fc97359691b0ed0009b33c3e788c"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\pifedit.hlp"	"20bb0049acbeda2a403dd07204ec82102671fc97359691b0ed0009b33c3e788c"	"same bytes with dual provenance"
"bin86/pmspl.dll"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"bin86"	"opennt-4.5-one-sided"	""	""	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\pmspl.dll"	"432bb90629ceb7714c13f54147caa11ce77d7bdd3a168bba86195565b5fee456"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\pmspl.dll"	""	"one-sided canonical-superset input"
"bin86/regedit.hlp"	"opennt-guest-wow16"	"carry-forward-local-guest-mirror"	"bin86"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bin86\regedit.hlp"	"1e857dcc7e9ea31b6b8232c8b5f973cbe2dffbdbca649756d2a77c520b1020e6"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\regedit.hlp"	"1e857dcc7e9ea31b6b8232c8b5f973cbe2dffbdbca649756d2a77c520b1020e6"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\regedit.hlp"	"1e857dcc7e9ea31b6b8232c8b5f973cbe2dffbdbca649756d2a77c520b1020e6"	"same bytes with dual provenance"
"bin86/system.ini"	"opennt-guest-wow16"	"carry-forward-local-guest-mirror"	"bin86"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bin86\system.ini"	"6f533ccc79227e38f18bfc63bfc961ef4d3ee0e2bf33dd097ccf3548a12b743b"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\system.ini"	"6f533ccc79227e38f18bfc63bfc961ef4d3ee0e2bf33dd097ccf3548a12b743b"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\system.ini"	"6f533ccc79227e38f18bfc63bfc961ef4d3ee0e2bf33dd097ccf3548a12b743b"	"same bytes with dual provenance"
"bin86/ver.dll"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"bin86"	"opennt-4.5-one-sided"	""	""	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\ver.dll"	"6d03cf1e31748149b6d34725e293c5ee4f3bd7ddebe526285fe7ba41a1d1f5b4"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\ver.dll"	""	"one-sided canonical-superset input"
"bin86/winhelp.exe"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"bin86"	"opennt-4.5-one-sided"	""	""	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\winhelp.exe"	"47626dffe7795d7ee6ef9bfb057c398b37b21d397caa5ab0cad7e7dffb643170"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\winhelp.exe"	""	"one-sided canonical-superset input"
"bin86/write.hlp"	"opennt-guest-wow16"	"carry-forward-local-guest-mirror"	"bin86"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\bin86\write.hlp"	"b6b131a2fc1fcb7ad69ea7404fa35b46cf21549913293f3d412708fa8c138f67"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\bin86\write.hlp"	"b6b131a2fc1fcb7ad69ea7404fa35b46cf21549913293f3d412708fa8c138f67"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\bin86\write.hlp"	"b6b131a2fc1fcb7ad69ea7404fa35b46cf21549913293f3d412708fa8c138f67"	"same bytes with dual provenance"
"dbg/dbg.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dbg"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dbg\dbg.c"	"5a3a207eff1570908e270c737d12fb40fe66097895063136d17fe6b971494b90"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dbg\dbg.c"	"5a3a207eff1570908e270c737d12fb40fe66097895063136d17fe6b971494b90"	""	""	"same bytes with dual provenance"
"dbg/makefile"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dbg"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dbg\makefile"	"0e91e3ac947853ae1230c8ae1d9c83bf0b3adfcfd282d84139265f44c9f803f4"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dbg\makefile"	"0e91e3ac947853ae1230c8ae1d9c83bf0b3adfcfd282d84139265f44c9f803f4"	""	""	"same bytes with dual provenance"
"dbg/sources"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dbg"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dbg\sources"	"1285f9984f0b95057f218277ee79587070a375b5058432e50889550d15e997a2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dbg\sources"	"1285f9984f0b95057f218277ee79587070a375b5058432e50889550d15e997a2"	""	""	"same bytes with dual provenance"
"dirs"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dirs"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dirs"	"f4ecc5063cbb7d6f1d4daeeb527ce651772e21edd2104ad1c03b4fb4aec95a91"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dirs"	"f4ecc5063cbb7d6f1d4daeeb527ce651772e21edd2104ad1c03b4fb4aec95a91"	""	""	"same bytes with dual provenance"
"dos/command/cmd.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmd.c"	"9d0a773fcc8d7765b0fe3fe3750b5c9a29a596362f78a221161318fd83cc0262"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\command\cmd.c"	"9d0a773fcc8d7765b0fe3fe3750b5c9a29a596362f78a221161318fd83cc0262"	""	""	"same bytes with dual provenance"
"dos/command/cmd.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmd.h"	"ea707e7955198462f93a0e795ae1751d83749578e93653e9b0baf4594d069711"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\command\cmd.h"	"ea707e7955198462f93a0e795ae1751d83749578e93653e9b0baf4594d069711"	""	""	"same bytes with dual provenance"
"dos/command/cmdconf.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdconf.c"	"32892c8c489bed9e4be8faed12e1bafbc6c580ba81a509425e8493de1e6ffc0a"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\command\cmdconf.c"	"32892c8c489bed9e4be8faed12e1bafbc6c580ba81a509425e8493de1e6ffc0a"	""	""	"same bytes with dual provenance"
"dos/command/cmddata.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmddata.c"	"937c134e46b5c714b9106d85fd0250b88fca5958e69a1e60fdeab558d4f4f8d2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\command\cmddata.c"	"937c134e46b5c714b9106d85fd0250b88fca5958e69a1e60fdeab558d4f4f8d2"	""	""	"same bytes with dual provenance"
"dos/command/cmddisp.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmddisp.c"	"2a906e7100da9db6f16bab91c767b149f28e63a0db2803297812a8e86d2b19d6"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\command\cmddisp.c"	"2a906e7100da9db6f16bab91c767b149f28e63a0db2803297812a8e86d2b19d6"	""	""	"same bytes with dual provenance"
"dos/command/cmdenv.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\command\cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	""	""	"same bytes with dual provenance"
"dos/command/cmdexec.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\command\cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	""	""	"same bytes with dual provenance"
"dos/command/cmdexit.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdexit.c"	"3fb4616667b2b73f00ed56d5944a786be741f5db511e6f0d5f6a751593a418c9"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\command\cmdexit.c"	"3fb4616667b2b73f00ed56d5944a786be741f5db511e6f0d5f6a751593a418c9"	""	""	"same bytes with dual provenance"
"dos/command/cmdkeyb.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdkeyb.c"	"b945cd4a072b592211f6427ee526b2ca47be05ac6bef9a33956105749d899eba"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\command\cmdkeyb.c"	"b945cd4a072b592211f6427ee526b2ca47be05ac6bef9a33956105749d899eba"	""	""	"same bytes with dual provenance"
"dos/command/cmdkeyb.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdkeyb.h"	"b83738295ed02d762748eef550058332078ce24b94ed76fd1a77c2eb8f77a361"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\command\cmdkeyb.h"	"b83738295ed02d762748eef550058332078ce24b94ed76fd1a77c2eb8f77a361"	""	""	"same bytes with dual provenance"
"dos/command/cmdmisc.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdmisc.c"	"1ca036932368a0d0bf1848b078cc80cd66e67a4cc46ad26a0c1b236fe40f4281"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\command\cmdmisc.c"	"1ca036932368a0d0bf1848b078cc80cd66e67a4cc46ad26a0c1b236fe40f4281"	""	""	"same bytes with dual provenance"
"dos/command/cmdpif.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdpif.c"	"6d3aac795c1c6275695e0b4b72dcbdbf7206456f27e07a11bc28bf5ce3438a9b"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\command\cmdpif.c"	"6d3aac795c1c6275695e0b4b72dcbdbf7206456f27e07a11bc28bf5ce3438a9b"	""	""	"same bytes with dual provenance"
"dos/command/cmdpif.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdpif.h"	"1c629826eba5a5437c481e8b4827298e5f178fa0eaa9ceaceb517cc80fe2e4c9"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\command\cmdpif.h"	"1c629826eba5a5437c481e8b4827298e5f178fa0eaa9ceaceb517cc80fe2e4c9"	""	""	"same bytes with dual provenance"
"dos/command/cmdredir.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\command\cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	""	""	"same bytes with dual provenance"
"dos/command/makefile"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\makefile"	"b66643935981dd027785814b4a331353011be5d3a37000091accdeab15855221"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\command\makefile"	"b66643935981dd027785814b4a331353011be5d3a37000091accdeab15855221"	""	""	"same bytes with dual provenance"
"dos/command/sources"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\sources"	"6663f3ed8585680b656ba840876bb36a8f1f795c389b2c2346d50bc1aab7dec8"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\command\sources"	"6663f3ed8585680b656ba840876bb36a8f1f795c389b2c2346d50bc1aab7dec8"	""	""	"same bytes with dual provenance"
"dos/dem/dem.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\dem.c"	"2573da2dbf964c5e75102145b031766113cfc4e914dc00f0d80fdc6d98f5a2de"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\dem.c"	"2573da2dbf964c5e75102145b031766113cfc4e914dc00f0d80fdc6d98f5a2de"	""	""	"same bytes with dual provenance"
"dos/dem/dem.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\dem.h"	"c9c4b4814e1b30ffad29a7716948ec7b6c0ade8f6ab2fbb9fd6998d358706e5a"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\dem.h"	"c9c4b4814e1b30ffad29a7716948ec7b6c0ade8f6ab2fbb9fd6998d358706e5a"	""	""	"same bytes with dual provenance"
"dos/dem/demdasd.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demdasd.c"	"7438f5d4df1803664e66f16b7464d719c8e4341d1d9c2e7721ce7184bdf08942"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\demdasd.c"	"7438f5d4df1803664e66f16b7464d719c8e4341d1d9c2e7721ce7184bdf08942"	""	""	"same bytes with dual provenance"
