"target_path"	"owner_root"	"transfer"	"package_root"	"selection"	"primary_path"	"primary_sha256"	"secondary_path"	"secondary_sha256"	"local_guest_path"	"local_guest_sha256"	"rationale"
"wow16/kernel31/krnl386.rc"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\krnl386.rc"	"7a716d2d53030af3fa175fa624501fc4043e213db48f5117911ad5a526485ca8"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\krnl386.rc"	"7a716d2d53030af3fa175fa624501fc4043e213db48f5117911ad5a526485ca8"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\krnl386.rc"	""	"same bytes with dual provenance"
"wow16/kernel31/KRNL386.RES"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\KRNL386.RES"	"18c74d3d6b8a2fd14c34dc1266c42f1e58c3ddd8fa28dccfdccd624a1a95df41"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\KRNL386.RES"	"18c74d3d6b8a2fd14c34dc1266c42f1e58c3ddd8fa28dccfdccd624a1a95df41"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\KRNL386.RES"	""	"same bytes with dual provenance"
"wow16/kernel31/krom.inc"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\krom.inc"	"17e0794733c9689773e1835bf8e3e1f817e4dd04388ef2249c706dcd754567b5"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\krom.inc"	"17e0794733c9689773e1835bf8e3e1f817e4dd04388ef2249c706dcd754567b5"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\krom.inc"	""	"same bytes with dual provenance"
"wow16/kernel31/ksource.txt"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\ksource.txt"	"2fd7701fc69ad907973a30a3657774ec6c9a3afaf6eb2ee7d4c1efe0c7dda294"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\ksource.txt"	"2fd7701fc69ad907973a30a3657774ec6c9a3afaf6eb2ee7d4c1efe0c7dda294"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\ksource.txt"	""	"same bytes with dual provenance"
"wow16/kernel31/kthunks.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\kthunks.asm"	"86f13d90280c7655acc4f36cb72760c944441be486886ccd96b0d737346460fc"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\kthunks.asm"	"86f13d90280c7655acc4f36cb72760c944441be486886ccd96b0d737346460fc"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\kthunks.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/lacheck.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\lacheck.asm"	"2c6e0cb45e3a8e02eaed0ddb4063b263078d3020d73875967ae12f9e2e633f1c"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\lacheck.asm"	"2c6e0cb45e3a8e02eaed0ddb4063b263078d3020d73875967ae12f9e2e633f1c"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\lacheck.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/lalloc.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\lalloc.asm"	"931f7a165829c45dba0ae92f691aea9813865cad2a64149f02e70097f55055b6"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\lalloc.asm"	"931f7a165829c45dba0ae92f691aea9813865cad2a64149f02e70097f55055b6"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\lalloc.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/layer.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\layer.asm"	"2f511a4c72dedb2152894c57a398ae8d9775105c799551774dd8447a284c9c1b"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\layer.asm"	"2f511a4c72dedb2152894c57a398ae8d9775105c799551774dd8447a284c9c1b"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\layer.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/lcompact.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\lcompact.asm"	"a81a67e5572b1617af21dddc18c570606ccb1760f0accaa5af8b482c7f9ad8ed"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\lcompact.asm"	"a81a67e5572b1617af21dddc18c570606ccb1760f0accaa5af8b482c7f9ad8ed"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\lcompact.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/ld.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\ld.asm"	"432381ed86b898a04d7bd388bb2c27a4d741a0bdc57a22fe1fc315d54f06d965"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\ld.asm"	"432381ed86b898a04d7bd388bb2c27a4d741a0bdc57a22fe1fc315d54f06d965"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\ld.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/ldappl.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\ldappl.asm"	"adf1a5e1bb3b06ecafdbe6ef6a01bdcc7026986916f34293f8d10e64321dec73"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\ldappl.asm"	"adf1a5e1bb3b06ecafdbe6ef6a01bdcc7026986916f34293f8d10e64321dec73"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\ldappl.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/ldaux.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\ldaux.asm"	"aae64ac7b0db29f348e43d04b220fdcb0324a7eaf66ae9be316d4974f2037360"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\ldaux.asm"	"aae64ac7b0db29f348e43d04b220fdcb0324a7eaf66ae9be316d4974f2037360"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\ldaux.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/ldboot.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\ldboot.asm"	"c9e21d025f1b007bbe27bfeaf06efbf63c143166f2ac79d8644ebe0ec0030343"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\ldboot.asm"	"c9e21d025f1b007bbe27bfeaf06efbf63c143166f2ac79d8644ebe0ec0030343"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\ldboot.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/ldcache.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\ldcache.asm"	"3897884cbd63310d9086d7afc23ebf1a8e60afe78752a1b7d5887b111379021e"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\ldcache.asm"	"3897884cbd63310d9086d7afc23ebf1a8e60afe78752a1b7d5887b111379021e"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\ldcache.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/lddebug.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\lddebug.asm"	"7e3f278e9d48bc38dbe6cd62fc83d39e7c8a527e683bd2674b09ce6614602ed1"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\lddebug.asm"	"7e3f278e9d48bc38dbe6cd62fc83d39e7c8a527e683bd2674b09ce6614602ed1"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\lddebug.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/ldfastb.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\ldfastb.asm"	"734da777d3ca14b2ac1355d219a600432dad7ab70e69740b2fed05887ab8d4d8"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\ldfastb.asm"	"734da777d3ca14b2ac1355d219a600432dad7ab70e69740b2fed05887ab8d4d8"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\ldfastb.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/ldfile.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\ldfile.asm"	"9acf6e99e6600d6c6b27a1b0669c6c4ea0f4cc25e6fb5544a0f8d7cd85987b62"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\ldfile.asm"	"9acf6e99e6600d6c6b27a1b0669c6c4ea0f4cc25e6fb5544a0f8d7cd85987b62"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\ldfile.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/ldheader.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\ldheader.asm"	"ac0a2134f1353eb042f70e0fd313cd756de63148a8617518fb69ee761ab985ae"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\ldheader.asm"	"ac0a2134f1353eb042f70e0fd313cd756de63148a8617518fb69ee761ab985ae"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\ldheader.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/ldint.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\ldint.asm"	"55de627d57b0c51254ade88e05f373bd655d7398067df72ba89ad3d96b7e612d"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\ldint.asm"	"55de627d57b0c51254ade88e05f373bd655d7398067df72ba89ad3d96b7e612d"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\ldint.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/ldopen.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\ldopen.asm"	"b61185315b161b52a0c037ad7ab6ac158ddcb78ae5cf2b58a985a9a2939179a6"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\ldopen.asm"	"b61185315b161b52a0c037ad7ab6ac158ddcb78ae5cf2b58a985a9a2939179a6"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\ldopen.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/ldreloc.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\ldreloc.asm"	"379a0925b53ec5cb1ebde9fc2e037ff48e051621846169c24bb9637556ac0548"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\ldreloc.asm"	"379a0925b53ec5cb1ebde9fc2e037ff48e051621846169c24bb9637556ac0548"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\ldreloc.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/ldseg.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\ldseg.asm"	"402196cfa13ef49cb9846e8d4f030240db6d75d54da2c17fc34096671098c406"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\ldseg.asm"	"402196cfa13ef49cb9846e8d4f030240db6d75d54da2c17fc34096671098c406"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\ldseg.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/ldself.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\ldself.asm"	"3623deb3b7571d42e04e69ee69db941c414e7f1171270244f15c1f2c196739f8"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\ldself.asm"	"3623deb3b7571d42e04e69ee69db941c414e7f1171270244f15c1f2c196739f8"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\ldself.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/ldstack.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\ldstack.asm"	"58d649e894374b487c00f7914eaf70655c4ee602307ead559cb3fae5ee5aaeaf"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\ldstack.asm"	"58d649e894374b487c00f7914eaf70655c4ee602307ead559cb3fae5ee5aaeaf"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\ldstack.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/ldutil.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\ldutil.asm"	"331612dd0e6015db09461adbd22e2f0fff814540b7c1f005bf4fadcbcc017653"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\ldutil.asm"	"331612dd0e6015db09461adbd22e2f0fff814540b7c1f005bf4fadcbcc017653"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\ldutil.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/lhandle.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\lhandle.asm"	"c04ceaafc605d77dd52f824ea205de3c58cb8ceb2a9ac44ad13b8cc7ac85033b"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\lhandle.asm"	"c04ceaafc605d77dd52f824ea205de3c58cb8ceb2a9ac44ad13b8cc7ac85033b"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\lhandle.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/linterf.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\linterf.asm"	"9e76aa6152260d73b6233c5364a032a86cddc679c666a86e0fee7a231780a028"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\linterf.asm"	"9e76aa6152260d73b6233c5364a032a86cddc679c666a86e0fee7a231780a028"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\linterf.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/log.slm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\log.slm"	"f712f9779bbf73fa8342ca9b441928d5e26a7e869d32184706453245c7ffec87"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\log.slm"	"f712f9779bbf73fa8342ca9b441928d5e26a7e869d32184706453245c7ffec87"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\log.slm"	""	"same bytes with dual provenance"
"wow16/kernel31/lstring.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\lstring.asm"	"df992fbea8046cea54daea4c4209e181c1df00a1e1948d6c5b2daace40cb571f"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\lstring.asm"	"df992fbea8046cea54daea4c4209e181c1df00a1e1948d6c5b2daace40cb571f"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\lstring.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/lzexp.c"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\lzexp.c"	"27260059ec52e789a20997ba69cb5e24aa3d2c6a27f44957a9e4bc796e85c989"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\lzexp.c"	"27260059ec52e789a20997ba69cb5e24aa3d2c6a27f44957a9e4bc796e85c989"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\lzexp.c"	""	"same bytes with dual provenance"
"wow16/kernel31/m.msg"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\m.msg"	"e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\m.msg"	"e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\m.msg"	""	"same bytes with dual provenance"
"wow16/kernel31/makefile"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\makefile"	"5ddcc52bb834d447e75d85d5720ffa52968d63912a718a8769afb8555155e247"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\makefile"	"5ddcc52bb834d447e75d85d5720ffa52968d63912a718a8769afb8555155e247"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\makefile"	""	"same bytes with dual provenance"
"wow16/kernel31/mapdata.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\mapdata.asm"	"fcf2456d3653483c394bb324d0049e873e5dc74df4a589345dd38db411276032"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\mapdata.asm"	"fcf2456d3653483c394bb324d0049e873e5dc74df4a589345dd38db411276032"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\mapdata.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/messages/usa/strings.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\messages\usa\strings.asm"	"63e9ddc88316cae0cd87daf12bc5aa8c8e76097feb49e1bebc5335e59ee7c5a3"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\messages\usa\strings.asm"	"63e9ddc88316cae0cd87daf12bc5aa8c8e76097feb49e1bebc5335e59ee7c5a3"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\messages\usa\strings.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/miscapi.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\miscapi.asm"	"94e161f01a6795b17e31407cbb28524df09b8896d3511ed3981b7a4232e995bf"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\miscapi.asm"	"94e161f01a6795b17e31407cbb28524df09b8896d3511ed3981b7a4232e995bf"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\miscapi.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/module.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\module.asm"	"eb799ec31bb696246c71a4444b232305ecf71fb857d503b57272d887338fde28"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\module.asm"	"eb799ec31bb696246c71a4444b232305ecf71fb857d503b57272d887338fde28"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\module.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/newexe.doc"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\newexe.doc"	"cc66afb2d48369da54423642c9546f260fa64c2a33989a65fea479c2cbc354aa"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\newexe.doc"	"cc66afb2d48369da54423642c9546f260fa64c2a33989a65fea479c2cbc354aa"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\newexe.doc"	""	"same bytes with dual provenance"
"wow16/kernel31/newexe.h"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\newexe.h"	"86f88e8f4eb7c9c417c692c731a3d2494e1a9afbc70c322ae1415f97e25db72f"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\newexe.h"	"86f88e8f4eb7c9c417c692c731a3d2494e1a9afbc70c322ae1415f97e25db72f"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\newexe.h"	""	"same bytes with dual provenance"
"wow16/kernel31/patch.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\patch.asm"	"293f94ec874eed00abc147752cbd83104698111d05cb4af6bba426fa111fea13"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\patch.asm"	"293f94ec874eed00abc147752cbd83104698111d05cb4af6bba426fa111fea13"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\patch.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/patch.txt"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\patch.txt"	"03069715072a2c6bb2acac01bc43ef8d5e123d6a093bfbf944b646c4a0afbb48"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\patch.txt"	"03069715072a2c6bb2acac01bc43ef8d5e123d6a093bfbf944b646c4a0afbb48"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\patch.txt"	""	"same bytes with dual provenance"
"wow16/kernel31/pdb.inc"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\pdb.inc"	"6f31612ff208bf56d07e210d28ec453162f685936cbec79914d1a27f5d3616fc"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\pdb.inc"	"6f31612ff208bf56d07e210d28ec453162f685936cbec79914d1a27f5d3616fc"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\pdb.inc"	""	"same bytes with dual provenance"
"wow16/kernel31/protect.inc"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\protect.inc"	"69a268826c05b01c8c4ebdb9157e6d8f59cd4a399a3586d3046c76f944d2f5c2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\protect.inc"	"69a268826c05b01c8c4ebdb9157e6d8f59cd4a399a3586d3046c76f944d2f5c2"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\protect.inc"	""	"same bytes with dual provenance"
"wow16/kernel31/qgrep.grp"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\qgrep.grp"	"c1fc9e40842851d69b2db7e04ac5198345aa440fea578556aaf5556b3ed949bf"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\qgrep.grp"	"c1fc9e40842851d69b2db7e04ac5198345aa440fea578556aaf5556b3ed949bf"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\qgrep.grp"	""	"same bytes with dual provenance"
"wow16/kernel31/reboot.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\reboot.asm"	"189e98f2e5f26a05f99f0bc7cadd8fa10db5ac7fbb31c000a68e1cdfbc1b65c3"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\reboot.asm"	"189e98f2e5f26a05f99f0bc7cadd8fa10db5ac7fbb31c000a68e1cdfbc1b65c3"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\reboot.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/resaux.asm"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\resaux.asm"	"97c684573c111d18d1cd2e7e76b45687ceacf30411a3579ad12a9c4a62d5ec6f"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\resaux.asm"	"97c684573c111d18d1cd2e7e76b45687ceacf30411a3579ad12a9c4a62d5ec6f"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\resaux.asm"	""	"same bytes with dual provenance"
"wow16/kernel31/retail3/kernel.map"	"opennt-guest-wow16"	"external-guest-source-outside-current-carried-inventory"	"wow16"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\wow16\kernel31\retail3\kernel.map"	"d883560fb87d3615fa080784cb4db99313f8e7130980e9364c6d233392af48d1"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\kernel31\retail3\kernel.map"	"d883560fb87d3615fa080784cb4db99313f8e7130980e9364c6d233392af48d1"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\kernel31\retail3\kernel.map"	""	"same bytes with dual provenance"
