resolution_id	caller_definition_id	caller_source_path	caller_source_sha256	caller_source_line	caller_symbol	callee_spelling	resolution_status	candidate_zero_definition_ids	candidate_zero_source_identities	boundary
"MVDM-ZERO-CONDITIONAL-CALL-000294"	"MVDM-ZERO-DEFINITION-008766"	"softpc.new/host/src/nt_eoi.c"	"f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5"	"284"	"host_DelayHwInterrupt"	"delete_q_event"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-007620;MVDM-ZERO-DEFINITION-007640"	"softpc.new/base/system/qevnt.c:371;softpc.new/base/system/quick_ev.c:1006"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000295"	"MVDM-ZERO-DEFINITION-008766"	"softpc.new/host/src/nt_eoi.c"	"f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5"	"298"	"host_DelayHwInterrupt"	"add_q_event_i"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-007618;MVDM-ZERO-DEFINITION-007631"	"softpc.new/base/system/qevnt.c:312;softpc.new/base/system/quick_ev.c:518"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000296"	"MVDM-ZERO-DEFINITION-008770"	"softpc.new/host/src/nt_eoi.c"	"f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5"	"374"	"InitializeIcaLock"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000297"	"MVDM-ZERO-DEFINITION-008789"	"softpc.new/host/src/nt_error.c"	"3305eaabac76e039dfe80aa0f2e15c48433edd95a74615e5db55b97d2b393228"	"609"	"ErrorDialogBox"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000298"	"MVDM-ZERO-DEFINITION-008789"	"softpc.new/host/src/nt_error.c"	"3305eaabac76e039dfe80aa0f2e15c48433edd95a74615e5db55b97d2b393228"	"627"	"ErrorDialogBox"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000299"	"MVDM-ZERO-DEFINITION-008826"	"softpc.new/host/src/nt_event.c"	"7f555a87ba029627d6811c0f7b96964bb8a96af90c60c89012975a4ac5442076"	"1342"	"CntrlHandler"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000300"	"MVDM-ZERO-DEFINITION-008827"	"softpc.new/host/src/nt_event.c"	"7f555a87ba029627d6811c0f7b96964bb8a96af90c60c89012975a4ac5442076"	"1403"	"nt_block_event_thread"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000301"	"MVDM-ZERO-DEFINITION-008827"	"softpc.new/host/src/nt_event.c"	"7f555a87ba029627d6811c0f7b96964bb8a96af90c60c89012975a4ac5442076"	"1461"	"nt_block_event_thread"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000302"	"MVDM-ZERO-DEFINITION-008828"	"softpc.new/host/src/nt_event.c"	"7f555a87ba029627d6811c0f7b96964bb8a96af90c60c89012975a4ac5442076"	"1510"	"nt_resume_event_thread"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000303"	"MVDM-ZERO-DEFINITION-008878"	"softpc.new/host/src/nt_fulsc.c"	"e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c"	"2029"	"setVDMCursorPosition"	"do_new_cursor"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-007759;MVDM-ZERO-DEFINITION-008014"	"softpc.new/base/video/ega_prts.c:1638;softpc.new/base/video/vga_prts.c:562"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000304"	"MVDM-ZERO-DEFINITION-009075"	"softpc.new/host/src/nt_msscs.c"	"96ee0fb677da9f35811f9dc1715d583474ce72bba9fa91f5eb2d5f6ab242b0c3"	"73"	"scs_init"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000305"	"MVDM-ZERO-DEFINITION-009075"	"softpc.new/host/src/nt_msscs.c"	"96ee0fb677da9f35811f9dc1715d583474ce72bba9fa91f5eb2d5f6ab242b0c3"	"80"	"scs_init"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000306"	"MVDM-ZERO-DEFINITION-009075"	"softpc.new/host/src/nt_msscs.c"	"96ee0fb677da9f35811f9dc1715d583474ce72bba9fa91f5eb2d5f6ab242b0c3"	"90"	"scs_init"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000307"	"MVDM-ZERO-DEFINITION-009076"	"softpc.new/host/src/nt_msscs.c"	"96ee0fb677da9f35811f9dc1715d583474ce72bba9fa91f5eb2d5f6ab242b0c3"	"172"	"InitialiseDosEmulation"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000308"	"MVDM-ZERO-DEFINITION-009087"	"softpc.new/host/src/nt_msscs.c"	"96ee0fb677da9f35811f9dc1715d583474ce72bba9fa91f5eb2d5f6ab242b0c3"	"1020"	"VDDTerminateVDM"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000309"	"MVDM-ZERO-DEFINITION-009133"	"softpc.new/host/src/nt_rflop.c"	"22c82627bf993ac4fd072ad1bb7d4f62000b60889e6955e83f5f676ac5bd7a29"	"439"	"host_gfi_rdiskette_valid"	"cmos_read_byte"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-007526;MVDM-ZERO-DEFINITION-007560"	"softpc.new/base/system/cmos.c:803;softpc.new/base/system/cmosnt.c:842"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000310"	"MVDM-ZERO-DEFINITION-009175"	"softpc.new/host/src/nt_sound.c"	"19e602c67a87241daf66e8613f4897d632acc7c6765f74c2b1eb09cf080e53f6"	"84"	"host_ring_bell"	"host_runtime_inquire"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-008145;MVDM-ZERO-DEFINITION-009325"	"softpc.new/host/src/config.c:848;softpc.new/host/src/stf_conf.c:274"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000311"	"MVDM-ZERO-DEFINITION-009190"	"softpc.new/host/src/nt_timer.c"	"10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33"	"265"	"host_timer_init"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000312"	"MVDM-ZERO-DEFINITION-009191"	"softpc.new/host/src/nt_timer.c"	"10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33"	"287"	"TimerInit"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000313"	"MVDM-ZERO-DEFINITION-009191"	"softpc.new/host/src/nt_timer.c"	"10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33"	"292"	"TimerInit"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000314"	"MVDM-ZERO-DEFINITION-009196"	"softpc.new/host/src/nt_timer.c"	"10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33"	"422"	"host_timer_event"	"quick_tick_recalibrate"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-007623;MVDM-ZERO-DEFINITION-007647"	"softpc.new/base/system/qevnt.c:527;softpc.new/base/system/quick_ev.c:1200"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000315"	"MVDM-ZERO-DEFINITION-009197"	"softpc.new/host/src/nt_timer.c"	"10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33"	"494"	"host_init_bda_timer"	"rtc_init"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-007535;MVDM-ZERO-DEFINITION-007537;MVDM-ZERO-DEFINITION-007562"	"softpc.new/base/system/cmos.c:1138;softpc.new/base/system/cmos.c:1207;softpc.new/base/system/cmosnt.c:973"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000316"	"MVDM-ZERO-DEFINITION-009197"	"softpc.new/host/src/nt_timer.c"	"10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33"	"497"	"host_init_bda_timer"	"q_event_init"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-007615;MVDM-ZERO-DEFINITION-007626"	"softpc.new/base/system/qevnt.c:102;softpc.new/base/system/quick_ev.c:295"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000317"	"MVDM-ZERO-DEFINITION-009202"	"softpc.new/host/src/nt_timer.c"	"10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33"	"853"	"DelayHeartBeat"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000318"	"MVDM-ZERO-DEFINITION-009242"	"softpc.new/host/src/nt_vdd.c"	"cb97f2c233b1062dae7942dfa3b2bc84d9f21b9d6527f6c993a99137c2c845e3"	"344"	"VDDInstallIOHook"	"io_connect_port"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-007466;MVDM-ZERO-DEFINITION-007467"	"softpc.new/base/support/ios.c:868;softpc.new/base/support/ios.c:880"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000319"	"MVDM-ZERO-DEFINITION-009242"	"softpc.new/host/src/nt_vdd.c"	"cb97f2c233b1062dae7942dfa3b2bc84d9f21b9d6527f6c993a99137c2c845e3"	"352"	"VDDInstallIOHook"	"io_disconnect_port"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-007468;MVDM-ZERO-DEFINITION-007469"	"softpc.new/base/support/ios.c:902;softpc.new/base/support/ios.c:914"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000320"	"MVDM-ZERO-DEFINITION-009242"	"softpc.new/host/src/nt_vdd.c"	"cb97f2c233b1062dae7942dfa3b2bc84d9f21b9d6527f6c993a99137c2c845e3"	"359"	"VDDInstallIOHook"	"io_disconnect_port"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-007468;MVDM-ZERO-DEFINITION-007469"	"softpc.new/base/support/ios.c:902;softpc.new/base/support/ios.c:914"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000321"	"MVDM-ZERO-DEFINITION-009243"	"softpc.new/host/src/nt_vdd.c"	"cb97f2c233b1062dae7942dfa3b2bc84d9f21b9d6527f6c993a99137c2c845e3"	"439"	"VDDDeInstallIOHook"	"io_disconnect_port"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-007468;MVDM-ZERO-DEFINITION-007469"	"softpc.new/base/support/ios.c:902;softpc.new/base/support/ios.c:914"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000322"	"MVDM-ZERO-DEFINITION-010501"	"wow32/wcall32.c"	"0f72ae39e691f3ef672df4f1aeb3ebb6443e87f091fb6322ef1c13604ab3d571"	"105"	"W32LocalLock"	"LocalLock16"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-010475;MVDM-ZERO-DEFINITION-010477"	"wow32/wcall16.c:93;wow32/wcall16.c:127"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000323"	"MVDM-ZERO-DEFINITION-010502"	"wow32/wcall32.c"	"0f72ae39e691f3ef672df4f1aeb3ebb6443e87f091fb6322ef1c13604ab3d571"	"128"	"W32LocalUnlock"	"LocalUnlock16"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-010476;MVDM-ZERO-DEFINITION-010478"	"wow32/wcall16.c:109;wow32/wcall16.c:165"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000324"	"MVDM-ZERO-DEFINITION-011013"	"wow32/wkman.c"	"56be1989f2bc3acaffcfa6345b20e38f5e7312badf03af04d4565f8f4a489ac9"	"1312"	"W32RemoteThread"	"cpu_createthread"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009435;MVDM-ZERO-DEFINITION-009706"	"softpc.new/host/src/stubs.c:584;v86/monitor/i386/thread.c:42"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000325"	"MVDM-ZERO-DEFINITION-011172"	"wow32/wow32.c"	"1dfe9900e6da3bf0e2984c3df42bdd155b177cfe7707bb24e1324037147d292a"	"474"	"W32Init"	"getIntelRegistersPointer"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009431;MVDM-ZERO-DEFINITION-009635"	"softpc.new/host/src/stubs.c:525;v86/monitor/i386/monitor.c:999"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000326"	"MVDM-ZERO-DEFINITION-011393"	"wow32/wspool.c"	"c76bec31ae9020ea0173c20d42986f36e6888a315a5d27e91e5cbf2579cb2ad8"	"236"	"GetPrn16"	"LocalLock16"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-010475;MVDM-ZERO-DEFINITION-010477"	"wow32/wcall16.c:93;wow32/wcall16.c:127"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000327"	"MVDM-ZERO-DEFINITION-011393"	"wow32/wspool.c"	"c76bec31ae9020ea0173c20d42986f36e6888a315a5d27e91e5cbf2579cb2ad8"	"243"	"GetPrn16"	"LocalUnlock16"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-010476;MVDM-ZERO-DEFINITION-010478"	"wow32/wcall16.c:109;wow32/wcall16.c:165"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000328"	"MVDM-ZERO-DEFINITION-011394"	"wow32/wspool.c"	"c76bec31ae9020ea0173c20d42986f36e6888a315a5d27e91e5cbf2579cb2ad8"	"260"	"Prn32"	"LocalLock16"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-010475;MVDM-ZERO-DEFINITION-010477"	"wow32/wcall16.c:93;wow32/wcall16.c:127"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000329"	"MVDM-ZERO-DEFINITION-011394"	"wow32/wspool.c"	"c76bec31ae9020ea0173c20d42986f36e6888a315a5d27e91e5cbf2579cb2ad8"	"268"	"Prn32"	"LocalUnlock16"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-010476;MVDM-ZERO-DEFINITION-010478"	"wow32/wcall16.c:109;wow32/wcall16.c:165"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
