resolution_id	caller_definition_id	caller_source_path	caller_source_sha256	caller_source_line	caller_symbol	callee_spelling	resolution_status	candidate_zero_definition_ids	candidate_zero_source_identities	boundary
"MVDM-ZERO-CONDITIONAL-CALL-000245"	"MVDM-ZERO-DEFINITION-008201"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"179"	"getES"	"c_getES"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000708;MVDM-ZERO-DEFINITION-009472"	"softpc.new/base/ccpu386/c_reg.c:710;softpc.new/obj.vdm/c_regs.c:136"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000246"	"MVDM-ZERO-DEFINITION-008202"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"185"	"getSS"	"c_getSS"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000710;MVDM-ZERO-DEFINITION-009476"	"softpc.new/base/ccpu386/c_reg.c:722;softpc.new/obj.vdm/c_regs.c:164"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000247"	"MVDM-ZERO-DEFINITION-008203"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"192"	"getAF"	"c_getAF"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000756;MVDM-ZERO-DEFINITION-009479"	"softpc.new/base/ccpu386/c_reg.c:1132;softpc.new/obj.vdm/c_regs.c:187"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000248"	"MVDM-ZERO-DEFINITION-008204"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"198"	"getCF"	"c_getCF"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000757;MVDM-ZERO-DEFINITION-009462"	"softpc.new/base/ccpu386/c_reg.c:1138;softpc.new/obj.vdm/c_regs.c:65"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000249"	"MVDM-ZERO-DEFINITION-008205"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"204"	"getDF"	"c_getDF"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000758;MVDM-ZERO-DEFINITION-009480"	"softpc.new/base/ccpu386/c_reg.c:1144;softpc.new/obj.vdm/c_regs.c:192"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000250"	"MVDM-ZERO-DEFINITION-008206"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"210"	"getIF"	"c_getIF"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000759;MVDM-ZERO-DEFINITION-009481"	"softpc.new/base/ccpu386/c_reg.c:1150;softpc.new/obj.vdm/c_regs.c:197"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000251"	"MVDM-ZERO-DEFINITION-008207"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"216"	"getOF"	"c_getOF"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000760;MVDM-ZERO-DEFINITION-009483"	"softpc.new/base/ccpu386/c_reg.c:1156;softpc.new/obj.vdm/c_regs.c:207"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000252"	"MVDM-ZERO-DEFINITION-008208"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"222"	"getPF"	"c_getPF"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000761;MVDM-ZERO-DEFINITION-009484"	"softpc.new/base/ccpu386/c_reg.c:1162;softpc.new/obj.vdm/c_regs.c:212"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000253"	"MVDM-ZERO-DEFINITION-008209"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"228"	"getSF"	"c_getSF"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000762;MVDM-ZERO-DEFINITION-009485"	"softpc.new/base/ccpu386/c_reg.c:1168;softpc.new/obj.vdm/c_regs.c:217"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000254"	"MVDM-ZERO-DEFINITION-008211"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"240"	"getZF"	"c_getZF"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000764;MVDM-ZERO-DEFINITION-009486"	"softpc.new/base/ccpu386/c_reg.c:1180;softpc.new/obj.vdm/c_regs.c:222"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000255"	"MVDM-ZERO-DEFINITION-008222"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"322"	"setAX"	"c_setAX"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000682;MVDM-ZERO-DEFINITION-009489"	"softpc.new/base/ccpu386/c_reg.c:440;softpc.new/obj.vdm/c_regs.c:238"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000256"	"MVDM-ZERO-DEFINITION-008223"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"329"	"setBX"	"c_setBX"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000685;MVDM-ZERO-DEFINITION-009493"	"softpc.new/base/ccpu386/c_reg.c:476;softpc.new/obj.vdm/c_regs.c:262"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000257"	"MVDM-ZERO-DEFINITION-008224"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"337"	"setCX"	"c_setCX"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000683;MVDM-ZERO-DEFINITION-009497"	"softpc.new/base/ccpu386/c_reg.c:452;softpc.new/obj.vdm/c_regs.c:286"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000258"	"MVDM-ZERO-DEFINITION-008225"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"345"	"setDX"	"c_setDX"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000684;MVDM-ZERO-DEFINITION-009500"	"softpc.new/base/ccpu386/c_reg.c:464;softpc.new/obj.vdm/c_regs.c:304"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000259"	"MVDM-ZERO-DEFINITION-008226"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"354"	"setSP"	"c_setSP"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000686;MVDM-ZERO-DEFINITION-009512"	"softpc.new/base/ccpu386/c_reg.c:488;softpc.new/obj.vdm/c_regs.c:367"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000260"	"MVDM-ZERO-DEFINITION-008227"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"362"	"setBP"	"c_setBP"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000687;MVDM-ZERO-DEFINITION-009490"	"softpc.new/base/ccpu386/c_reg.c:500;softpc.new/obj.vdm/c_regs.c:244"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000261"	"MVDM-ZERO-DEFINITION-008228"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"370"	"setSI"	"c_setSI"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000688;MVDM-ZERO-DEFINITION-009501"	"softpc.new/base/ccpu386/c_reg.c:512;softpc.new/obj.vdm/c_regs.c:310"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000262"	"MVDM-ZERO-DEFINITION-008229"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"378"	"setDI"	"c_setDI"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000689;MVDM-ZERO-DEFINITION-009502"	"softpc.new/base/ccpu386/c_reg.c:524;softpc.new/obj.vdm/c_regs.c:316"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000263"	"MVDM-ZERO-DEFINITION-008230"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"386"	"setIP"	"c_setIP"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000691;MVDM-ZERO-DEFINITION-009510"	"softpc.new/base/ccpu386/c_reg.c:548;softpc.new/obj.vdm/c_regs.c:358"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000264"	"MVDM-ZERO-DEFINITION-008231"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"393"	"setES"	"c_setES"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000714;MVDM-ZERO-DEFINITION-009514"	"softpc.new/base/ccpu386/c_reg.c:748;softpc.new/obj.vdm/c_regs.c:379"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000265"	"MVDM-ZERO-DEFINITION-008232"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"401"	"setCS"	"c_setCS"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000715;MVDM-ZERO-DEFINITION-009516"	"softpc.new/base/ccpu386/c_reg.c:760;softpc.new/obj.vdm/c_regs.c:391"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000266"	"MVDM-ZERO-DEFINITION-008233"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"408"	"setSS"	"c_setSS"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000716;MVDM-ZERO-DEFINITION-009513"	"softpc.new/base/ccpu386/c_reg.c:772;softpc.new/obj.vdm/c_regs.c:373"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000267"	"MVDM-ZERO-DEFINITION-008234"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"416"	"setDS"	"c_setDS"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000717;MVDM-ZERO-DEFINITION-009515"	"softpc.new/base/ccpu386/c_reg.c:784;softpc.new/obj.vdm/c_regs.c:385"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000268"	"MVDM-ZERO-DEFINITION-008235"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"425"	"setCF"	"c_setCF"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000778;MVDM-ZERO-DEFINITION-009494"	"softpc.new/base/ccpu386/c_reg.c:1274;softpc.new/obj.vdm/c_regs.c:268"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000269"	"MVDM-ZERO-DEFINITION-008236"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"433"	"setPF"	"c_setPF"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000782;MVDM-ZERO-DEFINITION-009506"	"softpc.new/base/ccpu386/c_reg.c:1322;softpc.new/obj.vdm/c_regs.c:338"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000270"	"MVDM-ZERO-DEFINITION-008237"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"441"	"setAF"	"c_setAF"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000777;MVDM-ZERO-DEFINITION-009503"	"softpc.new/base/ccpu386/c_reg.c:1262;softpc.new/obj.vdm/c_regs.c:323"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000271"	"MVDM-ZERO-DEFINITION-008238"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"449"	"setZF"	"c_setZF"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000785;MVDM-ZERO-DEFINITION-009509"	"softpc.new/base/ccpu386/c_reg.c:1358;softpc.new/obj.vdm/c_regs.c:353"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000272"	"MVDM-ZERO-DEFINITION-008239"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"457"	"setSF"	"c_setSF"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000783;MVDM-ZERO-DEFINITION-009507"	"softpc.new/base/ccpu386/c_reg.c:1334;softpc.new/obj.vdm/c_regs.c:343"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000273"	"MVDM-ZERO-DEFINITION-008241"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"473"	"setIF"	"c_setIF"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000780;MVDM-ZERO-DEFINITION-009504"	"softpc.new/base/ccpu386/c_reg.c:1298;softpc.new/obj.vdm/c_regs.c:328"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000274"	"MVDM-ZERO-DEFINITION-008242"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"481"	"setDF"	"c_setDF"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000779;MVDM-ZERO-DEFINITION-009511"	"softpc.new/base/ccpu386/c_reg.c:1286;softpc.new/obj.vdm/c_regs.c:363"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000275"	"MVDM-ZERO-DEFINITION-008243"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"489"	"setOF"	"c_setOF"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000781;MVDM-ZERO-DEFINITION-009505"	"softpc.new/base/ccpu386/c_reg.c:1310;softpc.new/obj.vdm/c_regs.c:333"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000276"	"MVDM-ZERO-DEFINITION-008244"	"softpc.new/host/src/nt_aorc.c"	"7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061"	"496"	"setMSW"	"c_setMSW"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-000811;MVDM-ZERO-DEFINITION-009508"	"softpc.new/base/ccpu386/c_reg.c:1632;softpc.new/obj.vdm/c_regs.c:348"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000277"	"MVDM-ZERO-DEFINITION-008391"	"softpc.new/host/src/nt_bop.c"	"378a34807645277090bf4b38556ea210502f79a898855b649b39d6c4ccc47f66"	"181"	"MS_bop_1"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000278"	"MVDM-ZERO-DEFINITION-008391"	"softpc.new/host/src/nt_bop.c"	"378a34807645277090bf4b38556ea210502f79a898855b649b39d6c4ccc47f66"	"192"	"MS_bop_1"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000279"	"MVDM-ZERO-DEFINITION-008391"	"softpc.new/host/src/nt_bop.c"	"378a34807645277090bf4b38556ea210502f79a898855b649b39d6c4ccc47f66"	"202"	"MS_bop_1"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000280"	"MVDM-ZERO-DEFINITION-008391"	"softpc.new/host/src/nt_bop.c"	"378a34807645277090bf4b38556ea210502f79a898855b649b39d6c4ccc47f66"	"213"	"MS_bop_1"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000281"	"MVDM-ZERO-DEFINITION-008391"	"softpc.new/host/src/nt_bop.c"	"378a34807645277090bf4b38556ea210502f79a898855b649b39d6c4ccc47f66"	"223"	"MS_bop_1"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000282"	"MVDM-ZERO-DEFINITION-008391"	"softpc.new/host/src/nt_bop.c"	"378a34807645277090bf4b38556ea210502f79a898855b649b39d6c4ccc47f66"	"236"	"MS_bop_1"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000283"	"MVDM-ZERO-DEFINITION-008391"	"softpc.new/host/src/nt_bop.c"	"378a34807645277090bf4b38556ea210502f79a898855b649b39d6c4ccc47f66"	"247"	"MS_bop_1"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000284"	"MVDM-ZERO-DEFINITION-008408"	"softpc.new/host/src/nt_bop.c"	"378a34807645277090bf4b38556ea210502f79a898855b649b39d6c4ccc47f66"	"692"	"MS_bop_D"	"ica_iret_hook_called"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-007586;MVDM-ZERO-DEFINITION-007588;MVDM-ZERO-DEFINITION-007591"	"softpc.new/base/system/ica.c:1772;softpc.new/base/system/ica.c:1804;softpc.new/base/system/ica.c:1859"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000285"	"MVDM-ZERO-DEFINITION-008412"	"softpc.new/host/src/nt_bop.c"	"378a34807645277090bf4b38556ea210502f79a898855b649b39d6c4ccc47f66"	"898"	"ISV_DeRegisterModule"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000286"	"MVDM-ZERO-DEFINITION-008413"	"softpc.new/host/src/nt_bop.c"	"378a34807645277090bf4b38556ea210502f79a898855b649b39d6c4ccc47f66"	"919"	"ISV_DispatchCall"	"TerminateVDM"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-009123;MVDM-ZERO-DEFINITION-009186;MVDM-ZERO-DEFINITION-009806"	"softpc.new/host/src/nt_reset.c:344;softpc.new/host/src/nt_term.c:71;v86/scaffold/i386/softpc.c:397"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000287"	"MVDM-ZERO-DEFINITION-008435"	"softpc.new/host/src/nt_com.c"	"56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32"	"389"	"host_com_open"	"ica_iret_hook_control"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-007587;MVDM-ZERO-DEFINITION-007590"	"softpc.new/base/system/ica.c:1784;softpc.new/base/system/ica.c:1847"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000288"	"MVDM-ZERO-DEFINITION-008437"	"softpc.new/host/src/nt_com.c"	"56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32"	"713"	"host_com_close"	"ica_iret_hook_control"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-007587;MVDM-ZERO-DEFINITION-007590"	"softpc.new/base/system/ica.c:1784;softpc.new/base/system/ica.c:1847"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000289"	"MVDM-ZERO-DEFINITION-008451"	"softpc.new/host/src/nt_com.c"	"56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32"	"1519"	"nt_poll_comms"	"com_recv_char"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-001732;MVDM-ZERO-DEFINITION-001734"	"softpc.new/base/comms/com.c:1519;softpc.new/base/comms/com.c:1581"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000290"	"MVDM-ZERO-DEFINITION-008459"	"softpc.new/host/src/nt_com.c"	"56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32"	"1907"	"host_com_EOI_hook"	"com_recv_char"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-001732;MVDM-ZERO-DEFINITION-001734"	"softpc.new/base/comms/com.c:1519;softpc.new/base/comms/com.c:1581"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000291"	"MVDM-ZERO-DEFINITION-008460"	"softpc.new/host/src/nt_com.c"	"56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32"	"1976"	"host_com_poll"	"com_recv_char"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-001732;MVDM-ZERO-DEFINITION-001734"	"softpc.new/base/comms/com.c:1519;softpc.new/base/comms/com.c:1581"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000292"	"MVDM-ZERO-DEFINITION-008464"	"softpc.new/host/src/nt_com.c"	"56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32"	"2157"	"EmptyRXBuffer"	"com_recv_char"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-001732;MVDM-ZERO-DEFINITION-001734"	"softpc.new/base/comms/com.c:1519;softpc.new/base/comms/com.c:1581"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
"MVDM-ZERO-CONDITIONAL-CALL-000293"	"MVDM-ZERO-DEFINITION-008723"	"softpc.new/host/src/nt_det.c"	"c58d15d58672440bf94e015f61a10b43311e601ae150dae5b1559f2399f9dadc"	"1276"	"syncVGAEmulationToHardware"	"do_new_cursor"	"conditional-variant-zero-targets"	"MVDM-ZERO-DEFINITION-007759;MVDM-ZERO-DEFINITION-008014"	"softpc.new/base/video/ega_prts.c:1638;softpc.new/base/video/vga_prts.c:562"	"historical compile-time/product alternatives; all targets are zero-degree definitions and none is a first-degree function candidate"
