candidate_id	caller_source_path	caller_source_sha256	caller_source_line	callee_spelling	global_original_definition_candidate_count	global_original_definition_packages	source_map_disposition
"MVDM-FIRST-REBASELINED-000001"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"58"	"strcpy"	"3"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000002"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"61"	"strcpy"	"3"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000003"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"92"	"_stricmp"	"4"	"admin/netui/common;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000004"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"93"	"strcpy"	"3"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000005"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"95"	"strcpy"	"3"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000008"	"bde/bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"376"	"strcpy"	"3"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000009"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"13"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000010"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"19"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000011"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"67"	"strcpy"	"3"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000012"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"68"	"OpenFile"	"3"	"base/mvdm/dos;base/win32/client;com/ole32/stg"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000013"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"71"	"strcpy"	"3"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000014"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"72"	"strcat"	"4"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000015"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"74"	"OpenFile"	"3"	"base/mvdm/dos;base/win32/client;com/ole32/stg"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000016"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"77"	"strcpy"	"3"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000017"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"78"	"strcat"	"4"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000018"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"80"	"OpenFile"	"3"	"base/mvdm/dos;base/win32/client;com/ole32/stg"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000019"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"87"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000020"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"96"	"_llseek"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000021"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"101"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000022"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"110"	"_llseek"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000023"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"115"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000024"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"173"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000025"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"184"	"_llseek"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000026"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"189"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000027"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"206"	"_llseek"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000028"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"211"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000029"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"230"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000030"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"243"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000031"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"293"	"strcpy"	"3"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000032"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"307"	"strcpy"	"3"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000033"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"308"	"strcat"	"4"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000034"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"310"	"OpenFile"	"3"	"base/mvdm/dos;base/win32/client;com/ole32/stg"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000035"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"328"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000036"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"331"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000037"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"336"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000038"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"339"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000039"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"343"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000040"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"346"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000041"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"349"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000042"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"352"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000043"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"355"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000044"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"358"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000045"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"361"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000046"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"364"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000047"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"369"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000048"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"372"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000049"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"380"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000050"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"383"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000051"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"401"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000052"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"404"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000053"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"415"	"_llseek"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000054"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"418"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000055"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"421"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000056"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"424"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000057"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"429"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000058"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"432"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000059"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"436"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000060"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"439"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000061"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"443"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000062"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"446"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000063"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"459"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000064"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"462"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000065"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"504"	"strcpy"	"3"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000066"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"512"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000067"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"515"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000068"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"523"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000069"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"562"	"strcpy"	"3"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000070"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"563"	"_strupr"	"2"	"admin/netui/common;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000071"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"574"	"strcpy"	"3"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000072"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"575"	"strcat"	"4"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000073"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"577"	"OpenFile"	"3"	"base/mvdm/dos;base/win32/client;com/ole32/stg"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000074"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"584"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000075"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"587"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000076"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"592"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000077"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"595"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000078"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"599"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000079"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"602"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000080"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"605"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000081"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"608"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000082"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"611"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000083"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"614"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000084"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"617"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000085"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"620"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000086"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"625"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000087"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"628"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000088"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"634"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000089"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"637"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000090"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"655"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000091"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"658"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000092"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"668"	"_llseek"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000093"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"671"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000094"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"674"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000095"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"677"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000096"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"682"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000097"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"685"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000098"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"689"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000099"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"692"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000100"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"696"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000101"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"699"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000102"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"713"	"_lread"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000103"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"716"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000104"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"730"	"_stricmp"	"4"	"admin/netui/common;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000105"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"735"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000106"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"741"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000107"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"749"	"strcpy"	"3"	"admin/netui/common;base/boot/veneer;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000108"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"750"	"_strupr"	"2"	"admin/netui/common;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000109"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"752"	"strstr"	"3"	"admin/netui/common;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000110"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"774"	"_lclose"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000111"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"883"	"GetExceptionCode"	"0"	""	"no-OpenNT-source-definition-candidate"
"MVDM-FIRST-REBASELINED-000112"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"17"	"ReadProcessMemory"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000113"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"34"	"WriteProcessMemory"	"1"	"base/win32/client"	"host-boundary-source-candidate-present"
"MVDM-FIRST-REBASELINED-000114"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"173"	"NtGetContextThread"	"1"	"base/ntos/ps"	"non-MVDM-OpenNT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000115"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"379"	"NtQueryInformationThread"	"1"	"base/ntos/ps"	"non-MVDM-OpenNT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000116"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"572"	"strchr"	"3"	"admin/netui/common;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000117"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"578"	"strchr"	"3"	"admin/netui/common;base/crts/crtw32"	"CRT-source-candidate-present"
"MVDM-FIRST-REBASELINED-000118"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"581"	"strchr"	"3"	"admin/netui/common;base/crts/crtw32"	"CRT-source-candidate-present"
