canonical_definition_id	raw_definition_id	source_path	source_sha256	source_line	linkage	raw_symbol	canonical_symbol	name_resolution	macro_definition_spelling	source_line_evidence	canonical_group_key	final_function_disposition	leaf_status
"MVDM-ZERO-CANONICAL-DEFINITION-005507"	"MVDM-ZERO-DEFINITION-005507"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"169"	"external-or-unspecified"	"L13_2771if_f"	"L13_2771if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L13_2771if_f L13_2771if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L13_2771if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005508"	"MVDM-ZERO-DEFINITION-005508"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"174"	"external-or-unspecified"	"S_2792_Chain4WordWrite_00000000_0000001e"	"S_2792_Chain4WordWrite_00000000_0000001e"	"raw-ctags-symbol"	""	"GLOBAL IUH S_2792_Chain4WordWrite_00000000_0000001e S_2792_Chain4WordWrite_00000000_0000001e(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:S_2792_Chain4WordWrite_00000000_0000001e"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005509"	"MVDM-ZERO-DEFINITION-005509"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"179"	"external-or-unspecified"	"L13_2772if_f"	"L13_2772if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L13_2772if_f L13_2772if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L13_2772if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005510"	"MVDM-ZERO-DEFINITION-005510"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"184"	"external-or-unspecified"	"L22_68if_f"	"L22_68if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_68if_f L22_68if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_68if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005511"	"MVDM-ZERO-DEFINITION-005511"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"189"	"external-or-unspecified"	"L22_69if_f"	"L22_69if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_69if_f L22_69if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_69if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005512"	"MVDM-ZERO-DEFINITION-005512"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"194"	"external-or-unspecified"	"S_2793_Chain4WordWrite_00000000_0000001f"	"S_2793_Chain4WordWrite_00000000_0000001f"	"raw-ctags-symbol"	""	"GLOBAL IUH S_2793_Chain4WordWrite_00000000_0000001f S_2793_Chain4WordWrite_00000000_0000001f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:S_2793_Chain4WordWrite_00000000_0000001f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005513"	"MVDM-ZERO-DEFINITION-005513"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"199"	"external-or-unspecified"	"L13_2773if_f"	"L13_2773if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L13_2773if_f L13_2773if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L13_2773if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005514"	"MVDM-ZERO-DEFINITION-005514"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"204"	"external-or-unspecified"	"S_2794_Chain4WordFill_00000000_00000008"	"S_2794_Chain4WordFill_00000000_00000008"	"raw-ctags-symbol"	""	"GLOBAL IUH S_2794_Chain4WordFill_00000000_00000008 S_2794_Chain4WordFill_00000000_00000008(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:S_2794_Chain4WordFill_00000000_00000008"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005515"	"MVDM-ZERO-DEFINITION-005515"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"209"	"external-or-unspecified"	"L13_2774if_f"	"L13_2774if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L13_2774if_f L13_2774if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L13_2774if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005516"	"MVDM-ZERO-DEFINITION-005516"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"214"	"external-or-unspecified"	"L22_70if_f"	"L22_70if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_70if_f L22_70if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_70if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005517"	"MVDM-ZERO-DEFINITION-005517"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"219"	"external-or-unspecified"	"L22_71if_f"	"L22_71if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_71if_f L22_71if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_71if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005518"	"MVDM-ZERO-DEFINITION-005518"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"224"	"external-or-unspecified"	"L22_72if_f"	"L22_72if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_72if_f L22_72if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_72if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005519"	"MVDM-ZERO-DEFINITION-005519"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"229"	"external-or-unspecified"	"L22_73if_f"	"L22_73if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_73if_f L22_73if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_73if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005520"	"MVDM-ZERO-DEFINITION-005520"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"234"	"external-or-unspecified"	"S_2795_Chain4WordFill_00000000_00000009"	"S_2795_Chain4WordFill_00000000_00000009"	"raw-ctags-symbol"	""	"GLOBAL IUH S_2795_Chain4WordFill_00000000_00000009 S_2795_Chain4WordFill_00000000_00000009(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:S_2795_Chain4WordFill_00000000_00000009"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005521"	"MVDM-ZERO-DEFINITION-005521"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"239"	"external-or-unspecified"	"L13_2775if_f"	"L13_2775if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L13_2775if_f L13_2775if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L13_2775if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005522"	"MVDM-ZERO-DEFINITION-005522"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"244"	"external-or-unspecified"	"S_2796_Chain44PlaneWordFill"	"S_2796_Chain44PlaneWordFill"	"raw-ctags-symbol"	""	"GLOBAL IUH S_2796_Chain44PlaneWordFill S_2796_Chain44PlaneWordFill(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:S_2796_Chain44PlaneWordFill"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005523"	"MVDM-ZERO-DEFINITION-005523"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"249"	"external-or-unspecified"	"L13_2776if_f"	"L13_2776if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L13_2776if_f L13_2776if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L13_2776if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005524"	"MVDM-ZERO-DEFINITION-005524"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"254"	"external-or-unspecified"	"L22_74w_t"	"L22_74w_t"	"raw-ctags-symbol"	""	"LOCAL IUH L22_74w_t L22_74w_t(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_74w_t"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005525"	"MVDM-ZERO-DEFINITION-005525"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"259"	"external-or-unspecified"	"L22_75w_d"	"L22_75w_d"	"raw-ctags-symbol"	""	"LOCAL IUH L22_75w_d L22_75w_d(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_75w_d"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005526"	"MVDM-ZERO-DEFINITION-005526"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"264"	"external-or-unspecified"	"S_2797_Chain4WordFill_00000000_0000000e"	"S_2797_Chain4WordFill_00000000_0000000e"	"raw-ctags-symbol"	""	"GLOBAL IUH S_2797_Chain4WordFill_00000000_0000000e S_2797_Chain4WordFill_00000000_0000000e(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:S_2797_Chain4WordFill_00000000_0000000e"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005527"	"MVDM-ZERO-DEFINITION-005527"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"269"	"external-or-unspecified"	"L13_2777if_f"	"L13_2777if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L13_2777if_f L13_2777if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L13_2777if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005528"	"MVDM-ZERO-DEFINITION-005528"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"274"	"external-or-unspecified"	"L22_76if_f"	"L22_76if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_76if_f L22_76if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_76if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005529"	"MVDM-ZERO-DEFINITION-005529"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"279"	"external-or-unspecified"	"L22_77if_f"	"L22_77if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_77if_f L22_77if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_77if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005530"	"MVDM-ZERO-DEFINITION-005530"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"284"	"external-or-unspecified"	"L22_78if_f"	"L22_78if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_78if_f L22_78if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_78if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005531"	"MVDM-ZERO-DEFINITION-005531"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"289"	"external-or-unspecified"	"L22_79if_f"	"L22_79if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_79if_f L22_79if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_79if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005532"	"MVDM-ZERO-DEFINITION-005532"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"294"	"external-or-unspecified"	"S_2798_Chain4WordFill_00000000_0000000f"	"S_2798_Chain4WordFill_00000000_0000000f"	"raw-ctags-symbol"	""	"GLOBAL IUH S_2798_Chain4WordFill_00000000_0000000f S_2798_Chain4WordFill_00000000_0000000f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:S_2798_Chain4WordFill_00000000_0000000f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005533"	"MVDM-ZERO-DEFINITION-005533"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"299"	"external-or-unspecified"	"L13_2778if_f"	"L13_2778if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L13_2778if_f L13_2778if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L13_2778if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005534"	"MVDM-ZERO-DEFINITION-005534"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"304"	"external-or-unspecified"	"S_2799_Chain4WordFill_00000000_00000010"	"S_2799_Chain4WordFill_00000000_00000010"	"raw-ctags-symbol"	""	"GLOBAL IUH S_2799_Chain4WordFill_00000000_00000010 S_2799_Chain4WordFill_00000000_00000010(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:S_2799_Chain4WordFill_00000000_00000010"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005535"	"MVDM-ZERO-DEFINITION-005535"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"309"	"external-or-unspecified"	"L13_2779if_f"	"L13_2779if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L13_2779if_f L13_2779if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L13_2779if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005536"	"MVDM-ZERO-DEFINITION-005536"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"314"	"external-or-unspecified"	"L22_80if_f"	"L22_80if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_80if_f L22_80if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_80if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005537"	"MVDM-ZERO-DEFINITION-005537"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"319"	"external-or-unspecified"	"L22_81if_f"	"L22_81if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_81if_f L22_81if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_81if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005538"	"MVDM-ZERO-DEFINITION-005538"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"324"	"external-or-unspecified"	"L22_82if_f"	"L22_82if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_82if_f L22_82if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_82if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005539"	"MVDM-ZERO-DEFINITION-005539"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"329"	"external-or-unspecified"	"L22_83if_f"	"L22_83if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_83if_f L22_83if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_83if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005540"	"MVDM-ZERO-DEFINITION-005540"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"334"	"external-or-unspecified"	"S_2800_Chain4WordFill_00000000_00000011"	"S_2800_Chain4WordFill_00000000_00000011"	"raw-ctags-symbol"	""	"GLOBAL IUH S_2800_Chain4WordFill_00000000_00000011 S_2800_Chain4WordFill_00000000_00000011(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:S_2800_Chain4WordFill_00000000_00000011"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005541"	"MVDM-ZERO-DEFINITION-005541"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"339"	"external-or-unspecified"	"L13_2780if_f"	"L13_2780if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L13_2780if_f L13_2780if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L13_2780if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005542"	"MVDM-ZERO-DEFINITION-005542"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"344"	"external-or-unspecified"	"S_2801_Chain4WordFill_00000000_00000016"	"S_2801_Chain4WordFill_00000000_00000016"	"raw-ctags-symbol"	""	"GLOBAL IUH S_2801_Chain4WordFill_00000000_00000016 S_2801_Chain4WordFill_00000000_00000016(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:S_2801_Chain4WordFill_00000000_00000016"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005543"	"MVDM-ZERO-DEFINITION-005543"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"349"	"external-or-unspecified"	"L13_2781if_f"	"L13_2781if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L13_2781if_f L13_2781if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L13_2781if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005544"	"MVDM-ZERO-DEFINITION-005544"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"354"	"external-or-unspecified"	"L22_84if_f"	"L22_84if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_84if_f L22_84if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_84if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005545"	"MVDM-ZERO-DEFINITION-005545"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"359"	"external-or-unspecified"	"L22_85if_f"	"L22_85if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_85if_f L22_85if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_85if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005546"	"MVDM-ZERO-DEFINITION-005546"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"364"	"external-or-unspecified"	"L22_86if_f"	"L22_86if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_86if_f L22_86if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_86if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005547"	"MVDM-ZERO-DEFINITION-005547"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"369"	"external-or-unspecified"	"L22_87if_f"	"L22_87if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_87if_f L22_87if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_87if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005548"	"MVDM-ZERO-DEFINITION-005548"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"374"	"external-or-unspecified"	"S_2802_Chain4WordFill_00000000_00000017"	"S_2802_Chain4WordFill_00000000_00000017"	"raw-ctags-symbol"	""	"GLOBAL IUH S_2802_Chain4WordFill_00000000_00000017 S_2802_Chain4WordFill_00000000_00000017(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:S_2802_Chain4WordFill_00000000_00000017"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005549"	"MVDM-ZERO-DEFINITION-005549"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"379"	"external-or-unspecified"	"L13_2782if_f"	"L13_2782if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L13_2782if_f L13_2782if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L13_2782if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005550"	"MVDM-ZERO-DEFINITION-005550"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"384"	"external-or-unspecified"	"S_2803_Chain4WordFill_00000000_00000018"	"S_2803_Chain4WordFill_00000000_00000018"	"raw-ctags-symbol"	""	"GLOBAL IUH S_2803_Chain4WordFill_00000000_00000018 S_2803_Chain4WordFill_00000000_00000018(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:S_2803_Chain4WordFill_00000000_00000018"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005551"	"MVDM-ZERO-DEFINITION-005551"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"389"	"external-or-unspecified"	"L13_2783if_f"	"L13_2783if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L13_2783if_f L13_2783if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L13_2783if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005552"	"MVDM-ZERO-DEFINITION-005552"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"394"	"external-or-unspecified"	"L22_88if_f"	"L22_88if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_88if_f L22_88if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_88if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005553"	"MVDM-ZERO-DEFINITION-005553"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"399"	"external-or-unspecified"	"L22_89if_f"	"L22_89if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_89if_f L22_89if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_89if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005554"	"MVDM-ZERO-DEFINITION-005554"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"404"	"external-or-unspecified"	"L22_90if_f"	"L22_90if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_90if_f L22_90if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_90if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005555"	"MVDM-ZERO-DEFINITION-005555"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"409"	"external-or-unspecified"	"L22_91if_f"	"L22_91if_f"	"raw-ctags-symbol"	""	"LOCAL IUH L22_91if_f L22_91if_f(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:L22_91if_f"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-005556"	"MVDM-ZERO-DEFINITION-005556"	"softpc.new/base/cvidc/sevid022.c"	"77a85b38f42c0ecc7c7387b5b3226b782dc2ee3e103c0738f7aa5013146aefe7"	"414"	"external-or-unspecified"	"S_2804_Chain4WordFill_00000000_00000019"	"S_2804_Chain4WordFill_00000000_00000019"	"raw-ctags-symbol"	""	"GLOBAL IUH S_2804_Chain4WordFill_00000000_00000019 S_2804_Chain4WordFill_00000000_00000019(IUH,v1,IUH,v2,IUH,v3,IUH,v4)"	"linkable:S_2804_Chain4WordFill_00000000_00000019"	"not-host-runtime"	"non-leaf"
