root	relative_path	size_bytes	sha256	file_class	source_series	final_disposition	staged_destination	provenance_reference
mvdm-guest	dos/v86/doskrnl/bios/msinit.OBJ	930	f98c55ee77c05c7f3f4e3efcb4de9cd994cbce135258c7b1ca562b7b2da5ff59	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/msint13.asm	4753	0eded1f8dfadb5b6229bdf69d9a5b155567a335bda95c8b4f7397e92961663df	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/msint13.OBJ	855	70fbf3387262cfcc73f0768958ca58a7f87932a0c846fb12b61be985fbe7c2a7	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/ntio.map	14953	0a342fbfec58a28cb1142a26d532835c1095b6325e36258efa3d89d5c1802a71	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/ntio.sym	3636	153c3779c0ca0d379d0503509fecfeedfd8ac181c78e53beb98d5dd5f6902846	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/NTIO.SYS	33792	cfc8be16576bb6acd16bb8fc9b2d9a080f544bbfdd2d2d2df07ed908b3ab4937	binary-product	selected-original-mirror	runtime-media	mvdm/NTIO.SYS	m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/spcemm.asm	4223	554d8ff28331a4bce69d99551c9640e62e32718c437926befb17cbe72d831f9d	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/spcemm.OBJ	695	23322c9aed67cfe13369cdbfcd11e1e17ce20064e5b2b6808dafa91f6fb62d4c	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/spckbd.asm	62854	88b642477594da7d51d1f20bec5dc0ac93d9ea7c0a6b862fa69ec4c15c59c6f0	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/spckbd.OBJ	5499	e1beca01143c4a2c4995dd24f38212372c81d9fcbef5565e4ab3c159e1159722	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/spcmse_4.asm	217165	eb5dc7db25a652b0f87e2247931bbd50e4911fb70236a8277b28267d19ae4f3f	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/spcmse_4.OBJ	21292	2ffb932310fbd40440da61004ea91385c8066f40d36a3c847a5db944039a5ae7	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/sysconf.asm	96078	60bba5ffc49c7c995a33819ce6bc1d3111a4a693b7972d81bb3b146f600bcd7e	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/sysconf.OBJ	13380	01247ac26d6cbc5861be672d48ee83eddf234ec374862ab9d904fac93ff70224	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/sysimes.asm	637	c78fd2ddb0e2fc5683d3054ca426976a1dffd72e2adfbbf19a7eea345dc3cf8a	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/sysimes.OBJ	980	da6e044ef3e5f373799e683f7ebb167f070608263cded11bdc02a33a144710c1	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/sysinit1.asm	99570	0a0126881dfb6a487d8702bc90c248b57a4079ac1c13452861c5b4f4d5e4b37a	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/sysinit1.OBJ	10452	3c5e1fceb3edb848016e6ef17ce60c7f03f0143510c48ec7c99a8216390b9be8	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/sysinit2.asm	34526	3b05b35c6c555adb68301dab7df1e3cc886ca160068366326e3d1c88643a37e8	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/bios/sysinit2.OBJ	3951	c646423c0dc21d9b487d1f6916bcd24851f9c1c7ad4215e2978fb91ec2ab3a73	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/abort.asm	3781	d24922a1d75bd941716e171179f016c1bb0ec412528046ea0c4bfb6c68abb53c	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/abort.OBJ	466	ccadf2c33163bc574dfa9cbc8e2cd834e74fdf9486fe708e17dcbfacbf5de599	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/alloc.asm	19846	9b84454f4b4f5371c8b8de1525d378b5108b9514bab9215761cbce28ba7aa249	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/alloc.OBJ	1626	339bf9277c6074d778431fa3f500fabf5a014153224b218fe64188e28fe4f7f9	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/cpmio.asm	25175	ed409d5deee8a5b1764f8187cf4161c5d594b9630ee5032e8f97748b9c45e116	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/cpmio.OBJ	2031	a89b2176d782734cc54b223cc3eb4b0e6bd1169b43f148934afe5c621f3184d0	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/cpmio2.asm	8035	be1c1ac94665ee5a222ec215a8cb7bfa2cf9c5383168128b0ddb90eac072a1a0	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/cpmio2.OBJ	1092	b4e023dfa545138c0297f10fc6b1baf93cb58f13e478897e879f1ca2b66d3eb0	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/crit.asm	2422	425d8fec7aeb45964595b33f3cdebb7dfd615e1ee76cc5fe631566a5d2acb8cc	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/dev.asm	14613	92b7f0452900116416e92aaa43b2eb42800878b75b00582b988925ce6ab88826	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/dev.OBJ	1707	fb32427d230483a215b7f45e5b6fe9aae82b7b7bcaeac7f7cef9235ae7a2ae1c	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/dir2.asm	38124	99c0448c781c6e521524aed7b0d565cc41f3201111163fce2d983a6207e59821	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/dir2.OBJ	1085	9c564ffab762de535496052f1dbc40c19d63b8e4d4ff30cf1342201c31442b4a	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/disk.asm	21656	e312fd70517e5101302215cbf37074b5f50eb20efe5303a79f7c9f17376e1845	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/disk.OBJ	1985	a00cb9ce1aa0618050c592c0eaf33643b9830ed3495bf3e78975f88fc00768d0	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/dispatch.txt	8203	75775d3a6eecd745546672516db56db42c54891a5a0c8e02bcd81048b0043f40	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/divmes.inc	431	4635ff455355c3c152d361972b7a599c14d25e33eae754f7eb983c75a8319f11	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/dos.tag	10248	914d6830589543211f0aa3959eafa484795ea9d6b796acd3819b16cea67c6f2a	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/dosmes.inc	8083	5278bfe57c6598113b6bd89a7fa69bc36423e375302266cde4f8b02c0a593608	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/dostab.asm	28637	b87ffb0c02bb7941bbcf07363b22601f090de5f26e52fe4282336710dc774bb0	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/dup.asm	1606	84fc63a07997b1f2e5107af784eaa26bb827189cd92c177231af1d8643719823	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/dup.OBJ	291	5358fd318f85a3b52e03aa9fb263fcf44a9472fbc7efbba576872aa221b81b02	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/exepatch.asm	23721	17ede81998c879d8977c3aa685736c01b15d859fad1465cd228c55072ece5d59	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/exepatch.OBJ	1675	025d56ed63d7d551398ef65c636d0a4cc5caab635b6f44fee6ef9abccfd428d3	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/fcb.asm	16275	5cec98077ce05b711aafc52f1ad2c1bb72c4845df272c4dc627355e9684d549c	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/fcb.OBJ	1027	53d695eb3ba05d02663572be33d1c34382122459eb0df67e378f15cfae525be8	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/fcbio.asm	43081	363de101bffcbad8cb4ff2b0396ea29ac3e6d307019ae21d66f899df075d435e	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/fcbio.OBJ	2283	a0d5d426dd7d41e335be916ba3c9f37d3416feb96d533d86ef57d91fd46857b8	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/fcbio2.asm	23172	696f568e39cda84e01075dddb49df84ffaf9f111b56150d01da4fed206b19b5d	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/fcbio2.OBJ	2113	9b2905bfaac1b14c71048b7d5308a623ff7db38356a46cd840d6a7d64e265100	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/file.asm	26735	09f6f2e06f14754cfe069335906d26676ab5538c7c569a33b2d62e052fcd633e	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/file.OBJ	2957	296e7be233e18c042605cd17f675ee3383ec2c0a3ae2447f64b1a2709bf06a4f	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/getset.asm	28393	ec72b7bd0fd4e84d0f592e67896123db98f0fb2a12171356b71388bc0970ac35	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/getset.OBJ	2206	f2fc30fd46cf44a583cedafbf1381549895c84eefbab9326200d8070acc780fc	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/handle.asm	31929	c323c9d038460bc6a206d4cef1ff2fdc47151fc3e7ea8eda2db4224170771321	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/handle.OBJ	2374	4f451912b0ab3a0735e626597202094cf85216179c8b3915464b70380a60ebda	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/ioctl.asm	20742	8dc2168299012c24a663035ca655ac14169dbee494858cbdc895e60df7b8d8fa	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/ioctl.OBJ	1596	ff4fc463601b3b95094fe5a12813022ec6e99313b45c73e5091817b2c48fd46b	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/kstrin.asm	19270	87e53bbdf5c3b218ec0ecd8cb7384165cbdc094390642a230afb2146aa46ecfc	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/lock.asm	4448	da0824bc6c56e0ed73b9ccd49522c95268d5b6e86e627b50c7a7f3fa648da3fe	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/lock.OBJ	463	f56258ebf872f90be81dc4491b35ea7b102b00ed9674467e506bd13ed1ca1a77	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/macro.asm	15540	f539e62f8b1317b1d97b7c664bbf0262dc16f3591614209818f44d092c06e5f0	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/macro.OBJ	1037	82aecac1688527a69a5652f382ea3b1b4fb99b237f536b40733b6a78d867046f	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/macro2.asm	33724	4535001b614701cece712a6d10f35f90c714d3f480a163116f3e20cc2862aa89	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/macro2.OBJ	2310	73542f1f9c07e3fe0929876a37a809d0d5351fe68ac28d0d3d7bae1da5f53d2d	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/makedos.cmd	140	c9cf63e808001245efbce6f4791ce9326d320e06930d398a885a00c05c4289e1	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/makefile	14484	4bfc3320f1f519fd3ec2e851ffa28e7f633e3594d6e17f4fe3e5f7183da57d3e	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/misc.asm	25054	68ea572d52887bb36267648922ecbf63aa7b9a533b3f9f626f26882ad4550b70	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/misc.OBJ	2184	5a591e15c0d774d6d8f6f26a2991c51e888eb3d07dce362b625c401f0cac3101	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/misc2.asm	18008	ffef367d852cb5cced423c9a5c4d03c4107958f13861c434aa4c81e6afeb7e66	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/misc2.OBJ	1205	cf1c7922c612ff6f7f779336527c4727fecdad3728e7b07690a95971eea4d4aa	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/mscode.asm	34335	59f4903be6456362ede5c53fa49a31805946f5411e0a6960b0a89257a5c7d569	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/mscode.OBJ	2716	af0d393c99bf7a00572d37eeed6bf7fd313f3ec7acad2278ad7ce85cbbb02494	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/msconst.asm	9355	10c27abb77c44fa457d2b926a214a33c09f8ea83d242bd2027258ef522f519f2	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/msctrlc.asm	27278	8d1b22b12a10eade8b6cf83276be13ac9e13971f3f83eeac3961ad8b3aa9120c	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/msctrlc.OBJ	3622	5b4232b5a6c703b0ba3c0e3ba60bb95b4a62bcfb4ef18b576a7323e63ed18a72	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/msdata.asm	721	4c9849974de6ba9a9fac5529c6d7c1832e3f88b53adcef04dfc67490ff4f7757	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/msdata.OBJ	9327	dfa972622f7b5c78e363f5e3fdf54069e6f7b92dc1692fe43044df8564e5a260	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/msdisp.asm	22127	2ce748a58c20c8619fc9be08b8ce91f039d17e41e4343963124042264dd14985	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/msdisp.OBJ	2023	18f501c328e44d5c9595be52662b3efa97e6b75e7a075510281edca72ad9a880	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/MSDOS.CL1	90	12b8032cd71b9026b0aa7f3cddd98b896d5a84c091f9bb1597d4033262238153	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/MSDOS.CL2	100	eb2759bc8c8db4a665b6383ec98b53afc98c67a41e9b8aab309109504909711b	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/MSDOS.CL3	212	e6312a30fa572b0ada935d76c8c306856e6d4eeb561c2f67f9deead57d97f475	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/MSDOS.CL4	186	6bb4f994e388db32d50000eec3064e09d6940f20fd408eb26605a03f05e625a9	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/msdos.lnk	956	828ff652663f3999f8fa75311ed31398c8e0138f93cee86f38a6f36ca9a9d840	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/msdos.skl	531	a5605f538cce0c44d6eee650a50cc82b991e4f5743d804e9abe17e12c6e27a9a	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/msdosme.asm	252	f54fedd4c705cf1e9a8f037685e4099398e047300ddbcd50591ac5480298508e	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/msdosme.OBJ	955	96c04a44b86e902547e992d72ed0bdd5ad814deb8a06c01e86fd62e6fe9ecd4b	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/msinit.asm	45388	5b0f2e3e9fe9c083b8cf03e4307e9a90bddacddad22176062c59a314b8c46620	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/msinit.OBJ	3441	7b446ac14bce046416e8002f404c6a283b06db9b56f3640429fbb7d08d3bf4a9	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/msioctl.asm	128	1a14342738b6940fb9d7e659757b91ee412617dbc9b1607aaa9cfeee285a0092	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/msproc.asm	47003	8ef142f6940ebd00bb88a2f9fbfe73ff29842d630e96282101390e19c752c492	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/msproc.OBJ	4598	e3291c4209b0b124b1ffc1047520540ff9758039d1aac4cff17493930ce2f532	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/mssw.asm	698	d243f21c8ff51e4368c87b97e4ad336b0b00747ae123c29e1ec079f9a066f17d	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/mstable.asm	21852	58aeaa1cb208ea1a661f13df7124e964e8030cb52ba5a20ca295c2bb39c59a65	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/mstable.OBJ	5512	fc21fcf9538eae969cd820fe66f58ec3e223fc695b370a95f039ac11aa268e74	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/NTDOS.BIN	36642	25218fe6ba1a1c420448c2f2e0346481736a588553747276f950079e4a2df92c	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/NTDOS.MAP	42961	8abbcdda3e564b2b153ac9bb7fa795837a9e80a14bf0201d5aea2246d2e39171	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/ntdos.sym	10916	d18a0fff6e8f41a086eefbdd969a41e2d48ea5e321019089e4067386741f897e	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/NTDOS.SYS	27858	957662320654ad5251c3a8b228a5dadec28aa65dddbcba38c3658a6e7f93bc84	binary-product	selected-original-mirror	runtime-media	mvdm/NTDOS.SYS	m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/open.asm	10394	afef241b942235a59ce22f2ab5fd50cb1690c7cb244119b22204ee57521dd81c	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/open.OBJ	837	acbb32f8869af8d81b78dc45f515e3477985793fce5d79d8c13bf1a4967c131d	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/origin.asm	521	862c02abb7bf5c8913c4572606d06efa56002d57df573f7b91b6d23e0522802e	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/origin.OBJ	139	f1e2c7c02d42661d0438bbc338409a9f2d9b7fb60fd01c1b86e5e6b9ce3653ce	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/parse.asm	1703	9027269459eff80277d3c4ad8b965c229c893dcaed50938da649ed46bc21ec0f	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/parse.OBJ	237	30da54fce071d12f2342525099942c0e4b6a1fd9ce5aacef6616225b34d11002	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/path.asm	11127	bd111f35ad06774100f4fd0b1d299390b4a221a8fd716ca136ffaab9d8082be9	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/path.OBJ	1118	773c881a70ad0cda95a75ec3e4caa6f81d8df367efe3e487259f6667815ad529	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/scnam.inc	6134	9309eba70b5aba0bb7ccb8278496300072c1872396d384422ee4346e48a1c44e	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/search.asm	8712	9f97747f4be83e5c0240b48c83ed2e350d46cfd8432c9176fc5ae76365e51ff3	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/doskrnl/dos/search.OBJ	1067	0a6f27dd3862f947796d05c62348c70807784ca69a8b55deb47a83b50f6f796e	build-intermediate	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
