root	relative_path	size_bytes	sha256	file_class	source_series	final_disposition	staged_destination	provenance_reference
mvdm-guest	bin86/regedit.hlp	22681	1e857dcc7e9ea31b6b8232c8b5f973cbe2dffbdbca649756d2a77c520b1020e6	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	bin86/system.ini	219	6f533ccc79227e38f18bfc63bfc961ef4d3ee0e2bf33dd097ccf3548a12b743b	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	bin86/ver.dll	9008	6d03cf1e31748149b6d34725e293c5ee4f3bd7ddebe526285fe7ba41a1d1f5b4	binary-product	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	bin86/winhelp.exe	256192	47626dffe7795d7ee6ef9bfb057c398b37b21d397caa5ab0cad7e7dffb643170	binary-product	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	bin86/write.hlp	36929	b6b131a2fc1fcb7ad69ea7404fa35b46cf21549913293f3d412708fa8c138f67	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/cmd/append/append.asm	106619	1f1538cb6307d8b67eaf46ffa5c3134c15d6fb884225d9fbf1f02046abfa078d	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/cmd/append/APPEND.CL1	1284	17284f8980cac891554180fbedf53e295686fd268aff103eba3c2d967b0ff065	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/cmd/append/APPEND.CL2	1281	4d7debffaff48325ed12f0657e2bc1201e9a110bc0d51d7a50275c8eb2c148c7	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/cmd/append/APPEND.CLA	7053	3644227ad23abde4e58f4c7c50fd26812e7526408823ccaf756ccb24658644e4	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/cmd/append/APPEND.CLB	1940	17cdb69c2e6f1358cd473f0f0cb6a273e5cff464ff81f317c64a72bc25af503e	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/cmd/append/APPEND.CTL	19	c8135c859384a180aa9e1d97a713e07661db1675529794f649115a3f6e9f7c66	source-resource-or-control	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
mvdm-guest	dos/v86/cmd/append/append.exe	10790	73d6928246f369aac5de742e149196bf4dc3b5801a6effeed6d014e52841d0ac	binary-product	selected-original-mirror	mirror-not-current-stage		m0-t274/m0-t297 guest carry manifests
