one_ledger1_identity	caller_zero_identity	caller_physical_identity	caller_source_root	caller_source_path	caller_source_sha256	caller_definition_line	caller_symbol	caller_linkage	call_source_line	callee_spelling	call_form	zero_binding	zero_definition_candidates	next_action	boundary
"MVDM-HOST-ONE1-000021"	"MVDM-HOST-ZERO1-000017"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeheap.c|d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a|43|GetSegmentOwnerInfo"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"43"	"GetSegmentOwnerInfo"	"externally-linkable"	"93"	"strcpy"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000022"	"MVDM-HOST-ZERO1-000017"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeheap.c|d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a|43|GetSegmentOwnerInfo"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"43"	"GetSegmentOwnerInfo"	"externally-linkable"	"95"	"strcpy"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000023"	"MVDM-HOST-ZERO1-000017"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeheap.c|d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a|43|GetSegmentOwnerInfo"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"43"	"GetSegmentOwnerInfo"	"externally-linkable"	"101"	"ReadWordSafe"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000024"	"MVDM-HOST-ZERO1-000018"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeheap.c|d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a|115|CheckGlobalHeap"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"115"	"CheckGlobalHeap"	"externally-linkable"	"127"	"ReadWord"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000025"	"MVDM-HOST-ZERO1-000018"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeheap.c|d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a|115|CheckGlobalHeap"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"115"	"CheckGlobalHeap"	"externally-linkable"	"133"	"ReadWord"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000026"	"MVDM-HOST-ZERO1-000018"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeheap.c|d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a|115|CheckGlobalHeap"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"115"	"CheckGlobalHeap"	"externally-linkable"	"139"	"ReadGNode32"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000027"	"MVDM-HOST-ZERO1-000019"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeheap.c|d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a|159|FindHeapEntry"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"159"	"FindHeapEntry"	"externally-linkable"	"181"	"ReadWord"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000028"	"MVDM-HOST-ZERO1-000019"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeheap.c|d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a|159|FindHeapEntry"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"159"	"FindHeapEntry"	"externally-linkable"	"198"	"ReadGNode32"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000029"	"MVDM-HOST-ZERO1-000019"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeheap.c|d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a|159|FindHeapEntry"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"159"	"FindHeapEntry"	"externally-linkable"	"214"	"ReadWord"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000030"	"MVDM-HOST-ZERO1-000019"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeheap.c|d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a|159|FindHeapEntry"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"159"	"FindHeapEntry"	"externally-linkable"	"221"	"ReadGNode32"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000031"	"MVDM-HOST-ZERO1-000020"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeheap.c|d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a|269|DumpGHeap"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"269"	"DumpGHeap"	"externally-linkable"	"278"	"GetContext"	"direct-named-call"	"zero-ledger1-binding-ambiguous"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|103|GetContext;O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|129|GetContext"	"resolve physical zero-ledger1 binding before treating as a first-degree external function"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000032"	"MVDM-HOST-ZERO1-000020"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeheap.c|d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a|269|DumpGHeap"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"269"	"DumpGHeap"	"externally-linkable"	"280"	"GetNextToken"	"direct-named-call"	"zero-ledger1-binding-ambiguous"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|544|GetNextToken;O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|511|GetNextToken"	"resolve physical zero-ledger1 binding before treating as a first-degree external function"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000033"	"MVDM-HOST-ZERO1-000020"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeheap.c|d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a|269|DumpGHeap"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeheap.c"	"d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a"	"269"	"DumpGHeap"	"externally-linkable"	"300"	"GetInfoFromSelector"	"direct-named-call"	"zero-ledger1-binding-ambiguous"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|428|GetInfoFromSelector;O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|395|GetInfoFromSelector"	"resolve physical zero-ledger1 binding before treating as a first-degree external function"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000034"	"MVDM-HOST-ZERO1-000021"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|26|DumpMemory"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"26"	"DumpMemory"	"externally-linkable"	"42"	"GetContext"	"direct-named-call"	"zero-ledger1-binding-ambiguous"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|103|GetContext;O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|129|GetContext"	"resolve physical zero-ledger1 binding before treating as a first-degree external function"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000035"	"MVDM-HOST-ZERO1-000021"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|26|DumpMemory"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"26"	"DumpMemory"	"externally-linkable"	"44"	"GetNextToken"	"direct-named-call"	"zero-ledger1-binding-ambiguous"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|544|GetNextToken;O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|511|GetNextToken"	"resolve physical zero-ledger1 binding before treating as a first-degree external function"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000036"	"MVDM-HOST-ZERO1-000021"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|26|DumpMemory"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"26"	"DumpMemory"	"externally-linkable"	"49"	"ParseIntelAddress"	"direct-named-call"	"zero-ledger1-binding-ambiguous"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|561|ParseIntelAddress;O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|721|ParseIntelAddress"	"resolve physical zero-ledger1 binding before treating as a first-degree external function"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000037"	"MVDM-HOST-ZERO1-000021"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|26|DumpMemory"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"26"	"DumpMemory"	"externally-linkable"	"53"	"GetNextToken"	"direct-named-call"	"zero-ledger1-binding-ambiguous"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|544|GetNextToken;O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|511|GetNextToken"	"resolve physical zero-ledger1 binding before treating as a first-degree external function"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000038"	"MVDM-HOST-ZERO1-000021"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|26|DumpMemory"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"26"	"DumpMemory"	"externally-linkable"	"60"	"GetInfoFromSelector"	"direct-named-call"	"zero-ledger1-binding-ambiguous"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|428|GetInfoFromSelector;O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|395|GetInfoFromSelector"	"resolve physical zero-ledger1 binding before treating as a first-degree external function"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000039"	"MVDM-HOST-ZERO1-000021"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|26|DumpMemory"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"26"	"DumpMemory"	"externally-linkable"	"60"	"GetIntelBase"	"direct-named-call"	"zero-ledger1-binding-ambiguous"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|226|GetIntelBase;O:\repos.external\OpenNT\base\mvdm|ieuvddex/pmode.c|30187f0832c3ea0bc1933321fb247eec4b6d3d2a4749ad05375dd44409be0349|256|GetIntelBase;O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|251|GetIntelBase"	"resolve physical zero-ledger1 binding before treating as a first-degree external function"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000040"	"MVDM-HOST-ZERO1-000021"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|26|DumpMemory"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"26"	"DumpMemory"	"externally-linkable"	"78"	"ReadByteSafe"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000041"	"MVDM-HOST-ZERO1-000021"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|26|DumpMemory"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"26"	"DumpMemory"	"externally-linkable"	"83"	"ReadByteSafe"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000042"	"MVDM-HOST-ZERO1-000021"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|26|DumpMemory"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"26"	"DumpMemory"	"externally-linkable"	"84"	"isprint"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000043"	"MVDM-HOST-ZERO1-000021"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|26|DumpMemory"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"26"	"DumpMemory"	"externally-linkable"	"94"	"ReadWordSafe"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000044"	"MVDM-HOST-ZERO1-000021"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|26|DumpMemory"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"26"	"DumpMemory"	"externally-linkable"	"99"	"ReadDwordSafe"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000045"	"MVDM-HOST-ZERO1-000022"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|113|DumpRegs"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"113"	"DumpRegs"	"externally-linkable"	"118"	"GetContext"	"direct-named-call"	"zero-ledger1-binding-ambiguous"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|103|GetContext;O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|129|GetContext"	"resolve physical zero-ledger1 binding before treating as a first-degree external function"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000046"	"MVDM-HOST-ZERO1-000023"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|184|ListModules"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"184"	"ListModules"	"externally-linkable"	"191"	"GetContext"	"direct-named-call"	"zero-ledger1-binding-ambiguous"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|103|GetContext;O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|129|GetContext"	"resolve physical zero-ledger1 binding before treating as a first-degree external function"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000047"	"MVDM-HOST-ZERO1-000023"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|184|ListModules"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"184"	"ListModules"	"externally-linkable"	"193"	"GetNextToken"	"direct-named-call"	"zero-ledger1-binding-ambiguous"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|544|GetNextToken;O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|511|GetNextToken"	"resolve physical zero-ledger1 binding before treating as a first-degree external function"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000048"	"MVDM-HOST-ZERO1-000023"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|184|ListModules"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"184"	"ListModules"	"externally-linkable"	"201"	"FindHeapEntry"	"direct-named-call"	"zero-ledger1-binding-ambiguous"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeheap.c|d681e9c5c124705aa2eabf999b0038d5409f6f9bbea964d9ed100548c6ae6c7a|159|FindHeapEntry;O:\repos.external\OpenNT\base\mvdm|vdmexts/heap.c|3e4544bbd3030ea995b0d79c91ad34a45c6a022f8e67c69060454049b3489d8f|200|FindHeapEntry"	"resolve physical zero-ledger1 binding before treating as a first-degree external function"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000049"	"MVDM-HOST-ZERO1-000023"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|184|ListModules"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"184"	"ListModules"	"externally-linkable"	"203"	"GetInfoFromSelector"	"direct-named-call"	"zero-ledger1-binding-ambiguous"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|428|GetInfoFromSelector;O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|395|GetInfoFromSelector"	"resolve physical zero-ledger1 binding before treating as a first-degree external function"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000050"	"MVDM-HOST-ZERO1-000024"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|221|DumpDescriptor"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"221"	"DumpDescriptor"	"externally-linkable"	"230"	"GetContext"	"direct-named-call"	"zero-ledger1-binding-ambiguous"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|103|GetContext;O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|129|GetContext"	"resolve physical zero-ledger1 binding before treating as a first-degree external function"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-000051"	"MVDM-HOST-ZERO1-000024"	"O:\repos.external\OpenNT\base\mvdm|bde/bdemisc.c|0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b|221|DumpDescriptor"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"221"	"DumpDescriptor"	"externally-linkable"	"232"	"GetNextToken"	"direct-named-call"	"zero-ledger1-binding-ambiguous"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|544|GetNextToken;O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|511|GetNextToken"	"resolve physical zero-ledger1 binding before treating as a first-degree external function"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
