"edge_id"	"caller_file_id"	"caller_path"	"caller_package"	"source_line"	"delimiter"	"include_spelling"	"textual_resolution"	"resolved_selected_path"	"resolved_selected_package"	"evidence"
"MVDM-INCLUDE-01516"	"MVDM-FILE-0473"	"softpc.new/base/ccpu386/lidt.c"	"softpc.new"	"18"	"<"	"c_addr.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lidt.c:18"
"MVDM-INCLUDE-01517"	"MVDM-FILE-0473"	"softpc.new/base/ccpu386/lidt.c"	"softpc.new"	"19"	"<"	"c_bsic.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lidt.c:19"
"MVDM-INCLUDE-01518"	"MVDM-FILE-0473"	"softpc.new/base/ccpu386/lidt.c"	"softpc.new"	"20"	"<"	"c_prot.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lidt.c:20"
"MVDM-INCLUDE-01519"	"MVDM-FILE-0473"	"softpc.new/base/ccpu386/lidt.c"	"softpc.new"	"21"	"<"	"c_seg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lidt.c:21"
"MVDM-INCLUDE-01520"	"MVDM-FILE-0473"	"softpc.new/base/ccpu386/lidt.c"	"softpc.new"	"22"	"<"	"c_stack.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lidt.c:22"
"MVDM-INCLUDE-01521"	"MVDM-FILE-0473"	"softpc.new/base/ccpu386/lidt.c"	"softpc.new"	"23"	"<"	"c_xcptn.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lidt.c:23"
"MVDM-INCLUDE-01522"	"MVDM-FILE-0473"	"softpc.new/base/ccpu386/lidt.c"	"softpc.new"	"24"	"<"	"c_reg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lidt.c:24"
"MVDM-INCLUDE-01523"	"MVDM-FILE-0473"	"softpc.new/base/ccpu386/lidt.c"	"softpc.new"	"25"	"<"	"lidt.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lidt.c:25"
"MVDM-INCLUDE-01524"	"MVDM-FILE-0475"	"softpc.new/base/ccpu386/lldt.c"	"softpc.new"	"13"	"<"	"insignia.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lldt.c:13"
"MVDM-INCLUDE-01525"	"MVDM-FILE-0475"	"softpc.new/base/ccpu386/lldt.c"	"softpc.new"	"15"	"<"	"host_def.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lldt.c:15"
"MVDM-INCLUDE-01526"	"MVDM-FILE-0475"	"softpc.new/base/ccpu386/lldt.c"	"softpc.new"	"16"	"<"	"xt.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lldt.c:16"
"MVDM-INCLUDE-01527"	"MVDM-FILE-0475"	"softpc.new/base/ccpu386/lldt.c"	"softpc.new"	"17"	"<"	"c_main.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lldt.c:17"
"MVDM-INCLUDE-01528"	"MVDM-FILE-0475"	"softpc.new/base/ccpu386/lldt.c"	"softpc.new"	"18"	"<"	"c_addr.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lldt.c:18"
"MVDM-INCLUDE-01529"	"MVDM-FILE-0475"	"softpc.new/base/ccpu386/lldt.c"	"softpc.new"	"19"	"<"	"c_bsic.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lldt.c:19"
"MVDM-INCLUDE-01530"	"MVDM-FILE-0475"	"softpc.new/base/ccpu386/lldt.c"	"softpc.new"	"20"	"<"	"c_prot.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lldt.c:20"
"MVDM-INCLUDE-01531"	"MVDM-FILE-0475"	"softpc.new/base/ccpu386/lldt.c"	"softpc.new"	"21"	"<"	"c_seg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lldt.c:21"
"MVDM-INCLUDE-01532"	"MVDM-FILE-0475"	"softpc.new/base/ccpu386/lldt.c"	"softpc.new"	"22"	"<"	"c_stack.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lldt.c:22"
"MVDM-INCLUDE-01533"	"MVDM-FILE-0475"	"softpc.new/base/ccpu386/lldt.c"	"softpc.new"	"23"	"<"	"c_xcptn.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lldt.c:23"
"MVDM-INCLUDE-01534"	"MVDM-FILE-0475"	"softpc.new/base/ccpu386/lldt.c"	"softpc.new"	"24"	"<"	"c_reg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lldt.c:24"
"MVDM-INCLUDE-01535"	"MVDM-FILE-0475"	"softpc.new/base/ccpu386/lldt.c"	"softpc.new"	"25"	"<"	"lldt.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lldt.c:25"
"MVDM-INCLUDE-01536"	"MVDM-FILE-0475"	"softpc.new/base/ccpu386/lldt.c"	"softpc.new"	"26"	"<"	"fault.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lldt.c:26"
"MVDM-INCLUDE-01537"	"MVDM-FILE-0477"	"softpc.new/base/ccpu386/lmsw.c"	"softpc.new"	"13"	"<"	"insignia.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lmsw.c:13"
"MVDM-INCLUDE-01538"	"MVDM-FILE-0477"	"softpc.new/base/ccpu386/lmsw.c"	"softpc.new"	"15"	"<"	"host_def.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lmsw.c:15"
"MVDM-INCLUDE-01539"	"MVDM-FILE-0477"	"softpc.new/base/ccpu386/lmsw.c"	"softpc.new"	"16"	"<"	"xt.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lmsw.c:16"
"MVDM-INCLUDE-01540"	"MVDM-FILE-0477"	"softpc.new/base/ccpu386/lmsw.c"	"softpc.new"	"17"	"<"	"c_main.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lmsw.c:17"
"MVDM-INCLUDE-01541"	"MVDM-FILE-0477"	"softpc.new/base/ccpu386/lmsw.c"	"softpc.new"	"18"	"<"	"c_addr.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lmsw.c:18"
"MVDM-INCLUDE-01542"	"MVDM-FILE-0477"	"softpc.new/base/ccpu386/lmsw.c"	"softpc.new"	"19"	"<"	"c_bsic.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lmsw.c:19"
"MVDM-INCLUDE-01543"	"MVDM-FILE-0477"	"softpc.new/base/ccpu386/lmsw.c"	"softpc.new"	"20"	"<"	"c_prot.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lmsw.c:20"
"MVDM-INCLUDE-01544"	"MVDM-FILE-0477"	"softpc.new/base/ccpu386/lmsw.c"	"softpc.new"	"21"	"<"	"c_seg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lmsw.c:21"
"MVDM-INCLUDE-01545"	"MVDM-FILE-0477"	"softpc.new/base/ccpu386/lmsw.c"	"softpc.new"	"22"	"<"	"c_stack.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lmsw.c:22"
"MVDM-INCLUDE-01546"	"MVDM-FILE-0477"	"softpc.new/base/ccpu386/lmsw.c"	"softpc.new"	"23"	"<"	"c_xcptn.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lmsw.c:23"
"MVDM-INCLUDE-01547"	"MVDM-FILE-0477"	"softpc.new/base/ccpu386/lmsw.c"	"softpc.new"	"24"	"<"	"c_reg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lmsw.c:24"
"MVDM-INCLUDE-01548"	"MVDM-FILE-0477"	"softpc.new/base/ccpu386/lmsw.c"	"softpc.new"	"25"	"<"	"lmsw.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lmsw.c:25"
"MVDM-INCLUDE-01549"	"MVDM-FILE-0479"	"softpc.new/base/ccpu386/localfm.c"	"softpc.new"	"1"	"<"	"insignia.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/localfm.c:1"
"MVDM-INCLUDE-01550"	"MVDM-FILE-0479"	"softpc.new/base/ccpu386/localfm.c"	"softpc.new"	"2"	"<"	"host_def.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/localfm.c:2"
"MVDM-INCLUDE-01551"	"MVDM-FILE-0479"	"softpc.new/base/ccpu386/localfm.c"	"softpc.new"	"3"	"<"	"host_inc.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/localfm.c:3"
"MVDM-INCLUDE-01552"	"MVDM-FILE-0480"	"softpc.new/base/ccpu386/loopxx.c"	"softpc.new"	"13"	"<"	"insignia.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/loopxx.c:13"
"MVDM-INCLUDE-01553"	"MVDM-FILE-0480"	"softpc.new/base/ccpu386/loopxx.c"	"softpc.new"	"15"	"<"	"host_def.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/loopxx.c:15"
"MVDM-INCLUDE-01554"	"MVDM-FILE-0480"	"softpc.new/base/ccpu386/loopxx.c"	"softpc.new"	"16"	"<"	"xt.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/loopxx.c:16"
"MVDM-INCLUDE-01555"	"MVDM-FILE-0480"	"softpc.new/base/ccpu386/loopxx.c"	"softpc.new"	"17"	"<"	"c_main.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/loopxx.c:17"
"MVDM-INCLUDE-01556"	"MVDM-FILE-0480"	"softpc.new/base/ccpu386/loopxx.c"	"softpc.new"	"18"	"<"	"c_addr.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/loopxx.c:18"
"MVDM-INCLUDE-01557"	"MVDM-FILE-0480"	"softpc.new/base/ccpu386/loopxx.c"	"softpc.new"	"19"	"<"	"c_bsic.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/loopxx.c:19"
"MVDM-INCLUDE-01558"	"MVDM-FILE-0480"	"softpc.new/base/ccpu386/loopxx.c"	"softpc.new"	"20"	"<"	"c_prot.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/loopxx.c:20"
"MVDM-INCLUDE-01559"	"MVDM-FILE-0480"	"softpc.new/base/ccpu386/loopxx.c"	"softpc.new"	"21"	"<"	"c_seg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/loopxx.c:21"
"MVDM-INCLUDE-01560"	"MVDM-FILE-0480"	"softpc.new/base/ccpu386/loopxx.c"	"softpc.new"	"22"	"<"	"c_stack.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/loopxx.c:22"
"MVDM-INCLUDE-01561"	"MVDM-FILE-0480"	"softpc.new/base/ccpu386/loopxx.c"	"softpc.new"	"23"	"<"	"c_xcptn.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/loopxx.c:23"
"MVDM-INCLUDE-01562"	"MVDM-FILE-0480"	"softpc.new/base/ccpu386/loopxx.c"	"softpc.new"	"24"	"<"	"c_reg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/loopxx.c:24"
"MVDM-INCLUDE-01563"	"MVDM-FILE-0480"	"softpc.new/base/ccpu386/loopxx.c"	"softpc.new"	"25"	"<"	"loopxx.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/loopxx.c:25"
"MVDM-INCLUDE-01564"	"MVDM-FILE-0480"	"softpc.new/base/ccpu386/loopxx.c"	"softpc.new"	"26"	"<"	"c_xfer.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/loopxx.c:26"
"MVDM-INCLUDE-01565"	"MVDM-FILE-0482"	"softpc.new/base/ccpu386/lsl.c"	"softpc.new"	"13"	"<"	"insignia.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lsl.c:13"
"MVDM-INCLUDE-01566"	"MVDM-FILE-0482"	"softpc.new/base/ccpu386/lsl.c"	"softpc.new"	"15"	"<"	"host_def.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lsl.c:15"
"MVDM-INCLUDE-01567"	"MVDM-FILE-0482"	"softpc.new/base/ccpu386/lsl.c"	"softpc.new"	"16"	"<"	"xt.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lsl.c:16"
"MVDM-INCLUDE-01568"	"MVDM-FILE-0482"	"softpc.new/base/ccpu386/lsl.c"	"softpc.new"	"17"	"<"	"c_main.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lsl.c:17"
"MVDM-INCLUDE-01569"	"MVDM-FILE-0482"	"softpc.new/base/ccpu386/lsl.c"	"softpc.new"	"18"	"<"	"c_addr.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lsl.c:18"
"MVDM-INCLUDE-01570"	"MVDM-FILE-0482"	"softpc.new/base/ccpu386/lsl.c"	"softpc.new"	"19"	"<"	"c_bsic.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lsl.c:19"
"MVDM-INCLUDE-01571"	"MVDM-FILE-0482"	"softpc.new/base/ccpu386/lsl.c"	"softpc.new"	"20"	"<"	"c_prot.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lsl.c:20"
"MVDM-INCLUDE-01572"	"MVDM-FILE-0482"	"softpc.new/base/ccpu386/lsl.c"	"softpc.new"	"21"	"<"	"c_seg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lsl.c:21"
"MVDM-INCLUDE-01573"	"MVDM-FILE-0482"	"softpc.new/base/ccpu386/lsl.c"	"softpc.new"	"22"	"<"	"c_stack.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lsl.c:22"
"MVDM-INCLUDE-01574"	"MVDM-FILE-0482"	"softpc.new/base/ccpu386/lsl.c"	"softpc.new"	"23"	"<"	"c_xcptn.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lsl.c:23"
"MVDM-INCLUDE-01575"	"MVDM-FILE-0482"	"softpc.new/base/ccpu386/lsl.c"	"softpc.new"	"24"	"<"	"c_reg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lsl.c:24"
"MVDM-INCLUDE-01576"	"MVDM-FILE-0482"	"softpc.new/base/ccpu386/lsl.c"	"softpc.new"	"25"	"<"	"lsl.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lsl.c:25"
"MVDM-INCLUDE-01577"	"MVDM-FILE-0484"	"softpc.new/base/ccpu386/ltr.c"	"softpc.new"	"13"	"<"	"insignia.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/ltr.c:13"
"MVDM-INCLUDE-01578"	"MVDM-FILE-0484"	"softpc.new/base/ccpu386/ltr.c"	"softpc.new"	"15"	"<"	"host_def.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/ltr.c:15"
"MVDM-INCLUDE-01579"	"MVDM-FILE-0484"	"softpc.new/base/ccpu386/ltr.c"	"softpc.new"	"16"	"<"	"xt.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/ltr.c:16"
"MVDM-INCLUDE-01580"	"MVDM-FILE-0484"	"softpc.new/base/ccpu386/ltr.c"	"softpc.new"	"17"	"<"	"c_main.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/ltr.c:17"
"MVDM-INCLUDE-01581"	"MVDM-FILE-0484"	"softpc.new/base/ccpu386/ltr.c"	"softpc.new"	"18"	"<"	"c_addr.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/ltr.c:18"
"MVDM-INCLUDE-01582"	"MVDM-FILE-0484"	"softpc.new/base/ccpu386/ltr.c"	"softpc.new"	"19"	"<"	"c_bsic.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/ltr.c:19"
"MVDM-INCLUDE-01583"	"MVDM-FILE-0484"	"softpc.new/base/ccpu386/ltr.c"	"softpc.new"	"20"	"<"	"c_prot.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/ltr.c:20"
"MVDM-INCLUDE-01584"	"MVDM-FILE-0484"	"softpc.new/base/ccpu386/ltr.c"	"softpc.new"	"21"	"<"	"c_seg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/ltr.c:21"
"MVDM-INCLUDE-01585"	"MVDM-FILE-0484"	"softpc.new/base/ccpu386/ltr.c"	"softpc.new"	"22"	"<"	"c_stack.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/ltr.c:22"
"MVDM-INCLUDE-01586"	"MVDM-FILE-0484"	"softpc.new/base/ccpu386/ltr.c"	"softpc.new"	"23"	"<"	"c_xcptn.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/ltr.c:23"
"MVDM-INCLUDE-01587"	"MVDM-FILE-0484"	"softpc.new/base/ccpu386/ltr.c"	"softpc.new"	"24"	"<"	"c_reg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/ltr.c:24"
"MVDM-INCLUDE-01588"	"MVDM-FILE-0484"	"softpc.new/base/ccpu386/ltr.c"	"softpc.new"	"25"	"<"	"ltr.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/ltr.c:25"
"MVDM-INCLUDE-01589"	"MVDM-FILE-0484"	"softpc.new/base/ccpu386/ltr.c"	"softpc.new"	"26"	"<"	"c_page.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/ltr.c:26"
"MVDM-INCLUDE-01590"	"MVDM-FILE-0486"	"softpc.new/base/ccpu386/lxs.c"	"softpc.new"	"13"	"<"	"insignia.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lxs.c:13"
"MVDM-INCLUDE-01591"	"MVDM-FILE-0486"	"softpc.new/base/ccpu386/lxs.c"	"softpc.new"	"15"	"<"	"host_def.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lxs.c:15"
"MVDM-INCLUDE-01592"	"MVDM-FILE-0486"	"softpc.new/base/ccpu386/lxs.c"	"softpc.new"	"16"	"<"	"xt.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lxs.c:16"
"MVDM-INCLUDE-01593"	"MVDM-FILE-0486"	"softpc.new/base/ccpu386/lxs.c"	"softpc.new"	"17"	"<"	"c_main.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lxs.c:17"
"MVDM-INCLUDE-01594"	"MVDM-FILE-0486"	"softpc.new/base/ccpu386/lxs.c"	"softpc.new"	"18"	"<"	"c_addr.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lxs.c:18"
"MVDM-INCLUDE-01595"	"MVDM-FILE-0486"	"softpc.new/base/ccpu386/lxs.c"	"softpc.new"	"19"	"<"	"c_bsic.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lxs.c:19"
"MVDM-INCLUDE-01596"	"MVDM-FILE-0486"	"softpc.new/base/ccpu386/lxs.c"	"softpc.new"	"20"	"<"	"c_prot.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lxs.c:20"
"MVDM-INCLUDE-01597"	"MVDM-FILE-0486"	"softpc.new/base/ccpu386/lxs.c"	"softpc.new"	"21"	"<"	"c_seg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lxs.c:21"
"MVDM-INCLUDE-01598"	"MVDM-FILE-0486"	"softpc.new/base/ccpu386/lxs.c"	"softpc.new"	"22"	"<"	"c_stack.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lxs.c:22"
"MVDM-INCLUDE-01599"	"MVDM-FILE-0486"	"softpc.new/base/ccpu386/lxs.c"	"softpc.new"	"23"	"<"	"c_xcptn.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lxs.c:23"
"MVDM-INCLUDE-01600"	"MVDM-FILE-0486"	"softpc.new/base/ccpu386/lxs.c"	"softpc.new"	"24"	"<"	"c_reg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lxs.c:24"
"MVDM-INCLUDE-01601"	"MVDM-FILE-0486"	"softpc.new/base/ccpu386/lxs.c"	"softpc.new"	"25"	"<"	"lxs.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lxs.c:25"
"MVDM-INCLUDE-01602"	"MVDM-FILE-0486"	"softpc.new/base/ccpu386/lxs.c"	"softpc.new"	"26"	"<"	"mov.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/lxs.c:26"
"MVDM-INCLUDE-01603"	"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"13"	"<"	"stdio.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/mov.c:13"
"MVDM-INCLUDE-01604"	"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"15"	"<"	"insignia.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/mov.c:15"
"MVDM-INCLUDE-01605"	"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"17"	"<"	"host_def.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/mov.c:17"
"MVDM-INCLUDE-01606"	"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"18"	"<"	"xt.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/mov.c:18"
"MVDM-INCLUDE-01607"	"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"19"	"<"	"c_main.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/mov.c:19"
"MVDM-INCLUDE-01608"	"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"20"	"<"	"c_addr.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/mov.c:20"
"MVDM-INCLUDE-01609"	"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"21"	"<"	"c_bsic.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/mov.c:21"
"MVDM-INCLUDE-01610"	"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"22"	"<"	"c_prot.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/mov.c:22"
"MVDM-INCLUDE-01611"	"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"23"	"<"	"c_seg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/mov.c:23"
"MVDM-INCLUDE-01612"	"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"24"	"<"	"c_stack.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/mov.c:24"
"MVDM-INCLUDE-01613"	"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"25"	"<"	"c_xcptn.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/mov.c:25"
"MVDM-INCLUDE-01614"	"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"26"	"<"	"c_reg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/mov.c:26"
"MVDM-INCLUDE-01615"	"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"27"	"<"	"mov.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/mov.c:27"
"MVDM-INCLUDE-01616"	"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"28"	"<"	"c_tlb.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/mov.c:28"
"MVDM-INCLUDE-01617"	"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"29"	"<"	"c_debug.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/mov.c:29"
"MVDM-INCLUDE-01618"	"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"30"	"<"	"fault.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/mov.c:30"
"MVDM-INCLUDE-01619"	"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"31"	"<"	"config.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/mov.c:31"
"MVDM-INCLUDE-01620"	"MVDM-FILE-0491"	"softpc.new/base/ccpu386/movsx.c"	"softpc.new"	"13"	"<"	"insignia.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/movsx.c:13"
"MVDM-INCLUDE-01621"	"MVDM-FILE-0491"	"softpc.new/base/ccpu386/movsx.c"	"softpc.new"	"15"	"<"	"host_def.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/movsx.c:15"
"MVDM-INCLUDE-01622"	"MVDM-FILE-0491"	"softpc.new/base/ccpu386/movsx.c"	"softpc.new"	"16"	"<"	"xt.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/movsx.c:16"
"MVDM-INCLUDE-01623"	"MVDM-FILE-0491"	"softpc.new/base/ccpu386/movsx.c"	"softpc.new"	"17"	"<"	"c_main.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/movsx.c:17"
"MVDM-INCLUDE-01624"	"MVDM-FILE-0491"	"softpc.new/base/ccpu386/movsx.c"	"softpc.new"	"18"	"<"	"c_addr.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/movsx.c:18"
"MVDM-INCLUDE-01625"	"MVDM-FILE-0491"	"softpc.new/base/ccpu386/movsx.c"	"softpc.new"	"19"	"<"	"c_bsic.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/movsx.c:19"
"MVDM-INCLUDE-01626"	"MVDM-FILE-0491"	"softpc.new/base/ccpu386/movsx.c"	"softpc.new"	"20"	"<"	"c_prot.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/movsx.c:20"
"MVDM-INCLUDE-01627"	"MVDM-FILE-0491"	"softpc.new/base/ccpu386/movsx.c"	"softpc.new"	"21"	"<"	"c_seg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/movsx.c:21"
"MVDM-INCLUDE-01628"	"MVDM-FILE-0491"	"softpc.new/base/ccpu386/movsx.c"	"softpc.new"	"22"	"<"	"c_stack.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/movsx.c:22"
"MVDM-INCLUDE-01629"	"MVDM-FILE-0491"	"softpc.new/base/ccpu386/movsx.c"	"softpc.new"	"23"	"<"	"c_xcptn.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/movsx.c:23"
