"edge_id"	"caller_file_id"	"caller_path"	"caller_package"	"source_line"	"delimiter"	"include_spelling"	"textual_resolution"	"resolved_selected_path"	"resolved_selected_package"	"evidence"
"MVDM-INCLUDE-02177"	"MVDM-FILE-0587"	"softpc.new/base/ccpu386/xlat.c"	"softpc.new"	"17"	"<"	"c_main.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xlat.c:17"
"MVDM-INCLUDE-02178"	"MVDM-FILE-0587"	"softpc.new/base/ccpu386/xlat.c"	"softpc.new"	"18"	"<"	"c_addr.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xlat.c:18"
"MVDM-INCLUDE-02179"	"MVDM-FILE-0587"	"softpc.new/base/ccpu386/xlat.c"	"softpc.new"	"19"	"<"	"c_bsic.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xlat.c:19"
"MVDM-INCLUDE-02180"	"MVDM-FILE-0587"	"softpc.new/base/ccpu386/xlat.c"	"softpc.new"	"20"	"<"	"c_prot.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xlat.c:20"
"MVDM-INCLUDE-02181"	"MVDM-FILE-0587"	"softpc.new/base/ccpu386/xlat.c"	"softpc.new"	"21"	"<"	"c_seg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xlat.c:21"
"MVDM-INCLUDE-02182"	"MVDM-FILE-0587"	"softpc.new/base/ccpu386/xlat.c"	"softpc.new"	"22"	"<"	"c_stack.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xlat.c:22"
"MVDM-INCLUDE-02183"	"MVDM-FILE-0587"	"softpc.new/base/ccpu386/xlat.c"	"softpc.new"	"23"	"<"	"c_xcptn.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xlat.c:23"
"MVDM-INCLUDE-02184"	"MVDM-FILE-0587"	"softpc.new/base/ccpu386/xlat.c"	"softpc.new"	"24"	"<"	"c_reg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xlat.c:24"
"MVDM-INCLUDE-02185"	"MVDM-FILE-0587"	"softpc.new/base/ccpu386/xlat.c"	"softpc.new"	"25"	"<"	"xlat.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xlat.c:25"
"MVDM-INCLUDE-02186"	"MVDM-FILE-0589"	"softpc.new/base/ccpu386/xor.c"	"softpc.new"	"13"	"<"	"insignia.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xor.c:13"
"MVDM-INCLUDE-02187"	"MVDM-FILE-0589"	"softpc.new/base/ccpu386/xor.c"	"softpc.new"	"15"	"<"	"host_def.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xor.c:15"
"MVDM-INCLUDE-02188"	"MVDM-FILE-0589"	"softpc.new/base/ccpu386/xor.c"	"softpc.new"	"16"	"<"	"xt.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xor.c:16"
"MVDM-INCLUDE-02189"	"MVDM-FILE-0589"	"softpc.new/base/ccpu386/xor.c"	"softpc.new"	"17"	"<"	"c_main.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xor.c:17"
"MVDM-INCLUDE-02190"	"MVDM-FILE-0589"	"softpc.new/base/ccpu386/xor.c"	"softpc.new"	"18"	"<"	"c_addr.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xor.c:18"
"MVDM-INCLUDE-02191"	"MVDM-FILE-0589"	"softpc.new/base/ccpu386/xor.c"	"softpc.new"	"19"	"<"	"c_bsic.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xor.c:19"
"MVDM-INCLUDE-02192"	"MVDM-FILE-0589"	"softpc.new/base/ccpu386/xor.c"	"softpc.new"	"20"	"<"	"c_prot.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xor.c:20"
"MVDM-INCLUDE-02193"	"MVDM-FILE-0589"	"softpc.new/base/ccpu386/xor.c"	"softpc.new"	"21"	"<"	"c_seg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xor.c:21"
"MVDM-INCLUDE-02194"	"MVDM-FILE-0589"	"softpc.new/base/ccpu386/xor.c"	"softpc.new"	"22"	"<"	"c_stack.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xor.c:22"
"MVDM-INCLUDE-02195"	"MVDM-FILE-0589"	"softpc.new/base/ccpu386/xor.c"	"softpc.new"	"23"	"<"	"c_xcptn.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xor.c:23"
"MVDM-INCLUDE-02196"	"MVDM-FILE-0589"	"softpc.new/base/ccpu386/xor.c"	"softpc.new"	"24"	"<"	"c_reg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xor.c:24"
"MVDM-INCLUDE-02197"	"MVDM-FILE-0589"	"softpc.new/base/ccpu386/xor.c"	"softpc.new"	"25"	"<"	"xor.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/xor.c:25"
"MVDM-INCLUDE-02198"	"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"11"	"<"	"insignia.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/zfrsrvd.c:11"
"MVDM-INCLUDE-02199"	"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"12"	"<"	"host_def.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/zfrsrvd.c:12"
"MVDM-INCLUDE-02200"	"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"13"	"<"	"cfpu_def.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/zfrsrvd.c:13"
"MVDM-INCLUDE-02201"	"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"14"	"<"	"newnpx.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/zfrsrvd.c:14"
"MVDM-INCLUDE-02202"	"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"15"	"<"	"debug.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/zfrsrvd.c:15"
"MVDM-INCLUDE-02203"	"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"16"	"<"	"xt.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/zfrsrvd.c:16"
"MVDM-INCLUDE-02204"	"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"17"	"<"	"sas.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/zfrsrvd.c:17"
"MVDM-INCLUDE-02205"	"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"19"	"<"	"ica.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/zfrsrvd.c:19"
"MVDM-INCLUDE-02206"	"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"20"	"<"	"ccpusas4.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/zfrsrvd.c:20"
"MVDM-INCLUDE-02207"	"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"21"	"<"	"c_main.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/zfrsrvd.c:21"
"MVDM-INCLUDE-02208"	"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"22"	"<"	"c_page.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/zfrsrvd.c:22"
"MVDM-INCLUDE-02209"	"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"23"	"<"	"c_mem.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/zfrsrvd.c:23"
"MVDM-INCLUDE-02210"	"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"24"	"<"	"c_oprnd.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/zfrsrvd.c:24"
"MVDM-INCLUDE-02211"	"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"25"	"<"	"c_reg.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/zfrsrvd.c:25"
"MVDM-INCLUDE-02212"	"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"26"	"<"	"c_xcptn.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/zfrsrvd.c:26"
"MVDM-INCLUDE-02213"	"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"27"	"<"	"fault.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/zfrsrvd.c:27"
"MVDM-INCLUDE-02214"	"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"29"	"<"	"CpuInt_c.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/ccpu386/zfrsrvd.c:29"
"MVDM-INCLUDE-02215"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"1"	""""	"insignia.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:1"
"MVDM-INCLUDE-02216"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"2"	""""	"host_def.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:2"
"MVDM-INCLUDE-02217"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"25"	""""	"SOFTPC_COMMS.seg"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:25"
"MVDM-INCLUDE-02218"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"31"	"<"	"stdio.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/comms/com.c:31"
"MVDM-INCLUDE-02219"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"32"	"<"	"ctype.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/comms/com.c:32"
"MVDM-INCLUDE-02220"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"34"	"<"	"malloc.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/comms/com.c:34"
"MVDM-INCLUDE-02221"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"42"	""""	"xt.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:42"
"MVDM-INCLUDE-02222"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"44"	""""	"sas.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:44"
"MVDM-INCLUDE-02223"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"45"	""""	"bios.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:45"
"MVDM-INCLUDE-02224"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"46"	""""	"ios.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:46"
"MVDM-INCLUDE-02225"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"47"	""""	"rs232.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:47"
"MVDM-INCLUDE-02226"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"48"	""""	"trace.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:48"
"MVDM-INCLUDE-02227"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"49"	""""	"error.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:49"
"MVDM-INCLUDE-02228"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"50"	""""	"config.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:50"
"MVDM-INCLUDE-02229"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"51"	""""	"host_com.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:51"
"MVDM-INCLUDE-02230"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"52"	""""	"ica.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:52"
"MVDM-INCLUDE-02231"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"53"	""""	"debug.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:53"
"MVDM-INCLUDE-02232"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"54"	""""	"timer.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:54"
"MVDM-INCLUDE-02233"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"55"	""""	"quick_ev.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:55"
"MVDM-INCLUDE-02234"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"56"	""""	"idetect.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:56"
"MVDM-INCLUDE-02235"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"57"	""""	"ckmalloc.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:57"
"MVDM-INCLUDE-02236"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"59"	""""	"hg_cpu.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:59"
"MVDM-INCLUDE-02237"	"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"2471"	""""	"SOFTPC_INIT.seg"	"unresolved-textual"	""	""	"softpc.new/base/comms/com.c:2471"
"MVDM-INCLUDE-02238"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"1"	""""	"insignia.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer.c:1"
"MVDM-INCLUDE-02239"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"2"	""""	"host_def.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer.c:2"
"MVDM-INCLUDE-02240"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"79"	""""	"SOFTPC_PRINTER.seg"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer.c:79"
"MVDM-INCLUDE-02241"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"86"	"<"	"stdio.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/comms/printer.c:86"
"MVDM-INCLUDE-02242"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"91"	"<"	"sys/termio.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/comms/printer.c:91"
"MVDM-INCLUDE-02243"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"98"	""""	"xt.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer.c:98"
"MVDM-INCLUDE-02244"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"100"	""""	"sas.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer.c:100"
"MVDM-INCLUDE-02245"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"101"	""""	"ios.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer.c:101"
"MVDM-INCLUDE-02246"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"102"	""""	"bios.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer.c:102"
"MVDM-INCLUDE-02247"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"103"	""""	"printer.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer.c:103"
"MVDM-INCLUDE-02248"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"104"	""""	"error.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer.c:104"
"MVDM-INCLUDE-02249"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"105"	""""	"config.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer.c:105"
"MVDM-INCLUDE-02250"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"106"	""""	"host_lpt.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer.c:106"
"MVDM-INCLUDE-02251"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"107"	""""	"ica.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer.c:107"
"MVDM-INCLUDE-02252"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"108"	""""	"quick_ev.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer.c:108"
"MVDM-INCLUDE-02253"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"110"	""""	"debug.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer.c:110"
"MVDM-INCLUDE-02254"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"112"	""""	"trace.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer.c:112"
"MVDM-INCLUDE-02255"	"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"673"	""""	"SOFTPC_INIT.seg"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer.c:673"
"MVDM-INCLUDE-02256"	"MVDM-FILE-0596"	"softpc.new/base/comms/printer_.c"	"softpc.new"	"2"	""""	"insignia.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer_.c:2"
"MVDM-INCLUDE-02257"	"MVDM-FILE-0596"	"softpc.new/base/comms/printer_.c"	"softpc.new"	"3"	""""	"host_def.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer_.c:3"
"MVDM-INCLUDE-02258"	"MVDM-FILE-0596"	"softpc.new/base/comms/printer_.c"	"softpc.new"	"33"	""""	"SOFTPC_BIOS.seg"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer_.c:33"
"MVDM-INCLUDE-02259"	"MVDM-FILE-0596"	"softpc.new/base/comms/printer_.c"	"softpc.new"	"41"	"<"	"stdio.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/comms/printer_.c:41"
"MVDM-INCLUDE-02260"	"MVDM-FILE-0596"	"softpc.new/base/comms/printer_.c"	"softpc.new"	"46"	"<"	"sys/termio.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/comms/printer_.c:46"
"MVDM-INCLUDE-02261"	"MVDM-FILE-0596"	"softpc.new/base/comms/printer_.c"	"softpc.new"	"52"	""""	"xt.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer_.c:52"
"MVDM-INCLUDE-02262"	"MVDM-FILE-0596"	"softpc.new/base/comms/printer_.c"	"softpc.new"	"54"	""""	"sas.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer_.c:54"
"MVDM-INCLUDE-02263"	"MVDM-FILE-0596"	"softpc.new/base/comms/printer_.c"	"softpc.new"	"55"	""""	"ios.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer_.c:55"
"MVDM-INCLUDE-02264"	"MVDM-FILE-0596"	"softpc.new/base/comms/printer_.c"	"softpc.new"	"56"	""""	"bios.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer_.c:56"
"MVDM-INCLUDE-02265"	"MVDM-FILE-0596"	"softpc.new/base/comms/printer_.c"	"softpc.new"	"57"	""""	"printer.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer_.c:57"
"MVDM-INCLUDE-02266"	"MVDM-FILE-0596"	"softpc.new/base/comms/printer_.c"	"softpc.new"	"58"	""""	"trace.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer_.c:58"
"MVDM-INCLUDE-02267"	"MVDM-FILE-0596"	"softpc.new/base/comms/printer_.c"	"softpc.new"	"59"	""""	"error.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer_.c:59"
"MVDM-INCLUDE-02268"	"MVDM-FILE-0596"	"softpc.new/base/comms/printer_.c"	"softpc.new"	"60"	""""	"config.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer_.c:60"
"MVDM-INCLUDE-02269"	"MVDM-FILE-0596"	"softpc.new/base/comms/printer_.c"	"softpc.new"	"61"	""""	"host_lpt.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer_.c:61"
"MVDM-INCLUDE-02270"	"MVDM-FILE-0596"	"softpc.new/base/comms/printer_.c"	"softpc.new"	"62"	""""	"idetect.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/printer_.c:62"
"MVDM-INCLUDE-02271"	"MVDM-FILE-0598"	"softpc.new/base/comms/rs232_io.c"	"softpc.new"	"1"	""""	"insignia.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/rs232_io.c:1"
"MVDM-INCLUDE-02272"	"MVDM-FILE-0598"	"softpc.new/base/comms/rs232_io.c"	"softpc.new"	"2"	""""	"host_def.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/rs232_io.c:2"
"MVDM-INCLUDE-02273"	"MVDM-FILE-0598"	"softpc.new/base/comms/rs232_io.c"	"softpc.new"	"24"	""""	"SOFTPC_BIOS.seg"	"unresolved-textual"	""	""	"softpc.new/base/comms/rs232_io.c:24"
"MVDM-INCLUDE-02274"	"MVDM-FILE-0598"	"softpc.new/base/comms/rs232_io.c"	"softpc.new"	"31"	"<"	"stdio.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/comms/rs232_io.c:31"
"MVDM-INCLUDE-02275"	"MVDM-FILE-0598"	"softpc.new/base/comms/rs232_io.c"	"softpc.new"	"37"	""""	"xt.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/rs232_io.c:37"
"MVDM-INCLUDE-02276"	"MVDM-FILE-0598"	"softpc.new/base/comms/rs232_io.c"	"softpc.new"	"39"	""""	"sas.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/rs232_io.c:39"
"MVDM-INCLUDE-02277"	"MVDM-FILE-0598"	"softpc.new/base/comms/rs232_io.c"	"softpc.new"	"40"	""""	"ios.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/rs232_io.c:40"
"MVDM-INCLUDE-02278"	"MVDM-FILE-0598"	"softpc.new/base/comms/rs232_io.c"	"softpc.new"	"41"	""""	"bios.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/rs232_io.c:41"
"MVDM-INCLUDE-02279"	"MVDM-FILE-0598"	"softpc.new/base/comms/rs232_io.c"	"softpc.new"	"42"	""""	"trace.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/rs232_io.c:42"
"MVDM-INCLUDE-02280"	"MVDM-FILE-0598"	"softpc.new/base/comms/rs232_io.c"	"softpc.new"	"43"	""""	"rs232.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/rs232_io.c:43"
"MVDM-INCLUDE-02281"	"MVDM-FILE-0598"	"softpc.new/base/comms/rs232_io.c"	"softpc.new"	"44"	""""	"idetect.h"	"unresolved-textual"	""	""	"softpc.new/base/comms/rs232_io.c:44"
"MVDM-INCLUDE-02282"	"MVDM-FILE-0600"	"softpc.new/base/cpu/src/evid/ev_glue.c"	"softpc.new"	"17"	""""	"insignia.h"	"unresolved-textual"	""	""	"softpc.new/base/cpu/src/evid/ev_glue.c:17"
"MVDM-INCLUDE-02283"	"MVDM-FILE-0600"	"softpc.new/base/cpu/src/evid/ev_glue.c"	"softpc.new"	"18"	""""	"host_def.h"	"unresolved-textual"	""	""	"softpc.new/base/cpu/src/evid/ev_glue.c:18"
"MVDM-INCLUDE-02284"	"MVDM-FILE-0600"	"softpc.new/base/cpu/src/evid/ev_glue.c"	"softpc.new"	"21"	""""	"gmi.h"	"unresolved-textual"	""	""	"softpc.new/base/cpu/src/evid/ev_glue.c:21"
"MVDM-INCLUDE-02285"	"MVDM-FILE-0600"	"softpc.new/base/cpu/src/evid/ev_glue.c"	"softpc.new"	"24"	""""	"cpu_vid.h"	"unresolved-textual"	""	""	"softpc.new/base/cpu/src/evid/ev_glue.c:24"
"MVDM-INCLUDE-02286"	"MVDM-FILE-0600"	"softpc.new/base/cpu/src/evid/ev_glue.c"	"softpc.new"	"25"	""""	"video.h"	"unresolved-textual"	""	""	"softpc.new/base/cpu/src/evid/ev_glue.c:25"
"MVDM-INCLUDE-02287"	"MVDM-FILE-0600"	"softpc.new/base/cpu/src/evid/ev_glue.c"	"softpc.new"	"26"	""""	"egacpu.h"	"unresolved-textual"	""	""	"softpc.new/base/cpu/src/evid/ev_glue.c:26"
"MVDM-INCLUDE-02288"	"MVDM-FILE-0600"	"softpc.new/base/cpu/src/evid/ev_glue.c"	"softpc.new"	"27"	""""	"ga_mark.h"	"unresolved-textual"	""	""	"softpc.new/base/cpu/src/evid/ev_glue.c:27"
"MVDM-INCLUDE-02289"	"MVDM-FILE-0600"	"softpc.new/base/cpu/src/evid/ev_glue.c"	"softpc.new"	"28"	""""	"evidfunc.h"	"unresolved-textual"	""	""	"softpc.new/base/cpu/src/evid/ev_glue.c:28"
"MVDM-INCLUDE-02290"	"MVDM-FILE-0600"	"softpc.new/base/cpu/src/evid/ev_glue.c"	"softpc.new"	"29"	""""	"gdpvar.h"	"unresolved-textual"	""	""	"softpc.new/base/cpu/src/evid/ev_glue.c:29"
"MVDM-INCLUDE-02291"	"MVDM-FILE-0600"	"softpc.new/base/cpu/src/evid/ev_glue.c"	"softpc.new"	"34"	""""	"Evid_c.h"	"unresolved-textual"	""	""	"softpc.new/base/cpu/src/evid/ev_glue.c:34"
"MVDM-INCLUDE-02292"	"MVDM-FILE-0600"	"softpc.new/base/cpu/src/evid/ev_glue.c"	"softpc.new"	"35"	""""	"j_c_lang.h"	"unresolved-textual"	""	""	"softpc.new/base/cpu/src/evid/ev_glue.c:35"
"MVDM-INCLUDE-02293"	"MVDM-FILE-0601"	"softpc.new/base/cpu/src/evid/ev_stubs.c"	"softpc.new"	"1"	"<"	"insignia.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/cpu/src/evid/ev_stubs.c:1"
"MVDM-INCLUDE-02294"	"MVDM-FILE-0601"	"softpc.new/base/cpu/src/evid/ev_stubs.c"	"softpc.new"	"2"	"<"	"host_def.h"	"toolchain-or-sdk-textual"	""	""	"softpc.new/base/cpu/src/evid/ev_stubs.c:2"
"MVDM-INCLUDE-02295"	"MVDM-FILE-0602"	"softpc.new/base/cpu/src/evid/vglob.c"	"softpc.new"	"18"	""""	"insignia.h"	"unresolved-textual"	""	""	"softpc.new/base/cpu/src/evid/vglob.c:18"
"MVDM-INCLUDE-02296"	"MVDM-FILE-0602"	"softpc.new/base/cpu/src/evid/vglob.c"	"softpc.new"	"19"	""""	"host_def.h"	"unresolved-textual"	""	""	"softpc.new/base/cpu/src/evid/vglob.c:19"
