"target_path"	"source_path"	"source_sha256"	"size_bytes"	"action"
"cmd/edlin/edlstdsw.inc"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\edlin\edlstdsw.inc"	"dc579babdb72ea2e1c23f4d8f6fe214c36d3ee1eef8e49a41c5f23adcf5d62e8"	"962"	"already-identical"
"cmd/edlin/makefile"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\edlin\makefile"	"d65923831d872f4f9eece055f72573e08cc4e853b74fec20f54936045d9746b8"	"3318"	"already-identical"
"cmd/exe2bin/display.asm"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\exe2bin\display.asm"	"c7878560ea9c9d02b9558de882790e9892fcb59c76eac1db93a431ecfd879956"	"5573"	"already-identical"
"cmd/exe2bin/e2bchng.inc"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\exe2bin\e2bchng.inc"	"9d81fcd587713e51c12da2659f1b3269794115fa3f866e985e2d39a2cf050c13"	"1477"	"already-identical"
"cmd/exe2bin/e2bequ.inc"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\exe2bin\e2bequ.inc"	"40241e85352082915026125e5b77d4b1aa7cc90ddb06988b822d62e8c55824ae"	"961"	"already-identical"
"cmd/exe2bin/e2binit.asm"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\exe2bin\e2binit.asm"	"cece5b8e813d2207dfbc43b5f07516af563c868f24e3ba2761c0ee02901107dc"	"30391"	"already-identical"
"cmd/exe2bin/e2bmacro.inc"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\exe2bin\e2bmacro.inc"	"eb67cdb7b1a8ff3f3c73a2d0a067b79130fb2cb41ff743c63e87f6a6c6a8db36"	"4046"	"already-identical"
"cmd/exe2bin/e2bparse.inc"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\exe2bin\e2bparse.inc"	"c979ac9158974a30ea9fcd8196f6ebda499e5af31f16d58c17baa36eda213931"	"9275"	"already-identical"
"cmd/exe2bin/e2btable.inc"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\exe2bin\e2btable.inc"	"5f849d6f84b72d44d5fc2998d78d5c4e90c7e88ecf910467afd7517f297352c3"	"14588"	"already-identical"
"cmd/exe2bin/EXE2BIN.EXE"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\exe2bin\EXE2BIN.EXE"	"edf4009a2ab45a30ae3291b0f8c9585de9a15b6a1262288ae6694d4693cb737e"	"8424"	"already-identical"
"cmd/exe2bin/exe2bin.lnk"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\exe2bin\exe2bin.lnk"	"5670665dc0767e7b18a834bac1f7c9aa97f777f5463b4c98d67ef4c2a727380e"	"72"	"already-identical"
"cmd/exe2bin/EXE2BIN.MAP"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\exe2bin\EXE2BIN.MAP"	"34bc2f3515b219b19824e7fca2e1adc6d29525b0a5ede8b644072ba73414999b"	"1605"	"already-identical"
