zero_identity	membership_origin	source_root	source_path	source_sha256	source_line	symbol	linkage	inbound_evidence	body_parse_result	condition_context	condition_evidence	legality	reason
"O:\repos.external\OpenNT\base\mvdm|fax/wowfax/wowfax.c|cf77ad0a7fad02c80a872c388ebf5b38d59e69cca2b84c36d316734c095381d4|374"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfax/wowfax.c"	"cf77ad0a7fad02c80a872c388ebf5b38d59e69cca2b84c36d316734c095381d4"	"374"	"DrvSendPage"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|fax/wowfax/wowfax.c|cf77ad0a7fad02c80a872c388ebf5b38d59e69cca2b84c36d316734c095381d4|385"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfax/wowfax.c"	"cf77ad0a7fad02c80a872c388ebf5b38d59e69cca2b84c36d316734c095381d4"	"385"	"DrvEndDoc"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|fax/wowfax/wowfax.c|cf77ad0a7fad02c80a872c388ebf5b38d59e69cca2b84c36d316734c095381d4|392"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfax/wowfax.c"	"cf77ad0a7fad02c80a872c388ebf5b38d59e69cca2b84c36d316734c095381d4"	"392"	"DrvDitherColor"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|fax/wowfax/wowfax.c|cf77ad0a7fad02c80a872c388ebf5b38d59e69cca2b84c36d316734c095381d4|407"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfax/wowfax.c"	"cf77ad0a7fad02c80a872c388ebf5b38d59e69cca2b84c36d316734c095381d4"	"407"	"DrvEscape"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|fax/wowfaxui/wfhelper.c|bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec|48"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"48"	"faxlogprintf"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|fax/wowfaxui/wfhelper.c|bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec|94"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"94"	"LogWowFaxInfo"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|fax/wowfaxui/wfhelper.c|bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec|140"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"140"	"LogFaxDev"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|fax/wowfaxui/wfhelper.c|bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec|187"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"187"	"ValidateFaxDev"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|fax/wowfaxui/wfhelper.c|bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec|205"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"205"	"WFLocalAlloc"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|fax/wowfaxui/wfhelper.c|bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec|220"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"220"	"FindWowFaxWindow"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|fax/wowfaxui/wfhelper.c|bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec|271"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"271"	"DupTokenW"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|fax/wowfaxui/wfhelper.c|bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec|293"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"293"	"Get16BitDriverInfoFromRegistry"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|fax/wowfaxui/wfhelper.c|bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec|344"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"344"	"Free16BitDriverInfo"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|fax/wowfaxui/wfhelper.c|bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec|363"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"363"	"InterProcCommHandler"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|fax/wowfaxui/wfsheets.c|c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6|33"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"33"	"NullDlgProc"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|fax/wowfaxui/wfsheets.c|c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6|43"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"43"	"FaxOptionsProc"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|fax/wowfaxui/wfsheets.c|c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6|105"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"105"	"AddDocPropPages"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|fax/wowfaxui/wfsheets.c|c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6|137"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"137"	"MyGetPrinter"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
