resolution_id	one_ledger1_identity	callee_spelling	candidate_identity	definition_source_root	definition_source_path	definition_source_sha256	definition_source_line	definition_symbol	definition_linkage	source_location	disposition
"MVDM-HOST-ONE1-RESOLUTION-000001"	"MVDM-HOST-ONE1-000013"	"strcpy"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/strcpy.cxx|e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56|84|strcpy"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strcpy.cxx"	"e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56"	"84"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000001"	"MVDM-HOST-ONE1-000013"	"strcpy"	"O:\repos.external\OpenNT|base/boot/veneer/vrlib.c|119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569|223|strcpy"	"O:\repos.external\OpenNT"	"base/boot/veneer/vrlib.c"	"119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569"	"223"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000001"	"MVDM-HOST-ONE1-000013"	"strcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/strcat.c|0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5|89|strcpy"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strcat.c"	"0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5"	"89"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000002"	"MVDM-HOST-ONE1-000014"	"strcpy"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/strcpy.cxx|e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56|84|strcpy"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strcpy.cxx"	"e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56"	"84"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000002"	"MVDM-HOST-ONE1-000014"	"strcpy"	"O:\repos.external\OpenNT|base/boot/veneer/vrlib.c|119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569|223|strcpy"	"O:\repos.external\OpenNT"	"base/boot/veneer/vrlib.c"	"119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569"	"223"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000002"	"MVDM-HOST-ONE1-000014"	"strcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/strcat.c|0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5|89|strcpy"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strcat.c"	"0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5"	"89"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000004"	"MVDM-HOST-ONE1-000020"	"_stricmp"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/stricmp.cxx|7858c8c1b0ca2a709a89a4a1ce0dcac0beb416a7704128ca2654c973135f8a38|48|_stricmp"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/stricmp.cxx"	"7858c8c1b0ca2a709a89a4a1ce0dcac0beb416a7704128ca2654c973135f8a38"	"48"	"_stricmp"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000004"	"MVDM-HOST-ONE1-000020"	"_stricmp"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/stricmp.cxx|7858c8c1b0ca2a709a89a4a1ce0dcac0beb416a7704128ca2654c973135f8a38|57|_stricmp"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/stricmp.cxx"	"7858c8c1b0ca2a709a89a4a1ce0dcac0beb416a7704128ca2654c973135f8a38"	"57"	"_stricmp"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000004"	"MVDM-HOST-ONE1-000020"	"_stricmp"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/stricmp.cxx|7858c8c1b0ca2a709a89a4a1ce0dcac0beb416a7704128ca2654c973135f8a38|70|_stricmp"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/stricmp.cxx"	"7858c8c1b0ca2a709a89a4a1ce0dcac0beb416a7704128ca2654c973135f8a38"	"70"	"_stricmp"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000004"	"MVDM-HOST-ONE1-000020"	"_stricmp"	"O:\repos.external\OpenNT|base/crts/crtw32/string/stricmp.c|4d0bec9d5961484366a9af2534e90159241e0733d1194631f06d0f24e84f14c1|59|_stricmp"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/stricmp.c"	"4d0bec9d5961484366a9af2534e90159241e0733d1194631f06d0f24e84f14c1"	"59"	"_stricmp"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000005"	"MVDM-HOST-ONE1-000021"	"strcpy"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/strcpy.cxx|e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56|84|strcpy"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strcpy.cxx"	"e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56"	"84"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000005"	"MVDM-HOST-ONE1-000021"	"strcpy"	"O:\repos.external\OpenNT|base/boot/veneer/vrlib.c|119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569|223|strcpy"	"O:\repos.external\OpenNT"	"base/boot/veneer/vrlib.c"	"119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569"	"223"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000005"	"MVDM-HOST-ONE1-000021"	"strcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/strcat.c|0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5|89|strcpy"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strcat.c"	"0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5"	"89"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000006"	"MVDM-HOST-ONE1-000022"	"strcpy"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/strcpy.cxx|e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56|84|strcpy"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strcpy.cxx"	"e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56"	"84"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000006"	"MVDM-HOST-ONE1-000022"	"strcpy"	"O:\repos.external\OpenNT|base/boot/veneer/vrlib.c|119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569|223|strcpy"	"O:\repos.external\OpenNT"	"base/boot/veneer/vrlib.c"	"119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569"	"223"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000006"	"MVDM-HOST-ONE1-000022"	"strcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/strcat.c|0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5|89|strcpy"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strcat.c"	"0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5"	"89"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000039"	"MVDM-HOST-ONE1-000083"	"ReadByte"	"O:\repos.external\OpenNT|com/oleaut32/typelib/fstream.cxx|9c94dce5df44d225336ef2becef25ac3e095f3cddbbfd2d62280827cf7154f82|130|ReadByte"	"O:\repos.external\OpenNT"	"com/oleaut32/typelib/fstream.cxx"	"9c94dce5df44d225336ef2becef25ac3e095f3cddbbfd2d62280827cf7154f82"	"130"	"ReadByte"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000052"	"MVDM-HOST-ONE1-000098"	"strcpy"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/strcpy.cxx|e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56|84|strcpy"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strcpy.cxx"	"e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56"	"84"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000052"	"MVDM-HOST-ONE1-000098"	"strcpy"	"O:\repos.external\OpenNT|base/boot/veneer/vrlib.c|119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569|223|strcpy"	"O:\repos.external\OpenNT"	"base/boot/veneer/vrlib.c"	"119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569"	"223"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000052"	"MVDM-HOST-ONE1-000098"	"strcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/strcat.c|0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5|89|strcpy"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strcat.c"	"0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5"	"89"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000057"	"MVDM-HOST-ONE1-000106"	"wsprintf"	"O:\repos.external\OpenNT|base/mvdm/wow16/user/wsprintf.c|f58afbd56ab824442609f098d2b7f8709e978a61a51a195db874e28aea2130e7|336|wsprintf"	"O:\repos.external\OpenNT"	"base/mvdm/wow16/user/wsprintf.c"	"f58afbd56ab824442609f098d2b7f8709e978a61a51a195db874e28aea2130e7"	"336"	"wsprintf"	"externally-linkable"	"selected-MVDM-or-extracted-SoftPC-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000059"	"MVDM-HOST-ONE1-000118"	"_lread"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|124|_lread"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"124"	"_lread"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000060"	"MVDM-HOST-ONE1-000119"	"_lread"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|124|_lread"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"124"	"_lread"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000061"	"MVDM-HOST-ONE1-000120"	"strcpy"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/strcpy.cxx|e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56|84|strcpy"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strcpy.cxx"	"e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56"	"84"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000061"	"MVDM-HOST-ONE1-000120"	"strcpy"	"O:\repos.external\OpenNT|base/boot/veneer/vrlib.c|119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569|223|strcpy"	"O:\repos.external\OpenNT"	"base/boot/veneer/vrlib.c"	"119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569"	"223"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000061"	"MVDM-HOST-ONE1-000120"	"strcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/strcat.c|0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5|89|strcpy"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strcat.c"	"0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5"	"89"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000062"	"MVDM-HOST-ONE1-000121"	"OpenFile"	"O:\repos.external\OpenNT|base/mvdm/dos/v86/tools/src/h2inc/h2inc.c|d41ccc8bb473c1bb4c0fd6a7baf0d19b933602a2c9ef5a5b9660b2f4a79c8163|456|OpenFile"	"O:\repos.external\OpenNT"	"base/mvdm/dos/v86/tools/src/h2inc/h2inc.c"	"d41ccc8bb473c1bb4c0fd6a7baf0d19b933602a2c9ef5a5b9660b2f4a79c8163"	"456"	"OpenFile"	"externally-linkable"	"selected-MVDM-or-extracted-SoftPC-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000062"	"MVDM-HOST-ONE1-000121"	"OpenFile"	"O:\repos.external\OpenNT|base/win32/client/fileopcr.c|8fb149d5466e8882efaef636c47fa6cb29cdde50e3b934c2e1be4fb597ee6626|2606|OpenFile"	"O:\repos.external\OpenNT"	"base/win32/client/fileopcr.c"	"8fb149d5466e8882efaef636c47fa6cb29cdde50e3b934c2e1be4fb597ee6626"	"2606"	"OpenFile"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000062"	"MVDM-HOST-ONE1-000121"	"OpenFile"	"O:\repos.external\OpenNT|com/ole32/stg/props/utest/open.cxx|25c998a70aa22f5d67881a6d1d3829fd9add0fc04813ba193c39dd26ca2f0f2f|110|OpenFile"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utest/open.cxx"	"25c998a70aa22f5d67881a6d1d3829fd9add0fc04813ba193c39dd26ca2f0f2f"	"110"	"OpenFile"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000063"	"MVDM-HOST-ONE1-000122"	"strcpy"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/strcpy.cxx|e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56|84|strcpy"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strcpy.cxx"	"e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56"	"84"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000063"	"MVDM-HOST-ONE1-000122"	"strcpy"	"O:\repos.external\OpenNT|base/boot/veneer/vrlib.c|119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569|223|strcpy"	"O:\repos.external\OpenNT"	"base/boot/veneer/vrlib.c"	"119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569"	"223"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000063"	"MVDM-HOST-ONE1-000122"	"strcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/strcat.c|0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5|89|strcpy"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strcat.c"	"0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5"	"89"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000064"	"MVDM-HOST-ONE1-000123"	"strcat"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/strcat.cxx|7f2504abaada6dc3dc7df3f8ca18599725418a8df3e3b21b3aa052b4a1b248db|53|strcat"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strcat.cxx"	"7f2504abaada6dc3dc7df3f8ca18599725418a8df3e3b21b3aa052b4a1b248db"	"53"	"strcat"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000064"	"MVDM-HOST-ONE1-000123"	"strcat"	"O:\repos.external\OpenNT|base/boot/veneer/vrlib.c|119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569|234|strcat"	"O:\repos.external\OpenNT"	"base/boot/veneer/vrlib.c"	"119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569"	"234"	"strcat"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000064"	"MVDM-HOST-ONE1-000123"	"strcat"	"O:\repos.external\OpenNT|base/crts/crtw32/string/alpha/strcat.c|267d79ccdb2d3e9de4c008d656ab8480c37a3286edd176dfb0d783728e8d73ee|49|strcat"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/alpha/strcat.c"	"267d79ccdb2d3e9de4c008d656ab8480c37a3286edd176dfb0d783728e8d73ee"	"49"	"strcat"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000064"	"MVDM-HOST-ONE1-000123"	"strcat"	"O:\repos.external\OpenNT|base/crts/crtw32/string/strcat.c|0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5|55|strcat"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strcat.c"	"0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5"	"55"	"strcat"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000065"	"MVDM-HOST-ONE1-000124"	"OpenFile"	"O:\repos.external\OpenNT|base/mvdm/dos/v86/tools/src/h2inc/h2inc.c|d41ccc8bb473c1bb4c0fd6a7baf0d19b933602a2c9ef5a5b9660b2f4a79c8163|456|OpenFile"	"O:\repos.external\OpenNT"	"base/mvdm/dos/v86/tools/src/h2inc/h2inc.c"	"d41ccc8bb473c1bb4c0fd6a7baf0d19b933602a2c9ef5a5b9660b2f4a79c8163"	"456"	"OpenFile"	"externally-linkable"	"selected-MVDM-or-extracted-SoftPC-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000065"	"MVDM-HOST-ONE1-000124"	"OpenFile"	"O:\repos.external\OpenNT|base/win32/client/fileopcr.c|8fb149d5466e8882efaef636c47fa6cb29cdde50e3b934c2e1be4fb597ee6626|2606|OpenFile"	"O:\repos.external\OpenNT"	"base/win32/client/fileopcr.c"	"8fb149d5466e8882efaef636c47fa6cb29cdde50e3b934c2e1be4fb597ee6626"	"2606"	"OpenFile"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000065"	"MVDM-HOST-ONE1-000124"	"OpenFile"	"O:\repos.external\OpenNT|com/ole32/stg/props/utest/open.cxx|25c998a70aa22f5d67881a6d1d3829fd9add0fc04813ba193c39dd26ca2f0f2f|110|OpenFile"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utest/open.cxx"	"25c998a70aa22f5d67881a6d1d3829fd9add0fc04813ba193c39dd26ca2f0f2f"	"110"	"OpenFile"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000066"	"MVDM-HOST-ONE1-000125"	"strcpy"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/strcpy.cxx|e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56|84|strcpy"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strcpy.cxx"	"e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56"	"84"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000066"	"MVDM-HOST-ONE1-000125"	"strcpy"	"O:\repos.external\OpenNT|base/boot/veneer/vrlib.c|119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569|223|strcpy"	"O:\repos.external\OpenNT"	"base/boot/veneer/vrlib.c"	"119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569"	"223"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000066"	"MVDM-HOST-ONE1-000125"	"strcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/strcat.c|0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5|89|strcpy"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strcat.c"	"0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5"	"89"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000067"	"MVDM-HOST-ONE1-000126"	"strcat"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/strcat.cxx|7f2504abaada6dc3dc7df3f8ca18599725418a8df3e3b21b3aa052b4a1b248db|53|strcat"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strcat.cxx"	"7f2504abaada6dc3dc7df3f8ca18599725418a8df3e3b21b3aa052b4a1b248db"	"53"	"strcat"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000067"	"MVDM-HOST-ONE1-000126"	"strcat"	"O:\repos.external\OpenNT|base/boot/veneer/vrlib.c|119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569|234|strcat"	"O:\repos.external\OpenNT"	"base/boot/veneer/vrlib.c"	"119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569"	"234"	"strcat"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000067"	"MVDM-HOST-ONE1-000126"	"strcat"	"O:\repos.external\OpenNT|base/crts/crtw32/string/alpha/strcat.c|267d79ccdb2d3e9de4c008d656ab8480c37a3286edd176dfb0d783728e8d73ee|49|strcat"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/alpha/strcat.c"	"267d79ccdb2d3e9de4c008d656ab8480c37a3286edd176dfb0d783728e8d73ee"	"49"	"strcat"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000067"	"MVDM-HOST-ONE1-000126"	"strcat"	"O:\repos.external\OpenNT|base/crts/crtw32/string/strcat.c|0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5|55|strcat"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strcat.c"	"0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5"	"55"	"strcat"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000068"	"MVDM-HOST-ONE1-000127"	"OpenFile"	"O:\repos.external\OpenNT|base/mvdm/dos/v86/tools/src/h2inc/h2inc.c|d41ccc8bb473c1bb4c0fd6a7baf0d19b933602a2c9ef5a5b9660b2f4a79c8163|456|OpenFile"	"O:\repos.external\OpenNT"	"base/mvdm/dos/v86/tools/src/h2inc/h2inc.c"	"d41ccc8bb473c1bb4c0fd6a7baf0d19b933602a2c9ef5a5b9660b2f4a79c8163"	"456"	"OpenFile"	"externally-linkable"	"selected-MVDM-or-extracted-SoftPC-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000068"	"MVDM-HOST-ONE1-000127"	"OpenFile"	"O:\repos.external\OpenNT|base/win32/client/fileopcr.c|8fb149d5466e8882efaef636c47fa6cb29cdde50e3b934c2e1be4fb597ee6626|2606|OpenFile"	"O:\repos.external\OpenNT"	"base/win32/client/fileopcr.c"	"8fb149d5466e8882efaef636c47fa6cb29cdde50e3b934c2e1be4fb597ee6626"	"2606"	"OpenFile"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
