caller_identity	caller_source_path	call_source_line	callee_spelling	selected_definition_identity	call_argument_count	definition_argument_count	header_argument_counts	target_package_in_caller_frontier	shape_basis	next_disposition
"O:\repos.external\OpenNT\base\mvdm|dos/command/cmdmisc.c|1ca036932368a0d0bf1848b078cc80cd66e67a4cc46ad26a0c1b236fe40f4281|729"	"dos/command/cmdmisc.c"	"733"	"nt_init_event_thread"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fulsc.c|e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c|170"	"0"	"0"	"0"	"true"	"reachable original declaration and definition"	"confirmed original-MVDM internal edge; admit zero-degree rebase"
"O:\repos.external\OpenNT\base\mvdm|dos/command/cmdmisc.c|1ca036932368a0d0bf1848b078cc80cd66e67a4cc46ad26a0c1b236fe40f4281|778"	"dos/command/cmdmisc.c"	"818"	"demGetPhysicalDriveType"	"O:\repos.external\OpenNT\base\mvdm|dos/dem/demgset.c|19c5999308a479cc9c0fcb30d23e8301d9a835408417aa965b85523dfb8a1653|220"	"1"	"1"	"1"	"true"	"reachable original declaration and definition"	"confirmed original-MVDM internal edge; admit zero-degree rebase"
"O:\repos.external\OpenNT\base\mvdm|dos/command/cmdmisc.c|1ca036932368a0d0bf1848b078cc80cd66e67a4cc46ad26a0c1b236fe40f4281|778"	"dos/command/cmdmisc.c"	"821"	"GetDriveTypeOem"	"O:\repos.external\OpenNT\base\mvdm|oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|756"	"1"	"1"	"1"	"false"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|dos/command/cmdredir.c|a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49|20"	"dos/command/cmdredir.c"	"62"	"CloseHandle"	"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mmsex.c|93afa83a4fa5993db93888b4dedf0adf8908eab0e39d4c23e49ba31798cc6196|361"	"1"	"1"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|dos/command/cmdredir.c|a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49|20"	"dos/command/cmdredir.c"	"63"	"CloseHandle"	"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mmsex.c|93afa83a4fa5993db93888b4dedf0adf8908eab0e39d4c23e49ba31798cc6196|361"	"1"	"1"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|dos/command/cmdredir.c|a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49|20"	"dos/command/cmdredir.c"	"64"	"CloseHandle"	"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mmsex.c|93afa83a4fa5993db93888b4dedf0adf8908eab0e39d4c23e49ba31798cc6196|361"	"1"	"1"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|dos/command/cmdredir.c|a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49|20"	"dos/command/cmdredir.c"	"65"	"CloseHandle"	"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mmsex.c|93afa83a4fa5993db93888b4dedf0adf8908eab0e39d4c23e49ba31798cc6196|361"	"1"	"1"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|dos/command/cmdredir.c|a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49|20"	"dos/command/cmdredir.c"	"87"	"CloseHandle"	"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mmsex.c|93afa83a4fa5993db93888b4dedf0adf8908eab0e39d4c23e49ba31798cc6196|361"	"1"	"1"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|dos/command/cmdredir.c|a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49|20"	"dos/command/cmdredir.c"	"92"	"CloseHandle"	"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mmsex.c|93afa83a4fa5993db93888b4dedf0adf8908eab0e39d4c23e49ba31798cc6196|361"	"1"	"1"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|dos/dem/demgset.c|19c5999308a479cc9c0fcb30d23e8301d9a835408417aa965b85523dfb8a1653|619"	"dos/dem/demgset.c"	"635"	"GetVolumeInformationOem"	"O:\repos.external\OpenNT\base\mvdm|oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|847"	"8"	"8"	"8"	"false"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|dos/dem/demgset.c|19c5999308a479cc9c0fcb30d23e8301d9a835408417aa965b85523dfb8a1653|825"	"dos/dem/demgset.c"	"863"	"GetDiskFreeSpaceOem"	"O:\repos.external\OpenNT\base\mvdm|oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|797"	"5"	"5"	"5"	"false"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"softpc.new/base/bios/cmos_bis.c"	"151"	"outb"	"O:\repos.external\OpenNT\base\mvdm|v86/scaffold/i386/stubs.c|41825d03737ab8b001993798a2fcd20d752a81bdc8cf95d098b5929e70a97d4b|25"	"2"	"0"	"none"	"false"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"softpc.new/base/bios/cmos_bis.c"	"153"	"inb"	"O:\repos.external\OpenNT\base\mvdm|v86/scaffold/i386/stubs.c|41825d03737ab8b001993798a2fcd20d752a81bdc8cf95d098b5929e70a97d4b|21"	"2"	"0"	"none"	"false"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"softpc.new/base/bios/cmos_bis.c"	"158"	"outb"	"O:\repos.external\OpenNT\base\mvdm|v86/scaffold/i386/stubs.c|41825d03737ab8b001993798a2fcd20d752a81bdc8cf95d098b5929e70a97d4b|25"	"2"	"0"	"none"	"false"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"softpc.new/base/bios/cmos_bis.c"	"184"	"outb"	"O:\repos.external\OpenNT\base\mvdm|v86/scaffold/i386/stubs.c|41825d03737ab8b001993798a2fcd20d752a81bdc8cf95d098b5929e70a97d4b|25"	"2"	"0"	"none"	"false"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"softpc.new/base/bios/cmos_bis.c"	"186"	"outb"	"O:\repos.external\OpenNT\base\mvdm|v86/scaffold/i386/stubs.c|41825d03737ab8b001993798a2fcd20d752a81bdc8cf95d098b5929e70a97d4b|25"	"2"	"0"	"none"	"false"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"softpc.new/base/bios/cmos_bis.c"	"191"	"outb"	"O:\repos.external\OpenNT\base\mvdm|v86/scaffold/i386/stubs.c|41825d03737ab8b001993798a2fcd20d752a81bdc8cf95d098b5929e70a97d4b|25"	"2"	"0"	"none"	"false"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/reset.c|46e2507ad47182125ed59206780763c5dadf6ea752a43d4d946451de1024d90b|295"	"softpc.new/base/bios/reset.c"	"305"	"host_runtime_inquire"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/stf_conf.c|dd83e6774b349f81b02abb625df4fdcfe943647144bf054422f9f671d1bf05f4|274"	"1"	"1"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/reset.c|46e2507ad47182125ed59206780763c5dadf6ea752a43d4d946451de1024d90b|295"	"softpc.new/base/bios/reset.c"	"325"	"config_inquire"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/config.c|2a87d13d633e62b7bda2d982127feea19b20b5a779ff1e384966c2eb3ce6ddfa|587"	"2"	"2"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/reset.c|46e2507ad47182125ed59206780763c5dadf6ea752a43d4d946451de1024d90b|295"	"softpc.new/base/bios/reset.c"	"336"	"config_inquire"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/config.c|2a87d13d633e62b7bda2d982127feea19b20b5a779ff1e384966c2eb3ce6ddfa|587"	"2"	"2"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|3135"	"softpc.new/base/comms/com.c"	"3148"	"fprintf"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|144"	"2"	"3"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|3135"	"softpc.new/base/comms/com.c"	"3150"	"fprintf"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|144"	"2"	"3"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|3135"	"softpc.new/base/comms/com.c"	"3151"	"fprintf"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|144"	"3"	"3"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|3135"	"softpc.new/base/comms/com.c"	"3154"	"fprintf"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|144"	"2"	"3"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|3135"	"softpc.new/base/comms/com.c"	"3157"	"fprintf"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|144"	"2"	"3"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|301"	"softpc.new/base/debug/pigyoda.c"	"307"	"getNextToken"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|256"	"3"	"3"	"none"	"true"	"same-translation-unit original definition"	"confirmed original-MVDM internal edge; admit zero-degree rebase"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|301"	"softpc.new/base/debug/pigyoda.c"	"308"	"getNextToken"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|256"	"3"	"3"	"none"	"true"	"same-translation-unit original definition"	"confirmed original-MVDM internal edge; admit zero-degree rebase"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|301"	"softpc.new/base/debug/pigyoda.c"	"309"	"getNextToken"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|256"	"3"	"3"	"none"	"true"	"same-translation-unit original definition"	"confirmed original-MVDM internal edge; admit zero-degree rebase"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/btrace.c|5a19a8cf73bd5c06c47bf3292189c8989bc970933bb4968336580f4be0028e3f|58"	"softpc.new/base/debug/btrace.c"	"64"	"printf"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|12"	"2"	"2"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/btrace.c|5a19a8cf73bd5c06c47bf3292189c8989bc970933bb4968336580f4be0028e3f|58"	"softpc.new/base/debug/btrace.c"	"67"	"fprintf"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|144"	"3"	"3"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/btrace.c|5a19a8cf73bd5c06c47bf3292189c8989bc970933bb4968336580f4be0028e3f|58"	"softpc.new/base/debug/btrace.c"	"68"	"fprintf"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|144"	"2"	"3"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/floppy_i.c|22b503047688d4d1f2d4b99ffba29e71612a165bbc9069976ce7a8b8d62ba042|82"	"softpc.new/base/disks/floppy_i.c"	"90"	"fprintf"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|144"	"2"	"3"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/floppy_i.c|22b503047688d4d1f2d4b99ffba29e71612a165bbc9069976ce7a8b8d62ba042|82"	"softpc.new/base/disks/floppy_i.c"	"93"	"fprintf"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|144"	"2"	"3"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/floppy_i.c|22b503047688d4d1f2d4b99ffba29e71612a165bbc9069976ce7a8b8d62ba042|82"	"softpc.new/base/disks/floppy_i.c"	"94"	"sas_load"	"O:\repos.external\OpenNT\base\mvdm|v86/monitor/i386/sas.c|d28d27e4bb22e955330dcbaf3a62ff6533b79fed8df46fe3eee615ce444e7834|815"	"2"	"2"	"2"	"false"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/floppy_i.c|22b503047688d4d1f2d4b99ffba29e71612a165bbc9069976ce7a8b8d62ba042|82"	"softpc.new/base/disks/floppy_i.c"	"95"	"fprintf"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|144"	"3"	"3"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/floppy_i.c|22b503047688d4d1f2d4b99ffba29e71612a165bbc9069976ce7a8b8d62ba042|82"	"softpc.new/base/disks/floppy_i.c"	"98"	"fprintf"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|144"	"2"	"3"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/floppy_i.c|22b503047688d4d1f2d4b99ffba29e71612a165bbc9069976ce7a8b8d62ba042|82"	"softpc.new/base/disks/floppy_i.c"	"99"	"rwvf_dump"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/floppy_i.c|22b503047688d4d1f2d4b99ffba29e71612a165bbc9069976ce7a8b8d62ba042|71"	"1"	"1"	"none"	"true"	"same-translation-unit original definition"	"confirmed original-MVDM internal edge; admit zero-degree rebase"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/floppy_i.c|22b503047688d4d1f2d4b99ffba29e71612a165bbc9069976ce7a8b8d62ba042|82"	"softpc.new/base/disks/floppy_i.c"	"102"	"fprintf"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|144"	"2"	"3"	"none"	"true"	"unresolved"	"unconfirmed internal candidate; retain for source-shape/frontier review"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/floppy_i.c|22b503047688d4d1f2d4b99ffba29e71612a165bbc9069976ce7a8b8d62ba042|82"	"softpc.new/base/disks/floppy_i.c"	"103"	"rwvf_dump"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/floppy_i.c|22b503047688d4d1f2d4b99ffba29e71612a165bbc9069976ce7a8b8d62ba042|71"	"1"	"1"	"none"	"true"	"same-translation-unit original definition"	"confirmed original-MVDM internal edge; admit zero-degree rebase"
